node1,node2,n_lines,n_tokens
#ATTENDANTS_MND,1.01,257,1920
#Demetrius_MND,1.01,257,1920
#Egeus_MND,1.01,257,1920
#Helena_MND,1.01,257,1920
#Hermia_MND,1.01,257,1920
#Hippolyta_MND,1.01,257,1920
#Lysander_MND,1.01,257,1920
#Philostrate_MND,1.01,257,1920
#Theseus_MND,1.01,257,1920
#Bottom_MND,1.02,107,764
#Flute_MND,1.02,107,764
#Quince_MND,1.02,107,764
#Snout_MND,1.02,107,764
#Snug_MND,1.02,107,764
#Starveling_MND,1.02,107,764
#Demetrius_MND,2.01,276,2092
#FAIRIES.OBERON_MND,2.01,276,2092
#FAIRIES.TITANIA.1_MND,2.01,276,2092
#FAIRIES.TITANIA_MND,2.01,276,2092
#Helena_MND,2.01,276,2092
#Oberon_MND,2.01,276,2092
#RobinGoodfellow_MND,2.01,276,2092
#Titania_MND,2.01,276,2092
#Demetrius_MND,2.02,163,1176
#FAIRIES.TITANIA.0.1_MND,2.02,163,1176
#FAIRIES.TITANIA.0.2_MND,2.02,163,1176
#FAIRIES.TITANIA_MND,2.02,163,1176
#Helena_MND,2.02,163,1176
#Hermia_MND,2.02,163,1176
#Lysander_MND,2.02,163,1176
#Oberon_MND,2.02,163,1176
#RobinGoodfellow_MND,2.02,163,1176
#Titania_MND,2.02,163,1176
#Bottom_MND,3.01,208,1489
#FAIRIES.TITANIA.Cobweb_MND,3.01,208,1489
#FAIRIES.TITANIA.Mote_MND,3.01,208,1489
#FAIRIES.TITANIA.Mustardseed_MND,3.01,208,1489
#FAIRIES.TITANIA.Peaseblossom_MND,3.01,208,1489
#Flute_MND,3.01,208,1489
#Quince_MND,3.01,208,1489
#RobinGoodfellow_MND,3.01,208,1489
#Snout_MND,3.01,208,1489
#Snug_MND,3.01,208,1489
#Starveling_MND,3.01,208,1489
#Titania_MND,3.01,208,1489
#Demetrius_MND,3.02,493,3622
#Helena_MND,3.02,493,3622
#Hermia_MND,3.02,493,3622
#Lysander_MND,3.02,493,3622
#Oberon_MND,3.02,493,3622
#RobinGoodfellow_MND,3.02,493,3622
#ATTENDANTS_MND,4.01,230,1681
#Bottom_MND,4.01,230,1681
#Demetrius_MND,4.01,230,1681
#Egeus_MND,4.01,230,1681
#FAIRIES.TITANIA.Cobweb_MND,4.01,230,1681
#FAIRIES.TITANIA.Mote_MND,4.01,230,1681
#FAIRIES.TITANIA.Mustardseed_MND,4.01,230,1681
#FAIRIES.TITANIA.Peaseblossom_MND,4.01,230,1681
#Helena_MND,4.01,230,1681
#Hermia_MND,4.01,230,1681
#Hippolyta_MND,4.01,230,1681
#Lysander_MND,4.01,230,1681
#Oberon_MND,4.01,230,1681
#RobinGoodfellow_MND,4.01,230,1681
#Theseus_MND,4.01,230,1681
#Titania_MND,4.01,230,1681
#Bottom_MND,4.02,45,349
#Flute_MND,4.02,45,349
#Quince_MND,4.02,45,349
#Snout_MND,4.02,45,349
#Snug_MND,4.02,45,349
#Starveling_MND,4.02,45,349
#ATTENDANTS_MND,5.01,455,3010
#Bottom_MND,5.01,455,3010
#Demetrius_MND,5.01,455,3010
#FAIRIES_MND,5.01,455,3010
#Flute_MND,5.01,455,3010
#Helena_MND,5.01,455,3010
#Hermia_MND,5.01,455,3010
#Hippolyta_MND,5.01,455,3010
#Lysander_MND,5.01,455,3010
#Oberon_MND,5.01,455,3010
#Philostrate_MND,5.01,455,3010
#Quince_MND,5.01,455,3010
#RobinGoodfellow_MND,5.01,455,3010
#Snout_MND,5.01,455,3010
#Snug_MND,5.01,455,3010
#Starveling_MND,5.01,455,3010
#Theseus_MND,5.01,455,3010
#Titania_MND,5.01,455,3010
