node,node_type
#ATTENDANTS.GREEK_Tro,character
#ATTENDANTS.TROJAN_Tro,character
#Achilles_Tro,character
#Aeneas_Tro,character
#Agamemnon_Tro,character
#Ajax_Tro,character
#Alexander_Tro,character
#Andromache_Tro,character
#Antenor_Tro,character
#Bastard_Tro,character
#Boy_Tro,character
#Calchas_Tro,character
#Cassandra_Tro,character
#Cressida_Tro,character
#Deiphobus_Tro,character
#Diomedes_Tro,character
#Hector_Tro,character
#Helen_Tro,character
#Helenus_Tro,character
#MYRMIDONS.0.1_Tro,character
#MYRMIDONS_Tro,character
#Menelaus_Tro,character
#Nestor_Tro,character
#Pandarus_Tro,character
#Paris_Tro,character
#Patroclus_Tro,character
#Priam_Tro,character
#Prologue_Tro,character
#SERVANTS.AENEAS.1_Tro,character
#SERVANTS.DIOMEDES.1_Tro,character
#SERVANTS.PARIS.1_Tro,character
#SERVANTS.TROILUS.1_Tro,character
#SOLDIERS.GREEK.1_Tro,character
#SOLDIERS.GREEK_Tro,character
#SOLDIERS.TROJAN_Tro,character
#SOLDIERS_Tro,character
#Thersites_Tro,character
#Troilus_Tro,character
#Trumpeter_Tro,character
#Ulysses_Tro,character
0.00,text_unit
1.01,text_unit
1.02,text_unit
1.03,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
4.05,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
5.05,text_unit
5.06,text_unit
5.07,text_unit
5.08,text_unit
5.09,text_unit
5.10,text_unit
5.11,text_unit
