source,target,n_lines,n_tokens,edge_type
#ATTENDANTS_Mac,3.04.0057,1,4,active
#ATTENDANTS_Mac,3.04.0060,1,4,active
#ATTENDANTS_Mac,3.04.0062,1,5,active
#ATTENDANTS_Mac,5.08.0114,1,4,active
#Angus_Mac,1.03.0007,13,79,active
#Angus_Mac,5.02.0095,9,58,active
#Banquo_Mac,1.03.0005,21,167,active
#Banquo_Mac,1.03.0006,7,51,active
#Banquo_Mac,1.03.0007,15,90,active
#Banquo_Mac,1.04.0009,2,9,active
#Banquo_Mac,1.06.0015,9,52,active
#Banquo_Mac,2.01.0019,9,57,active
#Banquo_Mac,2.01.0020,17,99,active
#Banquo_Mac,2.03.0035,3,15,active
#Banquo_Mac,2.03.0037,1,4,active
#Banquo_Mac,2.03.0038,8,53,active
#Banquo_Mac,3.01.0042,10,84,active
#Banquo_Mac,3.01.0043,11,72,active
#Banquo_Mac,3.03.0054,1,6,active
#Banquo_Mac,3.03.0055,3,18,active
#Caithness_Mac,5.02.0095,11,73,active
#Doctor1_Mac,4.03.0089,5,35,active
#Doctor2_Mac,5.01.0092,10,70,active
#Doctor2_Mac,5.01.0093,17,96,active
#Doctor2_Mac,5.01.0094,10,74,active
#Doctor2_Mac,5.03.0099,9,50,active
#Donalbain_Mac,2.03.0037,4,29,active
#Donalbain_Mac,2.03.0038,2,4,active
#Donalbain_Mac,2.03.0039,4,27,active
#Duncan_Mac,1.02.0002,8,50,active
#Duncan_Mac,1.02.0003,8,41,active
#Duncan_Mac,1.04.0008,6,34,active
#Duncan_Mac,1.04.0009,26,180,active
#Duncan_Mac,1.04.0010,5,38,active
#Duncan_Mac,1.06.0015,3,17,active
#Duncan_Mac,1.06.0016,16,112,active
#Fleance_Mac,2.01.0019,2,16,active
#Gentlewoman_Mac,5.01.0092,10,71,active
#Gentlewoman_Mac,5.01.0093,14,105,active
#Gentlewoman_Mac,5.01.0094,2,5,active
#Hecate_Mac,3.05.0065,34,230,active
#Hecate_Mac,4.01.0069,5,33,active
#LadyMacbeth_Mac,1.05.0011,33,258,active
#LadyMacbeth_Mac,1.05.0012,6,32,active
#LadyMacbeth_Mac,1.05.0013,17,128,active
#LadyMacbeth_Mac,1.05.0014,22,135,active
#LadyMacbeth_Mac,1.06.0016,11,72,active
#LadyMacbeth_Mac,1.07.0018,46,329,active
#LadyMacbeth_Mac,2.02.0023,11,70,active
#LadyMacbeth_Mac,2.02.0024,30,198,active
#LadyMacbeth_Mac,2.02.0026,11,72,active
#LadyMacbeth_Mac,2.03.0034,3,18,active
#LadyMacbeth_Mac,2.03.0035,2,6,active
#LadyMacbeth_Mac,2.03.0037,1,4,active
#LadyMacbeth_Mac,3.01.0043,3,18,active
#LadyMacbeth_Mac,3.02.0050,3,18,active
#LadyMacbeth_Mac,3.02.0051,4,26,active
#LadyMacbeth_Mac,3.02.0052,11,73,active
#LadyMacbeth_Mac,3.04.0057,2,16,active
#LadyMacbeth_Mac,3.04.0059,6,44,active
#LadyMacbeth_Mac,3.04.0060,16,115,active
#LadyMacbeth_Mac,3.04.0061,4,17,active
#LadyMacbeth_Mac,3.04.0062,4,22,active
#LadyMacbeth_Mac,3.04.0063,8,48,active
#LadyMacbeth_Mac,3.04.0064,3,22,active
#LadyMacbeth_Mac,5.01.0093,21,169,active
#LadyMacduff_Mac,4.02.0082,14,108,active
#LadyMacduff_Mac,4.02.0083,18,116,active
#LadyMacduff_Mac,4.02.0085,7,50,active
#LadyMacduff_Mac,4.02.0086,1,4,active
#LadyMacduff_Mac,4.02.0087,2,14,active
#Lennox_Mac,1.02.0003,3,17,active
#Lennox_Mac,2.03.0030,1,4,active
#Lennox_Mac,2.03.0031,12,73,active
#Lennox_Mac,2.03.0032,2,7,active
#Lennox_Mac,2.03.0037,5,44,active
#Lennox_Mac,2.03.0038,2,4,active
#Lennox_Mac,3.04.0060,4,23,active
#Lennox_Mac,3.04.0063,2,8,active
#Lennox_Mac,3.06.0067,35,252,active
#Lennox_Mac,4.01.0081,6,30,active
#Lennox_Mac,5.02.0095,7,51,active
#Lord_Mac,3.06.0067,21,158,active
#MESSENGERS.1_Mac,1.05.0012,5,38,active
#MESSENGERS.2_Mac,4.02.0084,10,75,active
#MESSENGERS.3_Mac,5.05.0105,9,64,active
#MURDERERS.0.1_Mac,4.02.0087,4,14,active
#MURDERERS.1_Mac,3.01.0048,10,55,active
#MURDERERS.1_Mac,3.03.0053,6,40,active
#MURDERERS.1_Mac,3.03.0054,1,4,active
#MURDERERS.1_Mac,3.03.0055,2,7,active
#MURDERERS.1_Mac,3.03.0056,2,14,active
#MURDERERS.1_Mac,3.04.0058,6,43,active
#MURDERERS.2_Mac,3.01.0048,9,51,active
#MURDERERS.2_Mac,3.03.0053,3,20,active
#MURDERERS.2_Mac,3.03.0054,3,17,active
#MURDERERS.2_Mac,3.03.0055,1,4,active
#MURDERERS.2_Mac,3.03.0056,2,8,active
#MURDERERS.3_Mac,3.03.0053,2,5,active
#MURDERERS.3_Mac,3.03.0054,3,21,active
#MURDERERS.3_Mac,3.03.0055,1,2,active
#MURDERERS.3_Mac,3.03.0056,3,14,active
#Macbeth_Mac,1.03.0005,11,89,active
#Macbeth_Mac,1.03.0006,4,31,active
#Macbeth_Mac,1.03.0007,39,250,active
#Macbeth_Mac,1.04.0009,16,134,active
#Macbeth_Mac,1.05.0014,4,15,active
#Macbeth_Mac,1.07.0017,28,218,active
#Macbeth_Mac,1.07.0018,22,141,active
#Macbeth_Mac,2.01.0020,13,66,active
#Macbeth_Mac,2.01.0021,2,18,active
#Macbeth_Mac,2.01.0022,34,263,active
#Macbeth_Mac,2.02.0024,32,210,active
#Macbeth_Mac,2.02.0025,8,51,active
#Macbeth_Mac,2.02.0026,3,18,active
#Macbeth_Mac,2.03.0030,5,21,active
#Macbeth_Mac,2.03.0031,2,10,active
#Macbeth_Mac,2.03.0032,2,10,active
#Macbeth_Mac,2.03.0036,6,50,active
#Macbeth_Mac,2.03.0037,16,125,active
#Macbeth_Mac,2.03.0038,3,14,active
#Macbeth_Mac,3.01.0043,19,124,active
#Macbeth_Mac,3.01.0044,4,31,active
#Macbeth_Mac,3.01.0045,3,14,active
#Macbeth_Mac,3.01.0046,26,206,active
#Macbeth_Mac,3.01.0047,2,11,active
#Macbeth_Mac,3.01.0048,65,474,active
#Macbeth_Mac,3.01.0049,2,16,active
#Macbeth_Mac,3.02.0052,43,316,active
#Macbeth_Mac,3.04.0057,6,38,active
#Macbeth_Mac,3.04.0058,20,145,active
#Macbeth_Mac,3.04.0060,20,118,active
#Macbeth_Mac,3.04.0061,16,123,active
#Macbeth_Mac,3.04.0062,17,125,active
#Macbeth_Mac,3.04.0063,9,62,active
#Macbeth_Mac,3.04.0064,23,180,active
#Macbeth_Mac,4.01.0071,17,103,active
#Macbeth_Mac,4.01.0072,1,5,active
#Macbeth_Mac,4.01.0073,3,18,active
#Macbeth_Mac,4.01.0074,1,7,active
#Macbeth_Mac,4.01.0075,5,40,active
#Macbeth_Mac,4.01.0076,4,23,active
#Macbeth_Mac,4.01.0077,13,98,active
#Macbeth_Mac,4.01.0078,13,108,active
#Macbeth_Mac,4.01.0079,1,4,active
#Macbeth_Mac,4.01.0080,3,18,active
#Macbeth_Mac,4.01.0081,20,145,active
#Macbeth_Mac,5.03.0096,11,85,active
#Macbeth_Mac,5.03.0097,8,49,active
#Macbeth_Mac,5.03.0098,12,81,active
#Macbeth_Mac,5.03.0099,30,194,active
#Macbeth_Mac,5.05.0102,9,63,active
#Macbeth_Mac,5.05.0103,7,55,active
#Macbeth_Mac,5.05.0104,13,94,active
#Macbeth_Mac,5.05.0105,19,133,active
#Macbeth_Mac,5.07.0107,4,34,active
#Macbeth_Mac,5.07.0108,7,36,active
#Macbeth_Mac,5.08.0111,3,23,active
#Macbeth_Mac,5.08.0112,23,177,active
#Macduff_Mac,2.03.0028,6,36,active
#Macduff_Mac,2.03.0029,1,8,active
#Macduff_Mac,2.03.0030,7,45,active
#Macduff_Mac,2.03.0032,9,57,active
#Macduff_Mac,2.03.0033,8,53,active
#Macduff_Mac,2.03.0034,4,24,active
#Macduff_Mac,2.03.0035,2,7,active
#Macduff_Mac,2.03.0037,3,12,active
#Macduff_Mac,2.03.0038,2,6,active
#Macduff_Mac,2.04.0041,14,80,active
#Macduff_Mac,4.03.0088,55,359,active
#Macduff_Mac,4.03.0090,1,5,active
#Macduff_Mac,4.03.0091,35,233,active
#Macduff_Mac,5.04.0101,3,14,active
#Macduff_Mac,5.06.0106,2,16,active
#Macduff_Mac,5.07.0109,10,81,active
#Macduff_Mac,5.08.0112,13,79,active
#Macduff_Mac,5.08.0114,7,47,active
#MacduffsSon_Mac,4.02.0083,18,128,active
#MacduffsSon_Mac,4.02.0087,4,15,active
#Malcolm_Mac,1.02.0002,5,32,active
#Malcolm_Mac,1.02.0003,1,5,active
#Malcolm_Mac,1.04.0008,10,72,active
#Malcolm_Mac,2.03.0037,5,26,active
#Malcolm_Mac,2.03.0038,2,4,active
#Malcolm_Mac,2.03.0039,9,71,active
#Malcolm_Mac,4.03.0088,103,725,active
#Malcolm_Mac,4.03.0089,3,14,active
#Malcolm_Mac,4.03.0090,14,98,active
#Malcolm_Mac,4.03.0091,26,170,active
#Malcolm_Mac,5.04.0100,6,44,active
#Malcolm_Mac,5.04.0101,5,34,active
#Malcolm_Mac,5.06.0106,6,46,active
#Malcolm_Mac,5.07.0110,2,9,active
#Malcolm_Mac,5.08.0113,4,26,active
#Malcolm_Mac,5.08.0114,17,132,active
#Menteith_Mac,5.02.0095,10,63,active
#Menteith_Mac,5.04.0100,2,8,active
#OldMan_Mac,2.04.0040,11,63,active
#OldMan_Mac,2.04.0041,2,18,active
#Porter_Mac,2.03.0027,20,164,active
#Porter_Mac,2.03.0028,18,143,active
#Ross_Mac,1.02.0003,18,104,active
#Ross_Mac,1.03.0007,16,121,active
#Ross_Mac,2.03.0038,2,4,active
#Ross_Mac,2.04.0040,15,100,active
#Ross_Mac,2.04.0041,14,66,active
#Ross_Mac,3.04.0060,5,26,active
#Ross_Mac,3.04.0063,2,4,active
#Ross_Mac,4.02.0082,20,147,active
#Ross_Mac,4.03.0091,40,275,active
#Ross_Mac,5.08.0113,9,66,active
#Ross_Mac,5.08.0114,1,4,active
#SERVANTS.X.2_Mac,3.01.0045,1,8,active
#SERVANTS.X.3_Mac,3.02.0050,2,9,active
#SERVANTS.X.4_Mac,5.03.0097,3,12,active
#SOLDIERS.Captain_Mac,1.02.0002,35,236,active
#SOLDIERS.MALCOLM.0.1_Mac,5.04.0101,1,4,active
#SOLDIERS.MALCOLM_Mac,5.08.0114,1,4,active
#SPIRITS.1_Mac,4.01.0072,2,13,active
#SPIRITS.2_Mac,4.01.0074,4,23,active
#SPIRITS.3_Mac,4.01.0076,5,32,active
#Seyton_Mac,5.03.0099,3,16,active
#Seyton_Mac,5.05.0102,1,9,active
#Seyton_Mac,5.05.0104,1,6,active
#Siward_Mac,5.04.0100,1,6,active
#Siward_Mac,5.04.0101,9,58,active
#Siward_Mac,5.06.0106,3,19,active
#Siward_Mac,5.07.0110,6,39,active
#Siward_Mac,5.08.0113,12,81,active
#Siward_Mac,5.08.0114,1,4,active
#WITCHES.1_Mac,1.01.0001,6,32,active
#WITCHES.1_Mac,1.03.0004,31,182,active
#WITCHES.1_Mac,1.03.0005,4,20,active
#WITCHES.1_Mac,3.05.0065,1,7,active
#WITCHES.1_Mac,3.05.0066,1,9,active
#WITCHES.1_Mac,4.01.0068,13,67,active
#WITCHES.1_Mac,4.01.0071,10,50,active
#WITCHES.1_Mac,4.01.0072,3,11,active
#WITCHES.1_Mac,4.01.0073,2,12,active
#WITCHES.1_Mac,4.01.0076,1,6,active
#WITCHES.1_Mac,4.01.0077,4,18,active
#WITCHES.1_Mac,4.01.0079,8,53,active
#WITCHES.2_Mac,1.01.0001,6,29,active
#WITCHES.2_Mac,1.03.0004,9,47,active
#WITCHES.2_Mac,1.03.0005,3,16,active
#WITCHES.2_Mac,4.01.0068,17,96,active
#WITCHES.2_Mac,4.01.0070,4,15,active
#WITCHES.2_Mac,4.01.0071,4,15,active
#WITCHES.2_Mac,4.01.0076,1,6,active
#WITCHES.2_Mac,4.01.0077,4,18,active
#WITCHES.3_Mac,1.01.0001,5,28,active
#WITCHES.3_Mac,1.03.0004,10,49,active
#WITCHES.3_Mac,1.03.0005,4,23,active
#WITCHES.3_Mac,4.01.0068,20,106,active
#WITCHES.3_Mac,4.01.0071,4,16,active
#WITCHES.3_Mac,4.01.0076,1,6,active
#WITCHES.3_Mac,4.01.0077,4,18,active
#YoungSiward_Mac,5.07.0108,7,43,active
1.01.0001,#WITCHES.1_Mac,7,29,passive
1.01.0001,#WITCHES.2_Mac,7,32,passive
1.01.0001,#WITCHES.3_Mac,8,33,passive
1.02.0002,#ATTENDANTS_Mac,48,318,passive
1.02.0002,#Donalbain_Mac,48,318,passive
1.02.0002,#Duncan_Mac,40,268,passive
1.02.0002,#Lennox_Mac,48,318,passive
1.02.0002,#Malcolm_Mac,43,286,passive
1.02.0002,#SOLDIERS.Captain_Mac,13,82,passive
1.02.0003,#ATTENDANTS_Mac,30,167,passive
1.02.0003,#Angus_Mac,30,167,passive
1.02.0003,#Donalbain_Mac,30,167,passive
1.02.0003,#Duncan_Mac,22,126,passive
1.02.0003,#Lennox_Mac,27,150,passive
1.02.0003,#Malcolm_Mac,29,162,passive
