act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Antony_JC,186,27,365,54
1,1,#Cleopatra_Ant,145,22,365,54
1,1,#Demetrius_Ant,35,5,497,72
1,1,#MESSENGERS.X.1_Ant,6,1,356,53
1,1,#Philo_Ant,125,17,497,72
1,2,#Alexas_Ant,59,11,582,92
1,2,#Antony_JC,425,62,846,123
1,2,#Charmian_Ant,287,43,582,92
1,2,#Cleopatra_Ant,41,6,53,10
1,2,#Enobarbus_Ant,328,45,1088,161
1,2,#Iras_Ant,87,12,582,92
1,2,#MESSENGERS.ANTONY.1_Ant,83,16,201,31
1,2,#MESSENGERS.ANTONY.2_Ant,9,2,24,5
1,2,#MESSENGERS.ANTONY.3_Ant,22,4,30,7
1,2,#Soothsayer_Ant,78,13,582,92
1,3,#Antony_JC,278,49,741,113
1,3,#Charmian_Ant,58,8,851,127
1,3,#Cleopatra_Ant,515,70,851,127
1,4,#Lepidus_JC,93,15,677,97
1,4,#MESSENGERS.CAESAR.1_Ant,49,7,408,60
1,4,#MESSENGERS.CAESAR.2_Ant,67,10,293,44
1,4,#Octavius_JC,468,65,677,97
1,5,#Alexas_Ant,125,18,353,54
1,5,#Charmian_Ant,31,8,599,93
1,5,#Cleopatra_Ant,407,61,599,93
1,5,#Mardian_Ant,36,6,599,93
2,1,#Menas_Ant,83,14,414,62
2,1,#Pompey_Ant,304,44,414,62
2,1,#Varrius_Ant,27,4,197,30
2,2,#Agrippa_Ant,184,30,1799,271
2,2,#Antony_JC,584,83,1262,190
2,2,#Enobarbus_Ant,546,79,1910,288
2,2,#Lepidus_JC,146,24,1370,206
2,2,#Maecenas_Ant,101,15,1799,271
2,2,#Octavius_JC,349,57,1259,189
2,3,#Antony_JC,181,27,329,49
2,3,#Octavia_Ant,16,3,66,12
2,3,#Octavius_JC,1,1,66,12
2,3,#Soothsayer_Ant,131,18,170,25
2,4,#Agrippa_Ant,14,3,71,14
2,4,#Lepidus_JC,43,8,71,14
2,4,#Maecenas_Ant,17,4,71,14
2,5,#Alexas_Ant,3,1,940,142
2,5,#Charmian_Ant,58,12,987,149
2,5,#Cleopatra_Ant,791,111,987,149
2,5,#Iras_Ant,3,1,987,149
2,5,#MESSENGERS.X.2_Ant,132,25,616,94
2,5,#Mardian_Ant,6,1,971,146
2,6,#Agrippa_Ant,5,1,678,108
2,6,#Antony_JC,102,16,678,108
2,6,#Enobarbus_Ant,295,44,1066,166
2,6,#Lepidus_JC,31,6,678,108
2,6,#Maecenas_Ant,5,1,678,108
2,6,#Menas_Ant,148,23,1066,166
2,6,#Octavius_JC,84,16,678,108
2,6,#Pompey_Ant,422,65,678,108
2,7,#Agrippa_Ant,14,2,878,138
2,7,#Antony_JC,210,31,878,138
2,7,#Boy_Ant,39,6,878,138
2,7,#CAPTAINS_Ant,14,2,878,138
2,7,#Enobarbus_Ant,119,20,921,146
2,7,#Lepidus_JC,85,14,878,138
2,7,#Maecenas_Ant,14,2,878,138
2,7,#Menas_Ant,228,36,921,146
2,7,#Octavius_JC,119,20,878,138
2,7,#Pompey_Ant,205,31,878,138
2,7,#SERVANTS.0.1_Ant,66,9,1045,162
2,7,#SERVANTS.0.2_Ant,58,7,1024,159
