act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,108,16,#ATTENDANTS_MND #Hippolyta_MND #Philostrate_MND #Theseus_MND
1,1,2,29,4,#ATTENDANTS_MND #Hippolyta_MND #Theseus_MND
1,1,3,799,109,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND
1,1,4,413,53,#Hermia_MND #Lysander_MND
1,1,5,353,47,#Helena_MND #Hermia_MND #Lysander_MND
1,1,6,10,2,#Helena_MND #Lysander_MND
1,1,7,208,26,#Helena_MND
1,2,8,764,107,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND
2,1,9,434,61,#FAIRIES.TITANIA.1_MND #RobinGoodfellow_MND
2,1,10,651,89,#FAIRIES.OBERON_MND #FAIRIES.TITANIA.1_MND #FAIRIES.TITANIA_MND #Oberon_MND #RobinGoodfellow_MND #Titania_MND
2,1,11,234,32,#FAIRIES.OBERON_MND #Oberon_MND #RobinGoodfellow_MND
2,1,12,93,12,#FAIRIES.OBERON_MND #Oberon_MND
2,1,13,464,55,#Demetrius_MND #FAIRIES.OBERON_MND #Helena_MND #Oberon_MND
2,1,14,18,2,#FAIRIES.OBERON_MND #Helena_MND #Oberon_MND
2,1,15,20,2,#FAIRIES.OBERON_MND #Oberon_MND
2,1,16,178,23,#FAIRIES.OBERON_MND #Oberon_MND #RobinGoodfellow_MND
2,2,17,67,8,#FAIRIES.TITANIA_MND #Titania_MND
2,2,18,104,22,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA_MND #Titania_MND
2,2,19,10,2,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #FAIRIES.TITANIA_MND #Titania_MND
2,2,20,53,8,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #Oberon_MND #Titania_MND
2,2,21,251,31,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #Hermia_MND #Lysander_MND #Titania_MND
2,2,22,105,18,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #Hermia_MND #Lysander_MND #RobinGoodfellow_MND #Titania_MND
2,2,23,34,4,#Demetrius_MND #FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #Helena_MND #Hermia_MND #Lysander_MND #Titania_MND
2,2,24,377,48,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #Helena_MND #Hermia_MND #Lysander_MND #Titania_MND
2,2,25,79,10,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #Hermia_MND #Lysander_MND #Titania_MND
2,2,26,96,12,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #Hermia_MND #Titania_MND
3,1,27,590,75,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND
3,1,28,74,11,#Bottom_MND #Flute_MND #Quince_MND #RobinGoodfellow_MND #Snout_MND #Snug_MND #Starveling_MND
3,1,29,7,1,#Flute_MND #Quince_MND #RobinGoodfellow_MND #Snout_MND #Snug_MND #Starveling_MND
3,1,30,114,16,#Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND
3,1,31,22,3,#Bottom_MND #Flute_MND #Quince_MND #RobinGoodfellow_MND #Snout_MND #Snug_MND #Starveling_MND
3,1,32,52,7,#Bottom_MND #RobinGoodfellow_MND
3,1,33,15,2,#Bottom_MND
3,1,34,24,4,#Bottom_MND #Snout_MND
3,1,35,8,2,#Bottom_MND #Quince_MND
3,1,36,71,9,#Bottom_MND
3,1,37,263,34,#Bottom_MND #Titania_MND
