node,node_type
#ATTENDANTS.ENGLISH_Jn,character
#ATTENDANTS.FRENCH_Jn,character
#ATTENDANTS_Jn,character
#Arthur_Jn,character
#Austria_Jn,character
#Bastard_Jn,character
#Bigot_Jn,character
#Blanche_Jn,character
#CITIZENS.0.1_Jn,character
#CITIZENS_Jn,character
#Chatillion_Jn,character
#Constance_Jn,character
#Dauphin_Jn,character
#EXECUTIONERS.0.1_Jn,character
#EXECUTIONERS_Jn,character
#Essex_Jn,character
#Gurney_Jn,character
#HERALDS.ENGLISH_Jn,character
#HERALDS.FRENCH_Jn,character
#Hubert_Jn,character
#KingJohn_Jn,character
#KingPhilip_Jn,character
#LadyFaulconbridge_Jn,character
#MESSENGERS.ENGLISH.1_Jn,character
#MESSENGERS.FRENCH.1_Jn,character
#Melun_Jn,character
#Pandulph_Jn,character
#Pembroke_Jn,character
#Peter_Jn,character
#PrinceHenry_Jn,character
#QueenEleanor_Jn,character
#RobertFaulconbridge_Jn,character
#SOLDIERS.1_Jn,character
#SOLDIERS.ENGLISH_Jn,character
#SOLDIERS.FRENCH_Jn,character
#Salisbury_Jn,character
#Sheriff_Jn,character
1.01,text_unit
2.01,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
5.05,text_unit
5.06,text_unit
5.07,text_unit
