source,target,n_lines,n_tokens,edge_type
#Archbishop_1H4,4.04.0070,34,258,active
#Bardolph_1H4,2.02.0020,1,2,active
#Bardolph_1H4,2.02.0022,1,1,active
#Bardolph_1H4,2.04.0038,4,22,active
#Bardolph_1H4,2.04.0040,10,77,active
#Bardolph_1H4,2.04.0042,2,16,active
#Bardolph_1H4,3.03.0053,8,51,active
#Bardolph_1H4,3.03.0055,2,12,active
#Bardolph_1H4,3.03.0056,2,5,active
#Bardolph_1H4,4.02.0063,3,15,active
#Bedford_H5,5.04.0087,3,25,active
#Bedford_H5,5.04.0096,3,25,active
#Bedford_H5,5.05.0099,2,14,active
#Blunt_1H4,1.03.0007,7,54,active
#Blunt_1H4,3.02.0052,7,54,active
#Blunt_1H4,4.03.0069,20,146,active
#Blunt_1H4,5.03.0082,7,45,active
#Chamberlain_1H4,2.01.0015,19,149,active
#DRAWERS.Francis_1H4,2.04.0032,16,80,active
#DRAWERS.Francis_1H4,2.04.0036,1,3,active
#Douglas_1H4,4.01.0060,3,19,active
#Douglas_1H4,4.01.0061,6,50,active
#Douglas_1H4,4.01.0062,3,28,active
#Douglas_1H4,4.03.0068,4,22,active
#Douglas_1H4,5.02.0077,2,13,active
#Douglas_1H4,5.02.0079,4,31,active
#Douglas_1H4,5.03.0082,7,56,active
#Douglas_1H4,5.03.0083,8,60,active
#Douglas_1H4,5.04.0089,8,62,active
#Falstaff_1H4,1.02.0002,65,548,active
#Falstaff_1H4,1.02.0003,22,160,active
#Falstaff_1H4,2.02.0017,2,9,active
#Falstaff_1H4,2.02.0018,21,189,active
#Falstaff_1H4,2.02.0019,14,114,active
#Falstaff_1H4,2.02.0020,9,49,active
#Falstaff_1H4,2.02.0021,2,15,active
#Falstaff_1H4,2.02.0022,10,59,active
#Falstaff_1H4,2.02.0024,5,38,active
#Falstaff_1H4,2.04.0038,112,933,active
#Falstaff_1H4,2.04.0039,4,27,active
#Falstaff_1H4,2.04.0041,111,943,active
#Falstaff_1H4,2.04.0042,2,18,active
#Falstaff_1H4,2.04.0043,10,81,active
#Falstaff_1H4,3.03.0053,46,420,active
#Falstaff_1H4,3.03.0054,20,159,active
#Falstaff_1H4,3.03.0055,41,315,active
#Falstaff_1H4,3.03.0056,13,94,active
#Falstaff_1H4,3.03.0059,3,17,active
#Falstaff_1H4,4.02.0063,7,56,active
#Falstaff_1H4,4.02.0064,39,350,active
#Falstaff_1H4,4.02.0065,13,98,active
#Falstaff_1H4,4.02.0066,1,5,active
#Falstaff_1H4,4.02.0067,4,22,active
#Falstaff_1H4,5.01.0072,1,9,active
#Falstaff_1H4,5.01.0074,3,26,active
#Falstaff_1H4,5.01.0075,15,151,active
#Falstaff_1H4,5.03.0084,10,93,active
#Falstaff_1H4,5.03.0085,9,65,active
#Falstaff_1H4,5.03.0086,6,62,active
#Falstaff_1H4,5.04.0093,2,18,active
#Falstaff_1H4,5.04.0095,19,182,active
#Falstaff_1H4,5.04.0096,15,149,active
#Falstaff_1H4,5.04.0097,4,36,active
