act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Clifford_3H6,144,18,1111,143
1,1,#EdwardIV_3H6,37,5,1666,214
1,1,#Exeter_3H6,98,14,1796,232
1,1,#HenryVI_1H6,600,76,1796,232
1,1,#Montague_3H6,41,5,1666,214
1,1,#Norfolk_3H6,26,3,1666,214
1,1,#Northumberland_3H6,101,13,1111,143
1,1,#PrinceEdward_3H6,31,4,428,56
1,1,#QueenMargaret_1H6,342,43,428,56
1,1,#RichardIII_R3,55,7,1666,214
1,1,#Warwick_2H6,350,45,1666,214
1,1,#Westmorland_3H6,85,11,1111,143
1,1,#York_1H6,277,37,1666,214
1,2,#EdwardIV_3H6,75,9,595,76
1,2,#JohnMortimer_3H6,10,1,115,14
1,2,#MESSENGERS.X.1_3H6,32,4,42,5
1,2,#Montague_3H6,25,3,480,62
1,2,#RichardIII_R3,169,21,595,76
1,2,#York_1H6,284,38,573,73
1,3,#Clifford_3H6,189,26,400,52
1,3,#Rutland_3H6,196,24,409,53
1,3,#Tutor_3H6,24,3,67,9
1,4,#Clifford_3H6,105,13,1256,160
1,4,#Northumberland_3H6,127,15,1256,160
1,4,#QueenMargaret_1H6,440,54,1256,160
1,4,#York_1H6,797,104,1469,186
2,1,#EdwardIV_3H6,324,40,1671,211
2,1,#MESSENGERS.X.2_3H6,162,21,197,25
2,1,#MESSENGERS.X.3_3H6,24,3,36,5
2,1,#RichardIII_R3,537,67,1671,211
2,1,#Warwick_2H6,624,80,915,115
2,2,#Clarence_3H6,59,7,775,100
2,2,#Clifford_3H6,363,46,1406,181
2,2,#EdwardIV_3H6,309,38,775,100
2,2,#HenryVI_1H6,187,24,1406,181
2,2,#MESSENGERS.X.4_3H6,46,6,46,6
2,2,#Northumberland_3H6,16,2,1406,181
2,2,#PrinceEdward_3H6,64,9,1406,181
2,2,#QueenMargaret_1H6,165,23,1406,181
2,2,#RichardIII_R3,154,21,775,100
2,2,#Warwick_2H6,43,5,775,100
2,3,#Clarence_3H6,90,11,400,49
2,3,#EdwardIV_3H6,129,15,416,51
2,3,#RichardIII_R3,101,13,349,43
2,3,#Warwick_2H6,137,17,457,56
2,4,#Clifford_3H6,56,7,87,11
2,4,#RichardIII_R3,47,6,103,13
2,5,#Exeter_3H6,21,3,115,15
2,5,#Father_3H6,218,27,355,44
2,5,#HenryVI_1H6,617,78,1116,139
2,5,#PrinceEdward_3H6,24,3,115,15
2,5,#QueenMargaret_1H6,46,6,115,15
2,5,#Son_3H6,190,22,482,59
2,6,#Clarence_3H6,24,3,643,82
2,6,#Clifford_3H6,235,29,878,111
2,6,#EdwardIV_3H6,177,22,643,82
2,6,#RichardIII_R3,200,25,643,82
2,6,#Warwick_2H6,242,32,643,82
3,1,#GAMEKEEPERS.1_3H6,147,17,853,100
3,1,#GAMEKEEPERS.2_3H6,123,14,853,100
3,1,#HenryVI_1H6,583,69,747,88
3,2,#ATTENDANTS.EDWARD.1_3H6,16,2,24,3
3,2,#Clarence_3H6,67,8,1039,125
3,2,#EdwardIV_3H6,481,57,1039,125
3,2,#QueenElizabeth_3H6,301,37,1039,125
3,2,#RichardIII_R3,748,93,1613,197
3,3,#KingLewis_3H6,516,69,2008,266
