act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Alcibiades_Tim,14,2,70,12
1,1,#Apemantus_Tim,340,54,591,103
1,1,#Jeweler_Tim,78,12,1867,291
1,1,#LORDS.0.1_Tim,42,8,183,28
1,1,#LORDS.0.2_Tim,72,11,160,24
1,1,#MESSENGERS.X.1_Tim,43,7,122,17
1,1,#MESSENGERS.X.2_Tim,9,2,20,4
1,1,#Merchant_Tim,63,11,1867,291
1,1,#OldMan_Tim,207,29,334,49
1,1,#Painter_Tim,178,32,1867,291
1,1,#Poet_Tim,538,78,1867,291
1,1,#SERVANTS.TIMON.Lucilius_Tim,35,5,456,66
1,1,#Timon_Tim,431,68,1134,181
1,2,#ATTENDANTS.TIMON.0.1_Tim,5,1,684,96
1,2,#Alcibiades_Tim,40,6,1809,246
1,2,#Apemantus_Tim,602,81,1971,267
1,2,#Cupid_Tim,47,6,261,36
1,2,#FRIENDS.Lucius_Tim,12,2,1809,246
1,2,#FRIENDS.Ventidius_Tim,63,10,1809,246
1,2,#Flavius_Tim,191,25,1584,213
1,2,#LADIES.0.1_Tim,9,1,787,112
1,2,#LADIES_Tim,4,1,194,27
1,2,#LORDS.0.1_Tim,76,11,1819,246
1,2,#LORDS.0.2_Tim,43,7,1533,211
1,2,#LORDS.0.3_Tim,20,3,1063,152
1,2,#LORDS_Tim,4,1,1809,246
1,2,#SERVANTS.TIMON.1_Tim,16,2,20,3
1,2,#SERVANTS.TIMON.2_Tim,22,3,33,5
1,2,#SERVANTS.TIMON.3_Tim,26,4,43,7
1,2,#SERVANTS.TIMON.X.1_Tim,28,4,41,7
1,2,#Timon_Tim,779,103,1941,263
2,1,#SENATORS.X_Tim,281,35,293,38
2,1,#SERVANTS.Caphis_Tim,12,3,178,24
2,2,#Apemantus_Tim,171,29,484,78
2,2,#Flavius_Tim,579,80,1263,185
2,2,#Fool_Tim,181,23,484,78
2,2,#SERVANTS.Caphis_Tim,139,24,764,127
2,2,#SERVANTS.ISIDORE.1_Tim,64,15,764,127
2,2,#SERVANTS.Page_Tim,48,7,103,15
2,2,#SERVANTS.TIMON.Flaminius_Tim,10,2,62,9
2,2,#SERVANTS.TIMON.Servilius_Tim,4,1,62,9
2,2,#SERVANTS.TIMON.X.2_Tim,4,1,62,9
2,2,#SERVANTS.VARRO.1_Tim,78,18,764,127
2,2,#Timon_Tim,509,76,1132,165
3,1,#FRIENDS.Lucullus_Tim,282,37,368,50
3,1,#SERVANTS.LUCULLUS.1_Tim,23,4,119,18
3,1,#SERVANTS.TIMON.Flaminius_Tim,187,26,492,67
3,2,#FRIENDS.Lucius_Tim,341,42,509,66
3,2,#SERVANTS.TIMON.Servilius_Tim,79,13,306,40
3,2,#STRANGERS.1_Tim,230,31,702,94
3,2,#STRANGERS.2_Tim,48,7,702,94
3,2,#STRANGERS.3_Tim,4,1,702,94
3,3,#FRIENDS.Sempronius_Tim,212,25,229,28
3,3,#SERVANTS.TIMON.X.2_Tim,148,19,360,44
3,4,#Flavius_Tim,131,21,240,37
3,4,#SERVANTS.Hortensius_Tim,70,11,719,115
3,4,#SERVANTS.LUCIUS.1_Tim,193,33,719,115
3,4,#SERVANTS.Philotus_Tim,34,6,681,107
3,4,#SERVANTS.TIMON.Flaminius_Tim,23,4,287,50
3,4,#SERVANTS.TIMON.Servilius_Tim,46,6,242,39
3,4,#SERVANTS.Titus_Tim,89,15,719,115
3,4,#SERVANTS.VARRO.1_Tim,44,8,719,115
3,4,#SERVANTS.VARRO.2_Tim,40,7,719,115
3,4,#Timon_Tim,147,21,214,39
3,5,#Alcibiades_Tim,607,80,901,125
3,5,#SENATORS.0.1_Tim,219,33,901,125
3,5,#SENATORS.0.2_Tim,74,11,878,122
3,5,#SENATORS.0.3_Tim,1,1,205,29
3,6,#FRIENDS.0.1_Tim,174,26,838,126
3,6,#FRIENDS.0.2_Tim,171,29,830,125
3,6,#FRIENDS.0.3_Tim,57,11,500,76
3,6,#FRIENDS.0.4_Tim,18,3,72,12
3,6,#FRIENDS.0_Tim,8,2,225,39
3,6,#Timon_Tim,412,56,575,86
4,1,#Timon_Tim,305,41,305,41
4,2,#Flavius_Tim,267,35,412,56
4,2,#SERVANTS.TIMON.0.1_Tim,41,6,412,56
4,2,#SERVANTS.TIMON.0.2_Tim,57,9,348,47
4,2,#SERVANTS.TIMON.0.3_Tim,47,6,284,37
4,3,#Alcibiades_Tim,213,32,1035,147
4,3,#Apemantus_Tim,646,95,1571,226
4,3,#BANDITS.1_Tim,105,15,467,66
4,3,#BANDITS.2_Tim,50,10,467,66
4,3,#BANDITS.3_Tim,61,10,467,66
