act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
0,1,#HUNTSMEN.0.1_Shr,38,5,70,9
0,1,#HUNTSMEN.0.2_Shr,29,3,845,112
0,1,#HUNTSMEN.0.3_Shr,36,4,759,101
0,1,#Hostess_Shr,26,5,73,12
0,1,#Lord_Shr,822,110,973,129
0,1,#PLAYERS.0.1_Shr,24,3,440,58
0,1,#PLAYERS.0.2_Shr,8,1,393,52
0,1,#PLAYERS_Shr,4,1,194,26
0,1,#SERVANTS.LORD.0.1_Shr,12,2,215,30
0,1,#Sly_Shr,69,10,569,76
0,2,#Lord_Shr,237,32,1162,147
0,2,#Messenger_Shr,61,9,68,10
0,2,#Page_Shr,117,15,342,47
0,2,#SERVANTS.LORD.0.1_Shr,120,15,1154,146
0,2,#SERVANTS.LORD.0.2_Shr,103,12,1144,145
0,2,#SERVANTS.LORD.0.3_Shr,99,12,1135,144
0,2,#SERVANTS.LORD_Shr,1,1,1162,147
0,2,#Sly_Shr,425,52,1162,147
1,1,#Baptista_Shr,169,23,419,58
1,1,#Bianca_Shr,29,4,347,48
1,1,#Biondello_Shr,42,5,229,32
1,1,#Gremio_Shr,212,26,794,102
1,1,#Hortensio_Shr,216,28,794,102
1,1,#Katherine_Shr,108,12,450,61
1,1,#Lucentio_Shr,691,93,1949,258
1,1,#Page_Shr,5,1,17,3
1,1,#SERVANTS.LORD.0.1_Shr,10,1,43,6
1,1,#Sly_Shr,28,4,33,5
1,1,#Tranio_Shr,482,67,1949,258
1,2,#Biondello_Shr,19,3,525,67
1,2,#Gremio_Shr,298,39,1139,148
1,2,#Grumio_Shr,413,48,2243,288
1,2,#Hortensio_Shr,583,79,2092,267
1,2,#Lucentio_Shr,53,7,1139,148
1,2,#Petruchio_Shr,614,79,2243,288
1,2,#Tranio_Shr,270,34,525,67
2,1,#Baptista_Shr,558,78,2129,283
2,1,#Bianca_Shr,133,16,248,33
2,1,#Gremio_Shr,430,59,2038,269
2,1,#Hortensio_Shr,125,16,780,104
2,1,#Katherine_Shr,392,54,1452,193
2,1,#Petruchio_Shr,1304,164,2297,302
2,1,#Tranio_Shr,370,49,2107,277
3,1,#Bianca_Shr,259,33,646,89
3,1,#Hortensio_Shr,220,30,698,95
3,1,#Lucentio_Shr,196,29,646,89
3,1,#SERVANTS.BAPTISTA.1_Shr,23,3,40,5
3,2,#Baptista_Shr,254,38,1502,205
3,2,#Bianca_Shr,7,1,1502,205
3,2,#Biondello_Shr,320,44,719,100
3,2,#Gremio_Shr,279,34,1792,240
3,2,#Grumio_Shr,11,2,749,101
3,2,#Katherine_Shr,235,30,657,87
3,2,#Lucentio_Shr,45,6,1941,261
3,2,#Petruchio_Shr,485,64,749,101
3,2,#Tranio_Shr,305,42,1941,261
4,1,#Curtis_Shr,170,28,905,128
4,1,#Grumio_Shr,733,91,1028,141
4,1,#Katherine_Shr,25,3,470,67
4,1,#Petruchio_Shr,575,77,674,91
4,1,#SERVANTS.PETRUCHIO.0.4_Shr,1,1,416,54
4,1,#SERVANTS.PETRUCHIO.Joseph_Shr,7,2,221,34
4,1,#SERVANTS.PETRUCHIO.Nathaniel_Shr,27,6,282,43
4,1,#SERVANTS.PETRUCHIO.Nicholas_Shr,7,2,221,34
4,1,#SERVANTS.PETRUCHIO.Peter_Shr,13,3,490,74
4,1,#SERVANTS.PETRUCHIO.Phillip_Shr,8,2,221,34
4,2,#Bianca_Shr,43,6,514,69
4,2,#Biondello_Shr,61,9,492,66
4,2,#Hortensio_Shr,202,25,344,43
4,2,#Lucentio_Shr,37,5,514,69
4,2,#Merchant_Shr,111,15,396,52
4,2,#Tranio_Shr,498,66,952,126
4,3,#Grumio_Shr,297,36,1564,203
4,3,#Haberdasher_Shr,8,1,208,25
4,3,#Hortensio_Shr,72,11,1276,168
4,3,#Katherine_Shr,367,46,1564,203
4,3,#Petruchio_Shr,709,92,1276,168
4,3,#Tailor_Shr,111,17,837,111
4,4,#Baptista_Shr,148,20,425,55
4,4,#Biondello_Shr,212,30,702,98
4,4,#Lucentio_Shr,63,12,621,87
4,4,#Merchant_Shr,155,22,553,73
4,4,#Tranio_Shr,217,27,553,73
4,5,#Hortensio_Shr,62,8,636,84
4,5,#Katherine_Shr,181,22,611,81
4,5,#Petruchio_Shr,326,45,611,81
4,5,#Vincentio_Shr,67,9,380,52
5,1,#Baptista_Shr,77,12,530,77
5,1,#Bianca_Shr,8,2,234,36
5,1,#Biondello_Shr,128,18,171,26
5,1,#Gremio_Shr,87,11,956,144
5,1,#Katherine_Shr,37,6,978,148
5,1,#Lucentio_Shr,101,16,234,36
5,1,#Merchant_Shr,111,21,621,95
5,1,#Petruchio_Shr,132,19,978,148
5,1,#Tranio_Shr,86,13,347,49
5,1,#Vincentio_Shr,264,38,864,131
5,2,#Baptista_Shr,83,12,1491,206
