source,target,key,n_lines,n_tokens,edge_index,edge_type
#Gower_Per,1.00.0001,0,42,281,1,active
#Antiochus_Per,1.01.0002,0,2,16,2,active
1.01.0002,#FOLLOWERS.ANTIOCHUS_Per,0,2,16,2,passive
1.01.0002,#Pericles_Per,0,2,16,2,passive
#Pericles_Per,1.01.0002,0,3,21,3,active
1.01.0002,#Antiochus_Per,0,3,21,3,passive
1.01.0002,#FOLLOWERS.ANTIOCHUS_Per,1,3,21,3,passive
#Antiochus_Per,1.01.0002,1,7,44,4,active
1.01.0002,#FOLLOWERS.ANTIOCHUS_Per,2,7,44,4,passive
1.01.0002,#Pericles_Per,1,7,44,4,passive
#Pericles_Per,1.01.0003,0,13,100,5,active
1.01.0003,#Antiochus_Per,0,13,100,5,passive
1.01.0003,#Daughter_Per,0,13,100,5,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,0,13,100,5,passive
#Antiochus_Per,1.01.0003,0,1,2,6,active
1.01.0003,#Daughter_Per,1,1,2,6,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,1,1,2,6,passive
1.01.0003,#Pericles_Per,0,1,2,6,passive
#Pericles_Per,1.01.0003,1,1,7,7,active
1.01.0003,#Antiochus_Per,1,1,7,7,passive
1.01.0003,#Daughter_Per,2,1,7,7,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,2,1,7,7,passive
#Antiochus_Per,1.01.0003,1,14,104,8,active
1.01.0003,#Daughter_Per,3,14,104,8,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,3,14,104,8,passive
1.01.0003,#Pericles_Per,1,14,104,8,passive
#Pericles_Per,1.01.0003,2,16,123,9,active
1.01.0003,#Antiochus_Per,2,16,123,9,passive
1.01.0003,#Daughter_Per,4,16,123,9,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,4,16,123,9,passive
#Antiochus_Per,1.01.0003,2,3,21,10,active
1.01.0003,#Daughter_Per,5,3,21,10,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,5,3,21,10,passive
1.01.0003,#Pericles_Per,2,3,21,10,passive
#Daughter_Per,1.01.0003,0,2,16,11,active
1.01.0003,#Antiochus_Per,3,2,16,11,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,6,2,16,11,passive
1.01.0003,#Pericles_Per,3,2,16,11,passive
#Pericles_Per,1.01.0003,3,27,204,12,active
1.01.0003,#Antiochus_Per,4,27,204,12,passive
1.01.0003,#Daughter_Per,6,27,204,12,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,7,27,204,12,passive
#Antiochus_Per,1.01.0003,3,4,29,13,active
1.01.0003,#Daughter_Per,7,4,29,13,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,8,4,29,13,passive
1.01.0003,#Pericles_Per,4,4,29,13,passive
#Pericles_Per,1.01.0003,4,20,165,14,active
1.01.0003,#Antiochus_Per,5,20,165,14,passive
1.01.0003,#Daughter_Per,8,20,165,14,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,9,20,165,14,passive
#Antiochus_Per,1.01.0003,4,13,95,15,active
1.01.0003,#Daughter_Per,9,13,95,15,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,10,13,95,15,passive
1.01.0003,#Pericles_Per,5,13,95,15,passive
#Pericles_Per,1.01.0004,0,22,181,16,active
#Antiochus_Per,1.01.0005,0,8,54,17,active
#Thaliard_Per,1.01.0006,0,1,4,18,active
1.01.0006,#Antiochus_Per,0,1,4,18,passive
#Antiochus_Per,1.01.0006,0,9,60,19,active
1.01.0006,#Thaliard_Per,0,9,60,19,passive
#Thaliard_Per,1.01.0006,1,1,4,20,active
1.01.0006,#Antiochus_Per,1,1,4,20,passive
#Antiochus_Per,1.01.0006,1,1,1,21,active
1.01.0006,#Thaliard_Per,1,1,1,21,passive
#Antiochus_Per,1.01.0007,0,1,8,22,active
1.01.0007,#MESSENGERS.ANTIOCH.1_Per,0,1,8,22,passive
1.01.0007,#Thaliard_Per,0,1,8,22,passive
#MESSENGERS.ANTIOCH.1_Per,1.01.0007,0,1,6,23,active
1.01.0007,#Antiochus_Per,0,1,6,23,passive
1.01.0007,#Thaliard_Per,1,1,6,23,passive
#Antiochus_Per,1.01.0008,0,5,34,24,active
1.01.0008,#Thaliard_Per,0,5,34,24,passive
#Thaliard_Per,1.01.0008,0,3,21,25,active
1.01.0008,#Antiochus_Per,0,3,21,25,passive
#Antiochus_Per,1.01.0008,1,2,15,26,active
1.01.0008,#Thaliard_Per,1,2,15,26,passive
#Pericles_Per,1.02.0009,0,1,4,27,active
1.02.0009,#ATTENDANTS.PERICLES.1_Per,0,1,4,27,passive
#Pericles_Per,1.02.0010,0,36,276,28,active
#LORDS.TYRE.0.1_Per,1.02.0011,0,1,8,29,active
1.02.0011,#Helicanus_Per,0,1,8,29,passive
1.02.0011,#LORDS.TYRE_Per,0,1,8,29,passive
1.02.0011,#Pericles_Per,0,1,8,29,passive
#LORDS.TYRE.0.2_Per,1.02.0012,0,2,12,30,active
1.02.0012,#Helicanus_Per,0,2,12,30,passive
1.02.0012,#LORDS.TYRE.0.1_Per,0,2,12,30,passive
1.02.0012,#LORDS.TYRE_Per,0,2,12,30,passive
1.02.0012,#Pericles_Per,0,2,12,30,passive
#Helicanus_Per,1.02.0012,0,11,88,31,active
1.02.0012,#LORDS.TYRE.0.1_Per,1,11,88,31,passive
1.02.0012,#LORDS.TYRE.0.2_Per,0,11,88,31,passive
1.02.0012,#LORDS.TYRE_Per,1,11,88,31,passive
1.02.0012,#Pericles_Per,1,11,88,31,passive
#Pericles_Per,1.02.0012,0,3,22,32,active
1.02.0012,#Helicanus_Per,1,3,22,32,passive
1.02.0012,#LORDS.TYRE.0.1_Per,2,3,22,32,passive
1.02.0012,#LORDS.TYRE.0.2_Per,1,3,22,32,passive
1.02.0012,#LORDS.TYRE_Per,2,3,22,32,passive
#Pericles_Per,1.02.0013,0,2,11,33,active
1.02.0013,#Helicanus_Per,0,2,11,33,passive
1.02.0013,#LORDS.TYRE.0.1_Per,0,2,11,33,passive
1.02.0013,#LORDS.TYRE.0.2_Per,0,2,11,33,passive
#Helicanus_Per,1.02.0013,0,1,5,34,active
1.02.0013,#LORDS.TYRE.0.1_Per,1,1,5,34,passive
1.02.0013,#LORDS.TYRE.0.2_Per,1,1,5,34,passive
1.02.0013,#Pericles_Per,0,1,5,34,passive
#Pericles_Per,1.02.0013,1,2,18,35,active
1.02.0013,#Helicanus_Per,1,2,18,35,passive
1.02.0013,#LORDS.TYRE.0.1_Per,2,2,18,35,passive
1.02.0013,#LORDS.TYRE.0.2_Per,2,2,18,35,passive
#Helicanus_Per,1.02.0013,1,2,14,36,active
1.02.0013,#LORDS.TYRE.0.1_Per,3,2,14,36,passive
1.02.0013,#LORDS.TYRE.0.2_Per,3,2,14,36,passive
1.02.0013,#Pericles_Per,1,2,14,36,passive
#Pericles_Per,1.02.0013,2,1,11,37,active
1.02.0013,#Helicanus_Per,2,1,11,37,passive
1.02.0013,#LORDS.TYRE.0.1_Per,4,1,11,37,passive
1.02.0013,#LORDS.TYRE.0.2_Per,4,1,11,37,passive
#Helicanus_Per,1.02.0013,2,2,12,38,active
1.02.0013,#LORDS.TYRE.0.1_Per,5,2,12,38,passive
1.02.0013,#LORDS.TYRE.0.2_Per,5,2,12,38,passive
1.02.0013,#Pericles_Per,2,2,12,38,passive
#Pericles_Per,1.02.0013,3,7,49,39,active
1.02.0013,#Helicanus_Per,3,7,49,39,passive
1.02.0013,#LORDS.TYRE.0.1_Per,6,7,49,39,passive
1.02.0013,#LORDS.TYRE.0.2_Per,6,7,49,39,passive
#Helicanus_Per,1.02.0013,3,2,13,40,active
1.02.0013,#LORDS.TYRE.0.1_Per,7,2,13,40,passive
1.02.0013,#LORDS.TYRE.0.2_Per,7,2,13,40,passive
1.02.0013,#Pericles_Per,3,2,13,40,passive
#Pericles_Per,1.02.0013,4,30,237,41,active
1.02.0013,#Helicanus_Per,4,30,237,41,passive
1.02.0013,#LORDS.TYRE.0.1_Per,8,30,237,41,passive
1.02.0013,#LORDS.TYRE.0.2_Per,8,30,237,41,passive
#Helicanus_Per,1.02.0013,4,1,2,42,active
1.02.0013,#LORDS.TYRE.0.1_Per,9,1,2,42,passive
1.02.0013,#LORDS.TYRE.0.2_Per,9,1,2,42,passive
1.02.0013,#Pericles_Per,4,1,2,42,passive
#Pericles_Per,1.02.0013,5,5,42,43,active
1.02.0013,#Helicanus_Per,5,5,42,43,passive
1.02.0013,#LORDS.TYRE.0.1_Per,10,5,42,43,passive
