source,target,n_lines,n_tokens,edge_type
#Arthur_Jn,2.01.0009,6,47,active
#Arthur_Jn,2.01.0011,3,24,active
#Arthur_Jn,3.01.0018,1,7,active
#Arthur_Jn,3.03.0024,1,9,active
#Arthur_Jn,4.01.0033,54,427,active
#Arthur_Jn,4.01.0034,11,92,active
#Arthur_Jn,4.01.0035,37,282,active
#Arthur_Jn,4.03.0045,10,89,active
#Austria_Jn,2.01.0009,15,118,active
#Austria_Jn,2.01.0010,4,26,active
#Austria_Jn,2.01.0011,4,21,active
#Austria_Jn,2.01.0012,1,3,active
#Austria_Jn,2.01.0015,3,22,active
#Austria_Jn,3.01.0019,3,22,active
#Austria_Jn,3.01.0020,5,27,active
#Bastard_Jn,1.01.0005,64,536,active
#Bastard_Jn,1.01.0006,35,258,active
#Bastard_Jn,1.01.0007,11,87,active
#Bastard_Jn,1.01.0008,34,282,active
#Bastard_Jn,2.01.0011,11,91,active
#Bastard_Jn,2.01.0012,12,71,active
#Bastard_Jn,2.01.0015,68,491,active
#Bastard_Jn,2.01.0017,39,285,active
#Bastard_Jn,3.01.0019,2,16,active
#Bastard_Jn,3.01.0020,7,53,active
#Bastard_Jn,3.02.0022,4,27,active
#Bastard_Jn,3.02.0023,4,29,active
#Bastard_Jn,3.03.0024,5,42,active
#Bastard_Jn,4.02.0040,14,110,active
#Bastard_Jn,4.02.0041,8,58,active
#Bastard_Jn,4.03.0047,9,72,active
#Bastard_Jn,4.03.0048,8,67,active
#Bastard_Jn,4.03.0049,40,314,active
#Bastard_Jn,5.01.0052,44,331,active
#Bastard_Jn,5.02.0055,53,408,active
#Bastard_Jn,5.06.0062,21,158,active
#Bastard_Jn,5.07.0067,40,301,active
#Bigot_Jn,4.03.0046,1,7,active
#Bigot_Jn,4.03.0047,3,22,active
#Bigot_Jn,4.03.0048,5,30,active
#Blanche_Jn,2.01.0011,2,16,active
#Blanche_Jn,2.01.0015,14,110,active
#Blanche_Jn,3.01.0020,27,206,active
#CITIZENS.0.1_Jn,2.01.0012,8,73,active
#CITIZENS.0.1_Jn,2.01.0014,11,72,active
#CITIZENS.0.1_Jn,2.01.0015,48,372,active
#Chatillion_Jn,1.01.0001,16,109,active
#Chatillion_Jn,2.01.0010,25,187,active
#Constance_Jn,2.01.0009,9,74,active
#Constance_Jn,2.01.0011,41,304,active
#Constance_Jn,3.01.0018,70,559,active
#Constance_Jn,3.01.0019,46,348,active
#Constance_Jn,3.01.0020,30,232,active
#Constance_Jn,3.04.0027,74,596,active
#Dauphin_Jn,2.01.0009,12,86,active
#Dauphin_Jn,2.01.0011,5,40,active
#Dauphin_Jn,2.01.0015,11,87,active
#Dauphin_Jn,3.01.0020,8,53,active
#Dauphin_Jn,3.04.0026,5,39,active
#Dauphin_Jn,3.04.0029,14,109,active
#Dauphin_Jn,5.02.0053,32,236,active
#Dauphin_Jn,5.02.0054,43,344,active
#Dauphin_Jn,5.02.0055,8,64,active
#Dauphin_Jn,5.05.0060,9,64,active
#Dauphin_Jn,5.05.0061,9,72,active
#EXECUTIONERS.0.1_Jn,4.01.0031,1,9,active
#EXECUTIONERS.0.1_Jn,4.01.0034,1,10,active
#Essex_Jn,1.01.0003,3,25,active
#Gurney_Jn,1.01.0007,1,4,active
#HERALDS.ENGLISH_Jn,2.01.0014,13,101,active
#HERALDS.FRENCH_Jn,2.01.0013,12,87,active
#Hubert_Jn,3.03.0025,8,48,active
#Hubert_Jn,4.01.0030,5,44,active
#Hubert_Jn,4.01.0031,1,8,active
#Hubert_Jn,4.01.0032,1,10,active
#Hubert_Jn,4.01.0033,17,104,active
#Hubert_Jn,4.01.0034,3,24,active
#Hubert_Jn,4.01.0035,17,125,active
#Hubert_Jn,4.02.0044,35,260,active
#Hubert_Jn,4.03.0048,18,140,active
#Hubert_Jn,4.03.0049,7,44,active
#Hubert_Jn,5.03.0056,1,7,active
#Hubert_Jn,5.06.0062,27,196,active
#KingJohn_Jn,1.01.0001,13,100,active
#KingJohn_Jn,1.01.0002,1,8,active
#KingJohn_Jn,1.01.0003,1,3,active
#KingJohn_Jn,1.01.0004,2,10,active
#KingJohn_Jn,1.01.0005,35,253,active
#KingJohn_Jn,2.01.0011,15,104,active
#KingJohn_Jn,2.01.0012,42,306,active
#KingJohn_Jn,2.01.0015,44,323,active
#KingJohn_Jn,2.01.0016,7,40,active
#KingJohn_Jn,3.01.0019,1,8,active
#KingJohn_Jn,3.01.0020,28,212,active
#KingJohn_Jn,3.01.0021,5,39,active
#KingJohn_Jn,3.02.0023,3,18,active
#KingJohn_Jn,3.03.0024,11,78,active
#KingJohn_Jn,3.03.0025,55,402,active
#KingJohn_Jn,4.02.0036,11,85,active
#KingJohn_Jn,4.02.0037,8,61,active
#KingJohn_Jn,4.02.0038,3,21,active
#KingJohn_Jn,4.02.0039,16,121,active
#KingJohn_Jn,4.02.0040,13,98,active
#KingJohn_Jn,4.02.0041,12,77,active
#KingJohn_Jn,4.02.0042,5,25,active
#KingJohn_Jn,4.02.0043,1,3,active
#KingJohn_Jn,4.02.0044,55,430,active
#KingJohn_Jn,5.01.0050,14,92,active
#KingJohn_Jn,5.01.0051,5,41,active
#KingJohn_Jn,5.01.0052,8,61,active
#KingJohn_Jn,5.03.0056,3,27,active
#KingJohn_Jn,5.03.0057,5,40,active
#KingJohn_Jn,5.07.0066,20,155,active
#KingJohn_Jn,5.07.0067,8,68,active
#KingPhilip_Jn,2.01.0009,7,54,active
#KingPhilip_Jn,2.01.0010,5,32,active
#KingPhilip_Jn,2.01.0011,35,272,active
#KingPhilip_Jn,2.01.0012,40,301,active
#KingPhilip_Jn,2.01.0015,33,257,active
#KingPhilip_Jn,3.01.0019,11,84,active
#KingPhilip_Jn,3.01.0020,35,266,active
#KingPhilip_Jn,3.01.0021,3,26,active
#KingPhilip_Jn,3.04.0026,10,74,active
#KingPhilip_Jn,3.04.0027,15,103,active
#KingPhilip_Jn,3.04.0028,1,8,active
#LadyFaulconbridge_Jn,1.01.0007,5,43,active
#LadyFaulconbridge_Jn,1.01.0008,11,79,active
#MESSENGERS.ENGLISH.1_Jn,4.02.0039,13,96,active
#MESSENGERS.ENGLISH.1_Jn,4.02.0042,1,6,active
#MESSENGERS.ENGLISH.1_Jn,5.03.0057,8,62,active
#MESSENGERS.FRENCH.1_Jn,5.05.0061,6,46,active
#Melun_Jn,5.04.0059,39,308,active
#Pandulph_Jn,3.01.0020,72,531,active
#Pandulph_Jn,3.04.0026,1,8,active
#Pandulph_Jn,3.04.0027,2,15,active
#Pandulph_Jn,3.04.0029,64,519,active
#Pandulph_Jn,5.01.0050,11,80,active
#Pandulph_Jn,5.02.0054,11,85,active
#Pandulph_Jn,5.02.0055,4,26,active
#Pembroke_Jn,4.02.0036,37,284,active
#Pembroke_Jn,4.02.0037,19,164,active
#Pembroke_Jn,4.03.0046,1,7,active
#Pembroke_Jn,4.03.0047,10,72,active
#Pembroke_Jn,4.03.0048,2,13,active
#Pembroke_Jn,5.04.0058,3,24,active
#Pembroke_Jn,5.04.0059,1,5,active
#Pembroke_Jn,5.07.0064,4,28,active
#Pembroke_Jn,5.07.0065,2,13,active
#Peter_Jn,4.02.0040,1,8,active
#PrinceHenry_Jn,5.07.0063,5,37,active
#PrinceHenry_Jn,5.07.0064,1,8,active
#PrinceHenry_Jn,5.07.0065,14,98,active
#PrinceHenry_Jn,5.07.0066,3,17,active
#PrinceHenry_Jn,5.07.0067,7,61,active
#QueenEleanor_Jn,1.01.0001,1,5,active
#QueenEleanor_Jn,1.01.0002,12,96,active
#QueenEleanor_Jn,1.01.0005,17,128,active
#QueenEleanor_Jn,2.01.0011,9,70,active
#QueenEleanor_Jn,2.01.0015,13,94,active
#QueenEleanor_Jn,3.01.0020,2,16,active
