node,node_type
#ATTENDANTS.0.1_Cym,character
#ATTENDANTS.0.2_Cym,character
#ATTENDANTS.1_Cym,character
#ATTENDANTS.2_Cym,character
#ATTENDANTS.3_Cym,character
#ATTENDANTS.CLOTEN.1_Cym,character
#ATTENDANTS.CLOTEN.2_Cym,character
#ATTENDANTS_Cym,character
#Arviragus_Cym,character
#Belarius_Cym,character
#Cloten_Cym,character
#Cornelius_Cym,character
#Cymbeline_Cym,character
#Dutchman_Cym,character
#Frenchman_Cym,character
#GHOSTS.BROTHERS.1_Cym,character
#GHOSTS.BROTHERS.2_Cym,character
#GHOSTS.Father_Cym,character
#GHOSTS.Mother_Cym,character
#Guiderius_Cym,character
#Iachimo_Cym,character
#Imogen_Cym,character
#JAILERS.1_Cym,character
#JAILERS.2_Cym,character
#Jupiter_Cym,character
#LADIES.IMOGEN_Cym,character
#LADIES.QUEEN.0.1_Cym,character
#LADIES.QUEEN_Cym,character
#Lucius_Cym,character
#MESSENGERS.1_Cym,character
#MESSENGERS.2_Cym,character
#MUSICIANS_Cym,character
#Philario_Cym,character
#Pisanio_Cym,character
#Posthumus_Cym,character
#Queen_Cym,character
#SENATORS.1_Cym,character
#SENATORS.2_Cym,character
#SOLDIERS.BRITON.0.1_Cym,character
#SOLDIERS.BRITON.0.2_Cym,character
#SOLDIERS.BRITON_Cym,character
#SOLDIERS.ROMAN.0.1_Cym,character
#SOLDIERS.ROMAN_Cym,character
#Soothsayer_Cym,character
#Spaniard_Cym,character
#TRIBUNES.0.1_Cym,character
#TRIBUNES_Cym,character
1.01.0001,text_unit
1.01.0002,text_unit
1.01.0003,text_unit
1.01.0004,text_unit
1.01.0005,text_unit
1.01.0006,text_unit
1.01.0007,text_unit
1.01.0008,text_unit
1.01.0009,text_unit
1.01.0010,text_unit
1.02.0011,text_unit
1.03.0012,text_unit
1.03.0013,text_unit
1.04.0014,text_unit
1.04.0015,text_unit
1.04.0016,text_unit
1.05.0017,text_unit
1.05.0018,text_unit
1.05.0019,text_unit
1.05.0020,text_unit
1.05.0021,text_unit
1.05.0022,text_unit
1.05.0023,text_unit
1.05.0024,text_unit
1.06.0025,text_unit
1.06.0026,text_unit
1.06.0027,text_unit
2.01.0028,text_unit
2.01.0029,text_unit
2.02.0030,text_unit
2.02.0031,text_unit
2.02.0032,text_unit
2.03.0033,text_unit
2.03.0034,text_unit
2.03.0035,text_unit
2.03.0036,text_unit
2.03.0037,text_unit
2.03.0038,text_unit
2.03.0039,text_unit
2.03.0040,text_unit
2.03.0041,text_unit
2.03.0042,text_unit
2.03.0043,text_unit
2.03.0044,text_unit
2.04.0045,text_unit
2.04.0046,text_unit
2.04.0047,text_unit
2.05.0048,text_unit
3.01.0049,text_unit
3.02.0050,text_unit
3.02.0051,text_unit
3.03.0052,text_unit
3.03.0053,text_unit
3.04.0054,text_unit
3.05.0055,text_unit
3.05.0056,text_unit
3.05.0057,text_unit
3.05.0058,text_unit
3.05.0059,text_unit
3.05.0060,text_unit
3.05.0061,text_unit
3.05.0062,text_unit
3.05.0063,text_unit
3.05.0064,text_unit
3.05.0065,text_unit
3.06.0066,text_unit
3.06.0067,text_unit
3.06.0068,text_unit
3.07.0069,text_unit
3.07.0070,text_unit
4.01.0071,text_unit
4.02.0072,text_unit
4.02.0073,text_unit
4.02.0074,text_unit
4.02.0075,text_unit
4.02.0076,text_unit
4.02.0077,text_unit
4.02.0078,text_unit
4.02.0079,text_unit
4.02.0080,text_unit
4.02.0081,text_unit
4.02.0082,text_unit
4.02.0083,text_unit
4.02.0084,text_unit
4.02.0085,text_unit
4.03.0086,text_unit
4.03.0087,text_unit
4.03.0088,text_unit
4.04.0089,text_unit
5.01.0090,text_unit
5.02.0091,text_unit
5.02.0092,text_unit
5.02.0093,text_unit
5.03.0094,text_unit
5.03.0095,text_unit
5.03.0096,text_unit
5.03.0097,text_unit
5.04.0098,text_unit
5.04.0099,text_unit
5.04.0100,text_unit
5.04.0101,text_unit
5.04.0102,text_unit
5.04.0103,text_unit
5.04.0104,text_unit
5.04.0105,text_unit
5.04.0106,text_unit
5.05.0107,text_unit
5.05.0108,text_unit
5.05.0109,text_unit
