act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
0,0,1,#Prologue_Tro,#Prologue_Tro,224,31
1,1,2,#Pandarus_Tro,#Pandarus_Tro #Troilus_Tro,350,40
1,1,2,#Troilus_Tro,#Pandarus_Tro #Troilus_Tro,357,50
1,1,3,#Troilus_Tro,#Troilus_Tro,128,16
1,1,4,#Aeneas_Tro,#Aeneas_Tro #Troilus_Tro,30,5
1,1,4,#Troilus_Tro,#Aeneas_Tro #Troilus_Tro,63,9
1,2,5,#Alexander_Tro,#Alexander_Tro #Cressida_Tro,248,32
1,2,5,#Cressida_Tro,#Alexander_Tro #Cressida_Tro,45,8
1,2,6,#Alexander_Tro,#Alexander_Tro #Cressida_Tro #Pandarus_Tro,11,2
1,2,6,#Cressida_Tro,#Alexander_Tro #Cressida_Tro #Pandarus_Tro,346,56
1,2,6,#Pandarus_Tro,#Alexander_Tro #Cressida_Tro #Pandarus_Tro,649,91
1,2,7,#Cressida_Tro,#Cressida_Tro #Pandarus_Tro,171,26
1,2,7,#Pandarus_Tro,#Cressida_Tro #Pandarus_Tro,505,63
1,2,8,#Boy_Tro,#Boy_Tro #Cressida_Tro #Pandarus_Tro,16,2
1,2,8,#Pandarus_Tro,#Boy_Tro #Cressida_Tro #Pandarus_Tro,7,2
1,2,9,#Cressida_Tro,#Cressida_Tro #Pandarus_Tro,13,3
1,2,9,#Pandarus_Tro,#Cressida_Tro #Pandarus_Tro,24,3
1,2,10,#Cressida_Tro,#Cressida_Tro,112,14
1,3,11,#Agamemnon_Tro,#ATTENDANTS.GREEK_Tro #Agamemnon_Tro #Diomedes_Tro #Menelaus_Tro #Nestor_Tro #Ulysses_Tro,279,38
1,3,11,#Menelaus_Tro,#ATTENDANTS.GREEK_Tro #Agamemnon_Tro #Diomedes_Tro #Menelaus_Tro #Nestor_Tro #Ulysses_Tro,2,1
1,3,11,#Nestor_Tro,#ATTENDANTS.GREEK_Tro #Agamemnon_Tro #Diomedes_Tro #Menelaus_Tro #Nestor_Tro #Ulysses_Tro,292,41
1,3,11,#Ulysses_Tro,#ATTENDANTS.GREEK_Tro #Agamemnon_Tro #Diomedes_Tro #Menelaus_Tro #Nestor_Tro #Ulysses_Tro,1002,138
1,3,12,#Aeneas_Tro,#ATTENDANTS.GREEK_Tro #Aeneas_Tro #Agamemnon_Tro #Diomedes_Tro #Menelaus_Tro #Nestor_Tro #Trumpeter_Tro #Ulysses_Tro,444,59
1,3,12,#Agamemnon_Tro,#ATTENDANTS.GREEK_Tro #Aeneas_Tro #Agamemnon_Tro #Diomedes_Tro #Menelaus_Tro #Nestor_Tro #Trumpeter_Tro #Ulysses_Tro,202,28
1,3,12,#Nestor_Tro,#ATTENDANTS.GREEK_Tro #Aeneas_Tro #Agamemnon_Tro #Diomedes_Tro #Menelaus_Tro #Nestor_Tro #Trumpeter_Tro #Ulysses_Tro,98,11
1,3,12,#Ulysses_Tro,#ATTENDANTS.GREEK_Tro #Aeneas_Tro #Agamemnon_Tro #Diomedes_Tro #Menelaus_Tro #Nestor_Tro #Trumpeter_Tro #Ulysses_Tro,1,1
1,3,13,#Nestor_Tro,#Nestor_Tro #Ulysses_Tro,292,41
1,3,13,#Ulysses_Tro,#Nestor_Tro #Ulysses_Tro,308,41
2,1,14,#Ajax_Tro,#Ajax_Tro #Thersites_Tro,58,17
2,1,14,#Thersites_Tro,#Ajax_Tro #Thersites_Tro,280,39
2,1,15,#Achilles_Tro,#Achilles_Tro #Ajax_Tro #Patroclus_Tro #Thersites_Tro,91,19
