source,target,n_lines,n_tokens,edge_type
#ATTENDANTS.BASSANIO.Leonardo_MV,2.02.0016,1,7,active
#ATTENDANTS.BASSANIO.Leonardo_MV,2.02.0017,1,4,active
#ATTENDANTS.PORTIA.Balthazar_MV,3.04.0053,1,7,active
#ATTENDANTS.PORTIA.Stephano_MV,5.01.0070,8,54,active
#Antonio_MV,1.01.0001,13,100,active
#Antonio_MV,1.01.0002,3,24,active
#Antonio_MV,1.01.0003,4,33,active
#Antonio_MV,1.01.0004,26,207,active
#Antonio_MV,1.03.0008,37,270,active
#Antonio_MV,1.03.0009,3,26,active
#Antonio_MV,2.06.0034,6,41,active
#Antonio_MV,3.03.0050,2,11,active
#Antonio_MV,3.03.0051,17,124,active
#Antonio_MV,4.01.0058,9,62,active
#Antonio_MV,4.01.0059,19,161,active
#Antonio_MV,4.01.0061,33,251,active
#Antonio_MV,4.01.0063,2,13,active
#Antonio_MV,4.01.0064,3,21,active
#Antonio_MV,5.01.0076,12,90,active
#Arragon_MV,2.09.0039,71,496,active
#Bassanio_MV,1.01.0002,3,17,active
#Bassanio_MV,1.01.0003,1,5,active
#Bassanio_MV,1.01.0004,47,377,active
#Bassanio_MV,1.03.0007,10,53,active
#Bassanio_MV,1.03.0008,5,27,active
#Bassanio_MV,1.03.0009,1,9,active
#Bassanio_MV,2.02.0013,5,40,active
#Bassanio_MV,2.02.0014,11,85,active
#Bassanio_MV,2.02.0016,4,30,active
#Bassanio_MV,2.02.0018,19,122,active
#Bassanio_MV,3.02.0047,12,85,active
#Bassanio_MV,3.02.0048,85,641,active
#Bassanio_MV,3.02.0049,47,356,active
#Bassanio_MV,4.01.0059,8,67,active
#Bassanio_MV,4.01.0060,1,8,active
#Bassanio_MV,4.01.0061,18,140,active
#Bassanio_MV,4.01.0063,18,150,active
#Bassanio_MV,4.01.0064,3,22,active
#Bassanio_MV,4.01.0065,3,20,active
#Bassanio_MV,5.01.0076,42,339,active
#Duke_MV,4.01.0058,6,40,active
#Duke_MV,4.01.0059,25,184,active
#Duke_MV,4.01.0060,23,194,active
#Duke_MV,4.01.0061,14,107,active
#Duke_MV,4.01.0062,4,32,active
#Gratiano_MV,1.01.0003,36,263,active
#Gratiano_MV,2.02.0017,1,3,active
#Gratiano_MV,2.02.0018,17,120,active
#Gratiano_MV,2.04.0021,1,6,active
#Gratiano_MV,2.04.0022,1,4,active
#Gratiano_MV,2.04.0024,1,7,active
#Gratiano_MV,2.06.0029,16,118,active
#Gratiano_MV,2.06.0032,1,9,active
#Gratiano_MV,2.06.0034,3,20,active
#Gratiano_MV,3.02.0048,24,180,active
#Gratiano_MV,3.02.0049,7,55,active
#Gratiano_MV,4.01.0060,15,116,active
#Gratiano_MV,4.01.0061,19,152,active
#Gratiano_MV,4.02.0067,5,29,active
#Gratiano_MV,5.01.0076,34,291,active
#Jessica_MV,2.03.0019,10,76,active
#Jessica_MV,2.03.0020,6,49,active
#Jessica_MV,2.05.0026,1,6,active
#Jessica_MV,2.05.0027,1,7,active
#Jessica_MV,2.05.0028,2,16,active
#Jessica_MV,2.06.0031,18,146,active
#Jessica_MV,3.02.0049,7,56,active
#Jessica_MV,3.04.0052,1,7,active
#Jessica_MV,3.05.0055,5,40,active
#Jessica_MV,3.05.0056,8,63,active
#Jessica_MV,3.05.0057,14,109,active
#Jessica_MV,5.01.0069,13,76,active
#Jessica_MV,5.01.0074,1,9,active
#LanceletGobbo_MV,2.02.0011,31,271,active
#LanceletGobbo_MV,2.02.0012,52,444,active
#LanceletGobbo_MV,2.02.0014,17,131,active
#LanceletGobbo_MV,2.02.0015,13,119,active
#LanceletGobbo_MV,2.03.0019,5,38,active
#LanceletGobbo_MV,2.04.0022,5,36,active
#LanceletGobbo_MV,2.05.0025,3,15,active
#LanceletGobbo_MV,2.05.0026,12,89,active
#LanceletGobbo_MV,3.05.0055,20,175,active
#LanceletGobbo_MV,3.05.0056,11,89,active
#LanceletGobbo_MV,5.01.0071,7,45,active
#Lorenzo_MV,1.01.0003,6,52,active
#Lorenzo_MV,2.04.0021,5,31,active
#Lorenzo_MV,2.04.0022,8,47,active
#Lorenzo_MV,2.04.0023,5,26,active
#Lorenzo_MV,2.04.0024,11,87,active
#Lorenzo_MV,2.06.0030,5,43,active
#Lorenzo_MV,2.06.0031,8,52,active
#Lorenzo_MV,2.06.0032,6,52,active
#Lorenzo_MV,2.06.0033,2,16,active
#Lorenzo_MV,3.02.0049,5,38,active
#Lorenzo_MV,3.04.0052,12,93,active
#Lorenzo_MV,3.05.0056,19,144,active
#Lorenzo_MV,3.05.0057,14,105,active
#Lorenzo_MV,5.01.0069,17,116,active
#Lorenzo_MV,5.01.0070,8,54,active
#Lorenzo_MV,5.01.0071,3,7,active
#Lorenzo_MV,5.01.0072,5,39,active
#Lorenzo_MV,5.01.0073,12,93,active
#Lorenzo_MV,5.01.0074,23,175,active
#Lorenzo_MV,5.01.0075,8,48,active
#Lorenzo_MV,5.01.0076,2,11,active
#MUSICIANS_MV,3.02.0048,10,53,active
#Messenger_MV,2.09.0041,11,76,active
#Morocco_MV,2.01.0010,32,242,active
#Morocco_MV,2.07.0035,77,558,active
#Nerissa_MV,1.02.0005,42,316,active
#Nerissa_MV,2.09.0038,3,23,active
#Nerissa_MV,2.09.0040,2,12,active
#Nerissa_MV,2.09.0041,1,8,active
#Nerissa_MV,3.02.0048,5,40,active
#Nerissa_MV,3.04.0054,2,10,active
#Nerissa_MV,4.01.0060,3,21,active
#Nerissa_MV,4.01.0061,2,16,active
#Nerissa_MV,4.02.0067,4,24,active
#Nerissa_MV,4.02.0068,1,10,active
#Nerissa_MV,5.01.0075,3,25,active
#Nerissa_MV,5.01.0076,22,190,active
#OldGobbo_MV,2.02.0012,29,231,active
#OldGobbo_MV,2.02.0014,9,61,active
#Portia_MV,1.02.0005,79,718,active
#Portia_MV,1.02.0006,9,72,active
#Portia_MV,2.01.0010,17,122,active
#Portia_MV,2.07.0035,8,49,active
#Portia_MV,2.07.0036,2,15,active
#Portia_MV,2.09.0039,10,73,active
#Portia_MV,2.09.0040,4,29,active
#Portia_MV,2.09.0041,7,47,active
#Portia_MV,3.02.0047,52,426,active
#Portia_MV,3.02.0048,34,266,active
#Portia_MV,3.02.0049,30,224,active
#Portia_MV,3.04.0052,32,235,active
#Portia_MV,3.04.0053,12,87,active
#Portia_MV,3.04.0054,28,221,active
#Portia_MV,4.01.0061,115,861,active
#Portia_MV,4.01.0062,3,23,active
