source,target,n_lines,n_tokens,edge_type
#Beadle_2H6,2.01.0035,2,12,active
#Bevis_2H6,4.02.0082,16,110,active
#Bevis_2H6,4.02.0083,1,4,active
#Bevis_2H6,4.02.0084,2,12,active
#Bevis_2H6,4.02.0086,2,16,active
#Bevis_2H6,4.07.0100,1,2,active
#Bevis_2H6,4.08.0103,4,24,active
#Bolingbroke_2H6,1.04.0023,8,57,active
#Bolingbroke_2H6,1.04.0024,3,20,active
#Bolingbroke_2H6,1.04.0025,8,71,active
#Bolingbroke_2H6,1.04.0026,5,33,active
#Buckingham_2H6,1.01.0001,1,6,active
#Buckingham_2H6,1.01.0003,5,38,active
#Buckingham_2H6,1.01.0004,2,14,active
#Buckingham_2H6,1.03.0018,4,26,active
#Buckingham_2H6,1.03.0020,4,28,active
#Buckingham_2H6,1.04.0027,4,31,active
#Buckingham_2H6,1.04.0028,2,9,active
#Buckingham_2H6,1.04.0029,2,19,active
#Buckingham_2H6,2.01.0038,12,82,active
#Buckingham_2H6,3.01.0051,3,18,active
#Buckingham_2H6,3.01.0053,2,16,active
#Buckingham_2H6,4.04.0089,2,9,active
#Buckingham_2H6,4.04.0090,2,15,active
#Buckingham_2H6,4.04.0091,2,15,active
#Buckingham_2H6,4.08.0103,5,42,active
#Buckingham_2H6,4.08.0104,5,40,active
#Buckingham_2H6,4.09.0106,1,7,active
#Buckingham_2H6,4.09.0108,2,18,active
#Buckingham_2H6,5.01.0112,12,98,active
#Buckingham_2H6,5.01.0113,2,14,active
#Buckingham_2H6,5.01.0115,2,17,active
#CITIZENS.LONDON.0.1_2H6,4.05.0093,5,38,active
#CITIZENS.STALBANS.0.1_2H6,2.01.0033,4,29,active
#CITIZENS_2H6,3.02.0072,2,20,active
#Cade_2H6,4.02.0083,30,234,active
#Cade_2H6,4.02.0084,12,82,active
#Cade_2H6,4.02.0085,7,51,active
#Cade_2H6,4.02.0086,29,244,active
#Cade_2H6,4.02.0087,8,66,active
#Cade_2H6,4.03.0088,14,109,active
#Cade_2H6,4.06.0094,6,52,active
#Cade_2H6,4.06.0095,4,32,active
#Cade_2H6,4.07.0096,8,64,active
#Cade_2H6,4.07.0098,47,398,active
#Cade_2H6,4.07.0099,1,9,active
#Cade_2H6,4.07.0100,8,66,active
#Cade_2H6,4.07.0101,8,67,active
#Cade_2H6,4.08.0102,5,36,active
#Cade_2H6,4.08.0103,25,209,active
#Cade_2H6,4.10.0109,16,164,active
#Cade_2H6,4.10.0110,28,259,active
#CardinalBeaufort_1H6,1.01.0001,7,48,active
#CardinalBeaufort_1H6,1.01.0002,5,39,active
#CardinalBeaufort_1H6,1.01.0003,21,153,active
#CardinalBeaufort_1H6,1.03.0018,3,21,active
#CardinalBeaufort_1H6,2.01.0032,18,116,active
#CardinalBeaufort_1H6,2.01.0034,3,17,active
#CardinalBeaufort_1H6,2.01.0037,1,7,active
#CardinalBeaufort_1H6,2.01.0038,5,34,active
#CardinalBeaufort_1H6,3.01.0051,2,15,active
#CardinalBeaufort_1H6,3.01.0053,8,64,active
#CardinalBeaufort_1H6,3.01.0055,8,65,active
#CardinalBeaufort_1H6,3.01.0057,12,99,active
#CardinalBeaufort_1H6,3.02.0064,2,17,active
#CardinalBeaufort_1H6,3.03.0077,14,121,active
#Clerk_2H6,4.02.0084,3,18,active
#Clifford_2H6,4.08.0103,27,227,active
#Clifford_2H6,4.09.0107,3,27,active
#Clifford_2H6,5.01.0119,7,62,active
#Clifford_2H6,5.01.0120,14,113,active
#Clifford_2H6,5.02.0124,5,39,active
#Clifford_3H6,5.01.0120,3,21,active
#Clifford_3H6,5.02.0125,36,273,active
#Clifford_3H6,5.02.0128,7,52,active
#Dick_2H6,4.02.0083,16,107,active
#Dick_2H6,4.02.0084,6,36,active
#Dick_2H6,4.02.0086,5,39,active
#Dick_2H6,4.02.0087,1,9,active
#Dick_2H6,4.03.0088,4,23,active
#Dick_2H6,4.06.0095,4,29,active
#Dick_2H6,4.07.0096,3,19,active
#Dick_2H6,4.07.0098,4,24,active
#Dick_2H6,4.07.0100,3,17,active
#Dick_2H6,4.08.0103,4,24,active
#DuchessOfGloucester_2H6,1.02.0007,32,246,active
#DuchessOfGloucester_2H6,1.02.0008,1,7,active
