node,node_type
#ATTENDANTS_Mac,character
#Angus_Mac,character
#Banquo_Mac,character
#Caithness_Mac,character
#Doctor1_Mac,character
#Doctor2_Mac,character
#Donalbain_Mac,character
#Duncan_Mac,character
#Fleance_Mac,character
#Gentlewoman_Mac,character
#Hecate_Mac,character
#LadyMacbeth_Mac,character
#LadyMacduff_Mac,character
#Lennox_Mac,character
#Lord_Mac,character
#MESSENGERS.1_Mac,character
#MESSENGERS.2_Mac,character
#MESSENGERS.3_Mac,character
#MURDERERS.0.1_Mac,character
#MURDERERS.1_Mac,character
#MURDERERS.2_Mac,character
#MURDERERS.3_Mac,character
#MURDERERS_Mac,character
#Macbeth_Mac,character
#Macduff_Mac,character
#MacduffsSon_Mac,character
#Malcolm_Mac,character
#Menteith_Mac,character
#OldMan_Mac,character
#Porter_Mac,character
#Ross_Mac,character
#SERVANTS.X.1_Mac,character
#SERVANTS.X.2_Mac,character
#SERVANTS.X.3_Mac,character
#SERVANTS.X.4_Mac,character
#SOLDIERS.Captain_Mac,character
#SOLDIERS.MACBETH_Mac,character
#SOLDIERS.MALCOLM.0.1_Mac,character
#SOLDIERS.MALCOLM_Mac,character
#SPIRITS.1_Mac,character
#SPIRITS.2_Mac,character
#SPIRITS.3_Mac,character
#SPIRITS.KINGS_Mac,character
#Seyton_Mac,character
#Siward_Mac,character
#WITCHES.1_Mac,character
#WITCHES.2_Mac,character
#WITCHES.3_Mac,character
#YoungSiward_Mac,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
1.04,text_unit
1.05,text_unit
1.06,text_unit
1.07,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
3.05,text_unit
3.06,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
5.05,text_unit
5.06,text_unit
5.07,text_unit
5.08,text_unit
