source,target,n_lines,n_tokens,edge_type
#Armado_LLL,1.02.0004,64,410,active
#Armado_LLL,1.02.0005,7,31,active
#Armado_LLL,1.02.0006,4,23,active
#Armado_LLL,1.02.0007,19,181,active
#Armado_LLL,3.01.0018,25,134,active
#Armado_LLL,3.01.0019,4,31,active
#Armado_LLL,3.01.0020,32,214,active
#Armado_LLL,5.01.0040,45,345,active
#Armado_LLL,5.02.0051,9,64,active
#Armado_LLL,5.02.0058,27,164,active
#Armado_LLL,5.02.0059,3,29,active
#Armado_LLL,5.02.0061,9,68,active
#Armado_LLL,5.02.0062,3,22,active
#Armado_LLL,5.02.0064,2,17,active
#Berowne_LLL,1.01.0001,113,897,active
#Berowne_LLL,1.01.0002,14,79,active
#Berowne_LLL,1.01.0003,3,20,active
#Berowne_LLL,2.01.0012,8,49,active
#Berowne_LLL,2.01.0013,8,40,active
#Berowne_LLL,2.01.0016,3,16,active
#Berowne_LLL,3.01.0023,20,119,active
#Berowne_LLL,3.01.0024,32,248,active
#Berowne_LLL,4.03.0033,19,207,active
#Berowne_LLL,4.03.0034,3,20,active
#Berowne_LLL,4.03.0035,13,95,active
#Berowne_LLL,4.03.0036,51,399,active
#Berowne_LLL,4.03.0037,13,91,active
#Berowne_LLL,4.03.0038,115,892,active
#Berowne_LLL,5.02.0043,3,16,active
#Berowne_LLL,5.02.0044,15,98,active
#Berowne_LLL,5.02.0047,20,167,active
#Berowne_LLL,5.02.0048,73,552,active
#Berowne_LLL,5.02.0049,9,45,active
#Berowne_LLL,5.02.0050,4,28,active
#Berowne_LLL,5.02.0051,1,3,active
#Berowne_LLL,5.02.0052,5,39,active
#Berowne_LLL,5.02.0053,5,27,active
#Berowne_LLL,5.02.0054,5,19,active
#Berowne_LLL,5.02.0056,14,78,active
#Berowne_LLL,5.02.0058,11,60,active
#Berowne_LLL,5.02.0059,1,7,active
#Berowne_LLL,5.02.0060,37,283,active
#Boy_LLL,1.02.0004,61,414,active
#Boy_LLL,1.02.0006,4,20,active
#Boy_LLL,3.01.0018,44,329,active
#Boy_LLL,3.01.0020,15,103,active
#Boy_LLL,3.01.0021,1,7,active
#Boy_LLL,5.01.0040,21,145,active
#Boy_LLL,5.02.0043,10,63,active
#Boy_LLL,5.02.0058,4,26,active
#Boyet_LLL,2.01.0008,13,94,active
#Boyet_LLL,2.01.0011,8,63,active
#Boyet_LLL,2.01.0012,4,27,active
#Boyet_LLL,2.01.0014,1,7,active
#Boyet_LLL,2.01.0015,7,44,active
#Boyet_LLL,2.01.0016,3,18,active
#Boyet_LLL,2.01.0017,36,262,active
#Boyet_LLL,4.01.0025,3,21,active
#Boyet_LLL,4.01.0026,43,351,active
#Boyet_LLL,4.01.0027,12,89,active
#Boyet_LLL,4.01.0028,6,49,active
#Boyet_LLL,5.02.0042,47,355,active
#Boyet_LLL,5.02.0043,4,23,active
#Boyet_LLL,5.02.0044,18,111,active
#Boyet_LLL,5.02.0045,14,95,active
#Boyet_LLL,5.02.0046,3,25,active
#Boyet_LLL,5.02.0048,2,10,active
#Boyet_LLL,5.02.0053,1,5,active
#Boyet_LLL,5.02.0054,3,20,active
#Boyet_LLL,5.02.0056,7,42,active
#Boyet_LLL,5.02.0058,8,54,active
#Costard_LLL,1.01.0002,38,236,active
#Costard_LLL,1.01.0003,5,42,active
#Costard_LLL,1.02.0006,13,105,active
#Costard_LLL,3.01.0020,21,161,active
#Costard_LLL,3.01.0022,8,66,active
#Costard_LLL,3.01.0023,13,82,active
#Costard_LLL,4.01.0026,17,100,active
#Costard_LLL,4.01.0028,6,43,active
#Costard_LLL,4.01.0029,14,99,active
#Costard_LLL,4.02.0031,3,15,active
#Costard_LLL,4.03.0037,4,23,active
#Costard_LLL,5.01.0040,13,111,active
#Costard_LLL,5.02.0049,21,163,active
#Costard_LLL,5.02.0053,15,87,active
#Costard_LLL,5.02.0054,7,55,active
#Costard_LLL,5.02.0055,6,54,active
#Costard_LLL,5.02.0058,12,91,active
#Dull_LLL,1.01.0002,8,53,active
#Dull_LLL,1.02.0005,7,52,active
#Dull_LLL,4.02.0030,14,102,active
#Dull_LLL,5.01.0040,4,29,active
#Dumaine_LLL,1.01.0001,8,50,active
#Dumaine_LLL,2.01.0014,2,18,active
#Dumaine_LLL,4.03.0036,35,224,active
#Dumaine_LLL,4.03.0037,2,14,active
#Dumaine_LLL,4.03.0038,7,54,active
#Dumaine_LLL,5.02.0044,4,22,active
#Dumaine_LLL,5.02.0048,1,9,active
#Dumaine_LLL,5.02.0053,1,2,active
#Dumaine_LLL,5.02.0056,7,39,active
#Dumaine_LLL,5.02.0058,16,70,active
#Dumaine_LLL,5.02.0060,5,37,active
#Dumaine_LLL,5.02.0061,1,5,active
#Forester_LLL,4.01.0025,6,45,active
#Holofernes_LLL,4.02.0030,55,372,active
#Holofernes_LLL,4.02.0031,41,313,active
#Holofernes_LLL,4.02.0032,15,128,active
#Holofernes_LLL,5.01.0039,21,147,active
#Holofernes_LLL,5.01.0040,39,235,active
#Holofernes_LLL,5.02.0056,18,107,active
#Jaquenetta_LLL,1.02.0005,6,20,active
#Jaquenetta_LLL,4.02.0031,10,57,active
#Jaquenetta_LLL,4.03.0037,4,23,active
#Katherine_LLL,2.01.0010,8,67,active
#Katherine_LLL,2.01.0017,6,41,active
#Katherine_LLL,5.02.0041,17,124,active
#Katherine_LLL,5.02.0042,1,8,active
#Katherine_LLL,5.02.0044,8,63,active
#Katherine_LLL,5.02.0045,4,26,active
#Katherine_LLL,5.02.0060,7,59,active
#King_LLL,1.01.0001,52,401,active
#King_LLL,1.01.0002,59,414,active
#King_LLL,2.01.0012,47,352,active
#King_LLL,4.03.0034,19,161,active
#King_LLL,4.03.0035,2,14,active
#King_LLL,4.03.0036,26,187,active
#King_LLL,4.03.0037,12,64,active
#King_LLL,4.03.0038,20,167,active
#King_LLL,5.02.0044,19,139,active
#King_LLL,5.02.0046,2,16,active
#King_LLL,5.02.0047,2,17,active
#King_LLL,5.02.0048,21,150,active
#King_LLL,5.02.0050,3,15,active
#King_LLL,5.02.0052,10,67,active
#King_LLL,5.02.0058,2,16,active
#King_LLL,5.02.0060,23,171,active
#King_LLL,5.02.0061,1,8,active
#LORDS.0_LLL,2.01.0010,2,7,active
#Longaville_LLL,1.01.0001,11,86,active
#Longaville_LLL,1.01.0002,4,23,active
#Longaville_LLL,2.01.0015,6,41,active
#Longaville_LLL,4.03.0035,22,166,active
#Longaville_LLL,4.03.0036,5,34,active
#Longaville_LLL,4.03.0037,2,11,active
#Longaville_LLL,4.03.0038,6,50,active
#Longaville_LLL,5.02.0044,8,58,active
#Longaville_LLL,5.02.0056,2,9,active
#Longaville_LLL,5.02.0058,5,24,active
#Longaville_LLL,5.02.0060,3,16,active
#Marcade_LLL,5.02.0059,4,28,active
#Maria_LLL,2.01.0010,13,102,active
#Maria_LLL,2.01.0017,5,31,active
#Maria_LLL,4.01.0027,2,12,active
#Maria_LLL,4.01.0028,4,31,active
#Maria_LLL,5.02.0041,7,59,active
#Maria_LLL,5.02.0044,3,13,active
#Maria_LLL,5.02.0045,4,26,active
#Maria_LLL,5.02.0060,3,21,active
#Nathaniel_LLL,4.02.0030,29,224,active
#Nathaniel_LLL,4.02.0031,19,142,active
#Nathaniel_LLL,4.02.0032,5,37,active
#Nathaniel_LLL,5.01.0039,10,63,active
