act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,0,1,#Gower_Per,281,42,281,42
1,1,2,#Antiochus_Per,60,9,81,12
1,1,2,#Pericles_Per,21,3,81,12
1,1,3,#Antiochus_Per,251,35,866,114
1,1,3,#Daughter_Per,16,2,866,114
1,1,3,#Pericles_Per,599,77,866,114
1,1,4,#Pericles_Per,181,22,181,22
1,1,5,#Antiochus_Per,54,8,54,8
1,1,6,#Antiochus_Per,61,10,69,12
1,1,6,#Thaliard_Per,8,2,69,12
1,1,7,#Antiochus_Per,8,1,14,2
1,1,7,#MESSENGERS.ANTIOCH.1_Per,6,1,14,2
1,1,8,#Antiochus_Per,49,7,70,10
1,1,8,#Thaliard_Per,21,3,70,10
1,2,9,#Pericles_Per,4,1,4,1
1,2,10,#Pericles_Per,276,36,276,36
1,2,11,#LORDS.TYRE.0.1_Per,8,1,8,1
1,2,12,#Helicanus_Per,88,11,122,16
1,2,12,#LORDS.TYRE.0.2_Per,12,2,122,16
1,2,12,#Pericles_Per,22,3,122,16
1,2,13,#Helicanus_Per,146,20,620,79
1,2,13,#Pericles_Per,474,59,620,79
1,3,14,#Thaliard_Per,99,10,99,10
1,3,15,#Helicanus_Per,144,19,223,30
1,3,15,#Thaliard_Per,79,11,223,30
1,4,16,#Cleon_Per,367,47,440,56
1,4,16,#Dionyza_Per,73,9,440,56
1,4,17,#Cleon_Per,139,20,187,27
1,4,17,#LORDS.TARSUS.1_Per,48,7,187,27
1,4,18,#Cleon_Per,15,2,15,2
1,4,19,#CITIZENS.TARSUS_Per,11,2,197,25
1,4,19,#Cleon_Per,61,8,197,25
1,4,19,#Dionyza_Per,11,2,197,25
1,4,19,#Pericles_Per,136,17,197,25
2,0,20,#Gower_Per,264,40,264,40
2,1,21,#Pericles_Per,95,11,95,11
2,1,22,#FISHERMEN.1_Per,189,26,635,87
2,1,22,#FISHERMEN.2_Per,124,20,635,87
2,1,22,#FISHERMEN.3_Per,151,18,635,87
2,1,22,#Pericles_Per,171,23,635,87
2,1,23,#FISHERMEN.1_Per,101,14,159,22
2,1,23,#Pericles_Per,58,8,159,22
2,1,24,#FISHERMEN.1_Per,24,4,426,52
2,1,24,#FISHERMEN.2_Per,98,12,426,52
