act,scene,stagegroup,n_tokens,n_lines,onstage
0,0,1,297,42,#Chorus_2H4
1,1,2,6,1,#LordBardolph_2H4
1,1,3,44,7,#LordBardolph_2H4 #Porter_2H4
1,1,4,4,1,#LordBardolph_2H4 #Northumberland_R2 #Porter_2H4
1,1,5,170,24,#LordBardolph_2H4 #Northumberland_R2
1,1,6,245,35,#LordBardolph_2H4 #Northumberland_R2 #Travers_2H4
1,1,7,1281,167,#LordBardolph_2H4 #Morton_2H4 #Northumberland_R2 #Travers_2H4
1,2,8,517,55,#Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4
1,2,9,1455,178,#ChiefJustice_2H4 #Falstaff_1H4 #SERVANTS.CHIEFJUSTICE.1_2H4 #SERVANTS.FALSTAFF.1_2H4
1,2,10,132,17,#Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4
1,2,11,60,7,#Falstaff_1H4
1,3,12,846,116,#Archbishop_1H4 #Hastings_2H4 #LordBardolph_2H4 #Mowbray_2H4
2,1,13,331,41,#MistressQuickly_1H4 #OFFICERS.Fang_2H4 #OFFICERS.Snare_2H4
2,1,14,121,20,#Bardolph_1H4 #Falstaff_1H4 #MistressQuickly_1H4 #OFFICERS.Fang_2H4 #OFFICERS.Snare_2H4 #SERVANTS.FALSTAFF.1_2H4
2,1,15,637,77,#Bardolph_1H4 #ChiefJustice_2H4 #Falstaff_1H4 #MistressQuickly_1H4 #OFFICERS.Fang_2H4 #OFFICERS.Snare_2H4 #OFFICERS_2H4 #SERVANTS.FALSTAFF.1_2H4
2,1,16,242,33,#Bardolph_1H4 #ChiefJustice_2H4 #Falstaff_1H4 #MESSENGERS.Gower_2H4 #MistressQuickly_1H4 #OFFICERS.Fang_2H4 #OFFICERS.Snare_2H4 #OFFICERS_2H4 #SERVANTS.FALSTAFF.1_2H4
2,1,17,185,31,#ChiefJustice_2H4 #Falstaff_1H4 #MESSENGERS.Gower_2H4 #OFFICERS_2H4
2,2,18,570,67,#HenryV_H5 #Poins_1H4
2,2,19,683,98,#Bardolph_1H4 #HenryV_H5 #Poins_1H4 #SERVANTS.FALSTAFF.1_2H4
2,2,20,92,13,#HenryV_H5 #Poins_1H4
2,3,21,552,71,#LadyNorthumberland_2H4 #LadyPercy_1H4 #Northumberland_R2
2,4,22,106,14,#DRAWERS.1_2H4 #DRAWERS.Francis_1H4
2,4,23,55,7,#DRAWERS.1_2H4 #DRAWERS.Francis_1H4 #DRAWERS.Will_2H4
2,4,24,86,11,#DRAWERS.Will_2H4 #DollTearsheet_2H4 #MistressQuickly_1H4
2,4,25,8,2,#DRAWERS.Will_2H4 #DollTearsheet_2H4 #Falstaff_1H4 #MistressQuickly_1H4
2,4,26,264,35,#DollTearsheet_2H4 #Falstaff_1H4 #MistressQuickly_1H4
2,4,27,264,33,#DRAWERS.X_2H4 #DollTearsheet_2H4 #Falstaff_1H4 #MistressQuickly_1H4
2,4,28,63,8,#DollTearsheet_2H4 #Falstaff_1H4 #MistressQuickly_1H4
2,4,29,685,99,#Bardolph_1H4 #DollTearsheet_2H4 #Falstaff_1H4 #MistressQuickly_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4
2,4,30,32,4,#DollTearsheet_2H4 #Falstaff_1H4 #MistressQuickly_1H4 #SERVANTS.FALSTAFF.1_2H4
2,4,31,106,14,#Bardolph_1H4 #DollTearsheet_2H4 #Falstaff_1H4 #MistressQuickly_1H4 #SERVANTS.FALSTAFF.1_2H4
2,4,32,60,9,#Bardolph_1H4 #DRAWERS.Francis_1H4 #DollTearsheet_2H4 #Falstaff_1H4 #MUSICIANS_2H4 #MistressQuickly_1H4 #SERVANTS.FALSTAFF.1_2H4
2,4,33,902,124,#Bardolph_1H4 #DRAWERS.Francis_1H4 #DollTearsheet_2H4 #Falstaff_1H4 #HenryV_H5 #MUSICIANS_2H4 #MistressQuickly_1H4 #Poins_1H4 #SERVANTS.FALSTAFF.1_2H4
2,4,34,96,14,#Bardolph_1H4 #DollTearsheet_2H4 #Falstaff_1H4 #HenryV_H5 #MUSICIANS_2H4 #MistressQuickly_1H4 #Peto_1H4 #Poins_1H4 #SERVANTS.FALSTAFF.1_2H4
2,4,35,17,2,#Bardolph_1H4 #DollTearsheet_2H4 #Falstaff_1H4 #MUSICIANS_2H4 #MistressQuickly_1H4 #SERVANTS.FALSTAFF.1_2H4
2,4,36,10,3,#DollTearsheet_2H4 #Falstaff_1H4 #MUSICIANS_2H4 #MistressQuickly_1H4 #SERVANTS.FALSTAFF.1_2H4
2,4,37,86,11,#Bardolph_1H4 #DollTearsheet_2H4 #Falstaff_1H4 #MUSICIANS_2H4 #MistressQuickly_1H4 #SERVANTS.FALSTAFF.1_2H4
2,4,38,24,4,#DollTearsheet_2H4 #MistressQuickly_1H4
2,4,39,28,6,#Bardolph_1H4 #DollTearsheet_2H4 #MistressQuickly_1H4
3,1,40,26,3,#HenryIV_1H4 #SERVANTS.HENRY_2H4
3,1,41,217,28,#HenryIV_1H4
3,1,42,587,81,#Blunt_2H4 #HenryIV_1H4 #Surrey_2H4 #Warwick_2H4
3,2,43,434,58,#Shallow_2H4 #Silence_2H4
3,2,44,211,26,#Bardolph_1H4 #Man_2H4 #Shallow_2H4 #Silence_2H4
3,2,45,156,20,#Bardolph_1H4 #Falstaff_1H4 #Man_2H4 #Shallow_2H4 #Silence_2H4
3,2,46,793,122,#Bardolph_1H4 #Bullcalf_2H4 #Falstaff_1H4 #Feeble_2H4 #Man_2H4 #Mouldy_2H4 #Shadow_2H4 #Shallow_2H4 #Silence_2H4 #Wart_2H4
