node1,node2,n_lines,n_tokens
#Balthasar_Ado,1.01,323,2472
#Beatrice_Ado,1.01,323,2472
#Benedick_Ado,1.01,323,2472
#Claudio_Ado,1.01,323,2472
#DonJohn_Ado,1.01,323,2472
#DonPedro_Ado,1.01,323,2472
#Hero_Ado,1.01,323,2472
#Leonato_Ado,1.01,323,2472
#MESSENGERS.LEONATO.1_Ado,1.01,323,2472
#ATTENDANTS_Ado,1.02,28,215
#Leonato_Ado,1.02,28,215
#LeonatosBrother_Ado,1.02,28,215
#MUSICIANS.1_Ado,1.02,28,215
#Son_Ado,1.02,28,215
#Borachio_Ado,1.03,72,561
#Conrade_Ado,1.03,72,561
#DonJohn_Ado,1.03,72,561
#Antonio_Ado,2.01,378,2932
#Balthasar_Ado,2.01,378,2932
#Beatrice_Ado,2.01,378,2932
#Benedick_Ado,2.01,378,2932
#Borachio_Ado,2.01,378,2932
#Claudio_Ado,2.01,378,2932
#DonJohn_Ado,2.01,378,2932
#DonPedro_Ado,2.01,378,2932
#Hero_Ado,2.01,378,2932
#Leonato_Ado,2.01,378,2932
#LeonatosBrother_Ado,2.01,378,2932
#Margaret_Ado,2.01,378,2932
#Ursula_Ado,2.01,378,2932
#Borachio_Ado,2.02,56,414
#DonJohn_Ado,2.02,56,414
#Balthasar_Ado,2.03,265,2112
#Beatrice_Ado,2.03,265,2112
#Benedick_Ado,2.03,265,2112
#Boy_Ado,2.03,265,2112
#Claudio_Ado,2.03,265,2112
#DonPedro_Ado,2.03,265,2112
#Leonato_Ado,2.03,265,2112
#Beatrice_Ado,3.01,121,918
#Hero_Ado,3.01,121,918
#Margaret_Ado,3.01,121,918
#Ursula_Ado,3.01,121,918
#Benedick_Ado,3.02,127,922
#Claudio_Ado,3.02,127,922
#DonJohn_Ado,3.02,127,922
#DonPedro_Ado,3.02,127,922
#Leonato_Ado,3.02,127,922
#Borachio_Ado,3.03,181,1332
#Conrade_Ado,3.03,181,1332
#Dogberry_Ado,3.03,181,1332
#Verges_Ado,3.03,181,1332
#WATCHMEN.1_Ado,3.03,181,1332
#WATCHMEN.2_Ado,3.03,181,1332
#WATCHMEN.Seacoal_Ado,3.03,181,1332
#Beatrice_Ado,3.04,96,688
#Hero_Ado,3.04,96,688
#Margaret_Ado,3.04,96,688
#Ursula_Ado,3.04,96,688
#Dogberry_Ado,3.05,62,481
#Leonato_Ado,3.05,62,481
#MESSENGERS.LEONATO.1_Ado,3.05,62,481
#Verges_Ado,3.05,62,481
#ATTENDANTS_Ado,4.01,350,2539
#Beatrice_Ado,4.01,350,2539
#Benedick_Ado,4.01,350,2539
#Claudio_Ado,4.01,350,2539
#DonJohn_Ado,4.01,350,2539
#DonPedro_Ado,4.01,350,2539
#FriarFrancis_Ado,4.01,350,2539
#Hero_Ado,4.01,350,2539
#Leonato_Ado,4.01,350,2539
#Borachio_Ado,4.02,89,609
#Conrade_Ado,4.02,89,609
#Dogberry_Ado,4.02,89,609
#Sexton_Ado,4.02,89,609
#Verges_Ado,4.02,89,609
#WATCHMEN.1_Ado,4.02,89,609
#WATCHMEN.2_Ado,4.02,89,609
#WATCHMEN.Seacoal_Ado,4.02,89,609
#Benedick_Ado,5.01,349,2599
#Borachio_Ado,5.01,349,2599
#Claudio_Ado,5.01,349,2599
#Conrade_Ado,5.01,349,2599
#Dogberry_Ado,5.01,349,2599
#DonPedro_Ado,5.01,349,2599
#Leonato_Ado,5.01,349,2599
#LeonatosBrother_Ado,5.01,349,2599
#Sexton_Ado,5.01,349,2599
#Verges_Ado,5.01,349,2599
#WATCHMEN.1_Ado,5.01,349,2599
#WATCHMEN.2_Ado,5.01,349,2599
#WATCHMEN.Seacoal_Ado,5.01,349,2599
#Beatrice_Ado,5.02,103,765
#Benedick_Ado,5.02,103,765
#Margaret_Ado,5.02,103,765
#Ursula_Ado,5.02,103,765
#ATTENDANTS.0.1_Ado,5.03,33,207
#ATTENDANTS_Ado,5.03,33,207
#Claudio_Ado,5.03,33,207
#DonPedro_Ado,5.03,33,207
#MUSICIANS_Ado,5.03,33,207
#ATTENDANTS_Ado,5.04,133,1036
#Beatrice_Ado,5.04,133,1036
#Benedick_Ado,5.04,133,1036
#Claudio_Ado,5.04,133,1036
#DonPedro_Ado,5.04,133,1036
#FriarFrancis_Ado,5.04,133,1036
#Hero_Ado,5.04,133,1036
#Leonato_Ado,5.04,133,1036
#LeonatosBrother_Ado,5.04,133,1036
#MESSENGERS.DONPEDRO.1_Ado,5.04,133,1036
#Margaret_Ado,5.04,133,1036
#Ursula_Ado,5.04,133,1036
