act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#Proteus_TGV,#Proteus_TGV #Valentine_TGV,147,20
1,1,1,#Valentine_TGV,#Proteus_TGV #Valentine_TGV,337,44
1,1,2,#Proteus_TGV,#Proteus_TGV,56,7
1,1,3,#Proteus_TGV,#Proteus_TGV #Speed_TGV,216,34
1,1,3,#Speed_TGV,#Proteus_TGV #Speed_TGV,357,47
1,1,4,#Proteus_TGV,#Proteus_TGV,23,3
1,2,5,#Julia_TGV,#Julia_TGV #Lucetta_TGV,192,26
1,2,5,#Lucetta_TGV,#Julia_TGV #Lucetta_TGV,194,26
1,2,6,#Julia_TGV,#Julia_TGV,135,17
1,2,7,#Julia_TGV,#Julia_TGV #Lucetta_TGV,126,18
1,2,7,#Lucetta_TGV,#Julia_TGV #Lucetta_TGV,161,23
1,2,8,#Julia_TGV,#Julia_TGV,203,26
1,2,9,#Julia_TGV,#Julia_TGV #Lucetta_TGV,29,4
1,2,9,#Lucetta_TGV,#Julia_TGV #Lucetta_TGV,52,6
1,3,10,#Antonio_TGV,#Antonio_TGV #Pantino_TGV,131,18
1,3,10,#Pantino_TGV,#Antonio_TGV #Pantino_TGV,185,26
1,3,11,#Antonio_TGV,#Antonio_TGV #Pantino_TGV #Proteus_TGV,131,17
1,3,11,#Proteus_TGV,#Antonio_TGV #Pantino_TGV #Proteus_TGV,125,17
1,3,12,#Proteus_TGV,#Proteus_TGV,83,10
1,3,13,#Pantino_TGV,#Pantino_TGV #Proteus_TGV,16,2
1,3,13,#Proteus_TGV,#Pantino_TGV #Proteus_TGV,16,2
2,1,14,#Speed_TGV,#Speed_TGV #Valentine_TGV,441,56
2,1,14,#Valentine_TGV,#Speed_TGV #Valentine_TGV,221,37
2,1,15,#Speed_TGV,#Speed_TGV #Sylvia_TGV #Valentine_TGV,40,7
2,1,15,#Sylvia_TGV,#Speed_TGV #Sylvia_TGV #Valentine_TGV,141,19
2,1,15,#Valentine_TGV,#Speed_TGV #Sylvia_TGV #Valentine_TGV,105,16
2,1,16,#Speed_TGV,#Speed_TGV #Valentine_TGV,239,34
2,1,16,#Valentine_TGV,#Speed_TGV #Valentine_TGV,51,11
2,2,17,#Julia_TGV,#Julia_TGV #Proteus_TGV,30,4
2,2,17,#Proteus_TGV,#Julia_TGV #Proteus_TGV,86,12
2,2,18,#Proteus_TGV,#Proteus_TGV,24,3
2,2,19,#Pantino_TGV,#Pantino_TGV #Proteus_TGV,6,1
2,2,19,#Proteus_TGV,#Pantino_TGV #Proteus_TGV,12,2
2,3,20,#Lance_TGV,#Crab_TGV #Lance_TGV,341,34
2,3,21,#Lance_TGV,#Crab_TGV #Lance_TGV #Pantino_TGV,92,12
2,3,21,#Pantino_TGV,#Crab_TGV #Lance_TGV #Pantino_TGV,104,16
2,4,22,#Speed_TGV,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,14,3
2,4,22,#Sylvia_TGV,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,36,8
2,4,22,#Thurio_TGV,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,70,12
2,4,22,#Valentine_TGV,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,129,24
2,4,23,#Duke_TGV,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,130,18
2,4,23,#Valentine_TGV,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,163,21
2,4,24,#Sylvia_TGV,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,40,5
2,4,24,#Thurio_TGV,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,10,1
2,4,24,#Valentine_TGV,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,57,7
2,4,25,#Proteus_TGV,#Proteus_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,39,5
2,4,25,#Sylvia_TGV,#Proteus_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,48,6
2,4,25,#Valentine_TGV,#Proteus_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,40,6
2,4,26,#SERVANTS.1_TGV,#Proteus_TGV #SERVANTS.1_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,9,1
2,4,26,#Sylvia_TGV,#Proteus_TGV #SERVANTS.1_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,5,1
2,4,27,#Proteus_TGV,#Proteus_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,6,1
2,4,27,#Sylvia_TGV,#Proteus_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV,29,5
2,4,28,#Proteus_TGV,#Proteus_TGV #Speed_TGV #Valentine_TGV,133,21
2,4,28,#Valentine_TGV,#Proteus_TGV #Speed_TGV #Valentine_TGV,413,57
2,4,29,#Proteus_TGV,#Proteus_TGV,188,23
2,5,30,#Lance_TGV,#Crab_TGV #Lance_TGV #Speed_TGV,236,32
2,5,30,#Speed_TGV,#Crab_TGV #Lance_TGV #Speed_TGV,140,21
2,6,31,#Proteus_TGV,#Proteus_TGV,326,43
2,7,32,#Julia_TGV,#Julia_TGV #Lucetta_TGV,557,72
2,7,32,#Lucetta_TGV,#Julia_TGV #Lucetta_TGV,149,18
