source,target,key,n_lines,n_tokens,edge_index,edge_type
#Prologue_H8,0.00.0001,0,32,266,1,active
#Buckingham_H8,1.01.0002,0,2,15,2,active
1.01.0002,#Abergavenny_H8,0,2,15,2,passive
1.01.0002,#Norfolk_H8,0,2,15,2,passive
#Norfolk_H8,1.01.0002,0,3,16,3,active
1.01.0002,#Abergavenny_H8,1,3,16,3,passive
1.01.0002,#Buckingham_H8,0,3,16,3,passive
#Buckingham_H8,1.01.0002,1,4,26,4,active
1.01.0002,#Abergavenny_H8,2,4,26,4,passive
1.01.0002,#Norfolk_H8,1,4,26,4,passive
#Norfolk_H8,1.01.0002,1,7,42,5,active
1.01.0002,#Abergavenny_H8,3,7,42,5,passive
1.01.0002,#Buckingham_H8,1,7,42,5,passive
#Buckingham_H8,1.01.0002,2,2,9,6,active
1.01.0002,#Abergavenny_H8,4,2,9,6,passive
1.01.0002,#Norfolk_H8,2,2,9,6,passive
#Norfolk_H8,1.01.0002,2,26,198,7,active
1.01.0002,#Abergavenny_H8,5,26,198,7,passive
1.01.0002,#Buckingham_H8,2,26,198,7,passive
#Buckingham_H8,1.01.0002,3,1,4,8,active
1.01.0002,#Abergavenny_H8,6,1,4,8,passive
1.01.0002,#Norfolk_H8,3,1,4,8,passive
#Norfolk_H8,1.01.0002,3,7,50,9,active
1.01.0002,#Abergavenny_H8,7,7,50,9,passive
1.01.0002,#Buckingham_H8,3,7,50,9,passive
#Buckingham_H8,1.01.0002,4,3,20,10,active
1.01.0002,#Abergavenny_H8,8,3,20,10,passive
1.01.0002,#Norfolk_H8,4,3,20,10,passive
#Norfolk_H8,1.01.0002,4,2,10,11,active
1.01.0002,#Abergavenny_H8,9,2,10,11,passive
1.01.0002,#Buckingham_H8,4,2,10,11,passive
#Buckingham_H8,1.01.0002,5,1,6,12,active
1.01.0002,#Abergavenny_H8,10,1,6,12,passive
1.01.0002,#Norfolk_H8,5,1,6,12,passive
#Norfolk_H8,1.01.0002,5,2,15,13,active
1.01.0002,#Abergavenny_H8,11,2,15,13,passive
1.01.0002,#Buckingham_H8,5,2,15,13,passive
#Buckingham_H8,1.01.0002,6,6,47,14,active
1.01.0002,#Abergavenny_H8,12,6,47,14,passive
1.01.0002,#Norfolk_H8,6,6,47,14,passive
#Norfolk_H8,1.01.0002,6,10,74,15,active
1.01.0002,#Abergavenny_H8,13,10,74,15,passive
1.01.0002,#Buckingham_H8,6,10,74,15,passive
#Abergavenny_H8,1.01.0002,0,7,53,16,active
1.01.0002,#Buckingham_H8,7,7,53,16,passive
1.01.0002,#Norfolk_H8,7,7,53,16,passive
#Buckingham_H8,1.01.0002,7,9,68,17,active
1.01.0002,#Abergavenny_H8,14,9,68,17,passive
1.01.0002,#Norfolk_H8,8,9,68,17,passive
#Abergavenny_H8,1.01.0002,1,4,25,18,active
1.01.0002,#Buckingham_H8,8,4,25,18,passive
1.01.0002,#Norfolk_H8,9,4,25,18,passive
#Buckingham_H8,1.01.0002,8,5,27,19,active
1.01.0002,#Abergavenny_H8,15,5,27,19,passive
1.01.0002,#Norfolk_H8,10,5,27,19,passive
#Norfolk_H8,1.01.0002,7,3,18,20,active
1.01.0002,#Abergavenny_H8,16,3,18,20,passive
1.01.0002,#Buckingham_H8,9,3,18,20,passive
#Buckingham_H8,1.01.0002,9,6,35,21,active
1.01.0002,#Abergavenny_H8,17,6,35,21,passive
1.01.0002,#Norfolk_H8,11,6,35,21,passive
#Norfolk_H8,1.01.0002,8,3,18,22,active
1.01.0002,#Abergavenny_H8,18,3,18,22,passive
1.01.0002,#Buckingham_H8,10,3,18,22,passive
#Abergavenny_H8,1.01.0002,2,2,7,23,active
1.01.0002,#Buckingham_H8,11,2,7,23,passive
1.01.0002,#Norfolk_H8,12,2,7,23,passive
#Norfolk_H8,1.01.0002,9,1,3,24,active
1.01.0002,#Abergavenny_H8,19,1,3,24,passive
1.01.0002,#Buckingham_H8,12,1,3,24,passive
#Abergavenny_H8,1.01.0002,3,2,12,25,active
1.01.0002,#Buckingham_H8,13,2,12,25,passive
1.01.0002,#Norfolk_H8,13,2,12,25,passive
#Buckingham_H8,1.01.0002,10,2,8,26,active
1.01.0002,#Abergavenny_H8,20,2,8,26,passive
1.01.0002,#Norfolk_H8,14,2,8,26,passive
#Norfolk_H8,1.01.0002,10,15,114,27,active
1.01.0002,#Abergavenny_H8,21,15,114,27,passive
1.01.0002,#Buckingham_H8,14,15,114,27,passive
#Wolsey_H8,1.01.0003,0,2,9,28,active
1.01.0003,#Abergavenny_H8,0,2,9,28,passive
1.01.0003,#Buckingham_H8,0,2,9,28,passive
1.01.0003,#GUARDS_H8,0,2,9,28,passive
1.01.0003,#Norfolk_H8,0,2,9,28,passive
1.01.0003,#SECRETARIES_H8,0,2,9,28,passive
#SECRETARIES.0.1_H8,1.01.0004,0,1,4,29,active
1.01.0004,#Abergavenny_H8,0,1,4,29,passive
1.01.0004,#Buckingham_H8,0,1,4,29,passive
1.01.0004,#GUARDS_H8,0,1,4,29,passive
1.01.0004,#Norfolk_H8,0,1,4,29,passive
1.01.0004,#SECRETARIES_H8,0,1,4,29,passive
1.01.0004,#Wolsey_H8,0,1,4,29,passive
#Wolsey_H8,1.01.0004,0,1,5,30,active
1.01.0004,#Abergavenny_H8,1,1,5,30,passive
1.01.0004,#Buckingham_H8,1,1,5,30,passive
1.01.0004,#GUARDS_H8,1,1,5,30,passive
1.01.0004,#Norfolk_H8,1,1,5,30,passive
1.01.0004,#SECRETARIES.0.1_H8,0,1,5,30,passive
1.01.0004,#SECRETARIES_H8,1,1,5,30,passive
#SECRETARIES.0.1_H8,1.01.0004,1,1,4,31,active
1.01.0004,#Abergavenny_H8,2,1,4,31,passive
1.01.0004,#Buckingham_H8,2,1,4,31,passive
1.01.0004,#GUARDS_H8,2,1,4,31,passive
1.01.0004,#Norfolk_H8,2,1,4,31,passive
1.01.0004,#SECRETARIES_H8,2,1,4,31,passive
1.01.0004,#Wolsey_H8,1,1,4,31,passive
#Wolsey_H8,1.01.0004,1,2,13,32,active
1.01.0004,#Abergavenny_H8,3,2,13,32,passive
1.01.0004,#Buckingham_H8,3,2,13,32,passive
1.01.0004,#GUARDS_H8,3,2,13,32,passive
1.01.0004,#Norfolk_H8,3,2,13,32,passive
1.01.0004,#SECRETARIES.0.1_H8,1,2,13,32,passive
1.01.0004,#SECRETARIES_H8,3,2,13,32,passive
#Buckingham_H8,1.01.0005,0,4,29,33,active
1.01.0005,#Abergavenny_H8,0,4,29,33,passive
1.01.0005,#Norfolk_H8,0,4,29,33,passive
1.01.0005,#SECRETARIES.0.1_H8,0,4,29,33,passive
#Norfolk_H8,1.01.0005,0,3,16,34,active
1.01.0005,#Abergavenny_H8,1,3,16,34,passive
1.01.0005,#Buckingham_H8,0,3,16,34,passive
1.01.0005,#SECRETARIES.0.1_H8,1,3,16,34,passive
#Buckingham_H8,1.01.0005,1,5,36,35,active
1.01.0005,#Abergavenny_H8,2,5,36,35,passive
1.01.0005,#Norfolk_H8,1,5,36,35,passive
1.01.0005,#SECRETARIES.0.1_H8,2,5,36,35,passive
#Norfolk_H8,1.01.0005,1,8,59,36,active
1.01.0005,#Abergavenny_H8,3,8,59,36,passive
