act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,803,107,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4
1,2,2,894,111,#Falstaff_1H4 #HenryV_H5
1,2,3,403,55,#Falstaff_1H4 #HenryV_H5 #Poins_1H4
1,2,4,292,35,#HenryV_H5 #Poins_1H4
1,2,5,178,23,#HenryV_H5
1,3,6,159,21,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2 #Worcester_1H4
1,3,7,766,105,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2
1,3,8,48,6,#Hotspur_R2 #Northumberland_R2
1,3,9,1323,181,#Hotspur_R2 #Northumberland_R2 #Worcester_1H4
2,1,10,27,4,#TRAVELERS.CARRIERS.1_1H4
2,1,11,26,4,#Ostler_1H4 #TRAVELERS.CARRIERS.1_1H4
2,1,12,198,26,#Ostler_1H4 #TRAVELERS.CARRIERS.1_1H4 #TRAVELERS.CARRIERS.2_1H4
2,1,13,101,17,#Gadshill_1H4 #Ostler_1H4 #TRAVELERS.CARRIERS.1_1H4 #TRAVELERS.CARRIERS.2_1H4
2,1,14,3,1,#Gadshill_1H4 #Ostler_1H4
2,1,15,419,51,#Chamberlain_1H4 #Gadshill_1H4 #Ostler_1H4
2,2,16,17,3,#Bardolph_1H4 #HenryV_H5 #Peto_1H4 #Poins_1H4
2,2,17,33,6,#Falstaff_1H4 #HenryV_H5
2,2,18,189,21,#Falstaff_1H4
2,2,19,154,20,#Bardolph_1H4 #Falstaff_1H4 #HenryV_H5 #Peto_1H4 #Poins_1H4
2,2,20,171,28,#Bardolph_1H4 #Falstaff_1H4 #Gadshill_1H4 #HenryV_H5 #Peto_1H4 #Poins_1H4
2,2,21,15,2,#Bardolph_1H4 #Falstaff_1H4 #Gadshill_1H4 #Peto_1H4
