node1,node2,n_lines,n_tokens
#Demetrius_Ant,1.01.0001,10,76
#Philo_Ant,1.01.0001,10,76
#Alexas_Ant,1.01.0002,9,65
#Antony_JC,1.01.0002,9,65
#Charmian_Ant,1.01.0002,9,65
#Cleopatra_Ant,1.01.0002,9,65
#Demetrius_Ant,1.01.0002,9,65
#EUNUCHS_Ant,1.01.0002,9,65
#Iras_Ant,1.01.0002,9,65
#Mardian_Ant,1.01.0002,9,65
#Philo_Ant,1.01.0002,9,65
#Alexas_Ant,1.01.0003,45,300
#Antony_JC,1.01.0003,45,300
#Charmian_Ant,1.01.0003,45,300
#Cleopatra_Ant,1.01.0003,45,300
#Demetrius_Ant,1.01.0003,45,300
#EUNUCHS_Ant,1.01.0003,45,300
#Iras_Ant,1.01.0003,45,300
#MESSENGERS.X.1_Ant,1.01.0003,45,300
#Mardian_Ant,1.01.0003,45,300
#Philo_Ant,1.01.0003,45,300
#Demetrius_Ant,1.01.0004,8,56
#MESSENGERS.X.1_Ant,1.01.0004,8,56
#Philo_Ant,1.01.0004,8,56
#Alexas_Ant,1.02.0005,82,529
#Charmian_Ant,1.02.0005,82,529
#Enobarbus_Ant,1.02.0005,82,529
#Iras_Ant,1.02.0005,82,529
#Mardian_Ant,1.02.0005,82,529
#SERVANTS.Lamprius_Ant,1.02.0005,82,529
#SERVANTS.Lucillius_Ant,1.02.0005,82,529
#SERVANTS.Rannius_Ant,1.02.0005,82,529
#Soothsayer_Ant,1.02.0005,82,529
#Alexas_Ant,1.02.0006,9,44
#Charmian_Ant,1.02.0006,9,44
#Cleopatra_Ant,1.02.0006,9,44
#Enobarbus_Ant,1.02.0006,9,44
#Iras_Ant,1.02.0006,9,44
#Mardian_Ant,1.02.0006,9,44
#SERVANTS.Lamprius_Ant,1.02.0006,9,44
#SERVANTS.Lucillius_Ant,1.02.0006,9,44
#SERVANTS.Rannius_Ant,1.02.0006,9,44
#Soothsayer_Ant,1.02.0006,9,44
#Alexas_Ant,1.02.0007,1,9
#Antony_JC,1.02.0007,1,9
#Charmian_Ant,1.02.0007,1,9
#Cleopatra_Ant,1.02.0007,1,9
#Enobarbus_Ant,1.02.0007,1,9
#Iras_Ant,1.02.0007,1,9
#MESSENGERS.ANTONY.1_Ant,1.02.0007,1,9
#Mardian_Ant,1.02.0007,1,9
#SERVANTS.Lamprius_Ant,1.02.0007,1,9
#SERVANTS.Lucillius_Ant,1.02.0007,1,9
#SERVANTS.Rannius_Ant,1.02.0007,1,9
#Soothsayer_Ant,1.02.0007,1,9
#Antony_JC,1.02.0008,30,192
#MESSENGERS.ANTONY.1_Ant,1.02.0008,30,192
#Antony_JC,1.02.0009,5,24
#MESSENGERS.ANTONY.2_Ant,1.02.0009,5,24
#Antony_JC,1.02.0010,2,12
#Antony_JC,1.02.0011,7,30
#MESSENGERS.ANTONY.3_Ant,1.02.0011,7,30
#Antony_JC,1.02.0012,9,73
#Antony_JC,1.02.0013,69,506
#Enobarbus_Ant,1.02.0013,69,506
#Alexas_Ant,1.03.0014,6,45
#Charmian_Ant,1.03.0014,6,45
#Cleopatra_Ant,1.03.0014,6,45
#Iras_Ant,1.03.0014,6,45
#Charmian_Ant,1.03.0015,8,65
#Cleopatra_Ant,1.03.0015,8,65
#Iras_Ant,1.03.0015,8,65
