act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Barnardo_Ham,206,33,1325,190
1,1,#Francisco_Ham,55,9,112,21
1,1,#Horatio_Ham,744,103,1252,176
1,1,#Marcellus_Ham,320,45,1252,176
1,2,#Barnardo_Ham,20,5,719,112
1,2,#Claudius_Ham,725,95,1012,132
1,2,#Cornelius_Ham,10,1,315,41
1,2,#Gertrude_Ham,74,10,1012,132
1,2,#Hamlet_Ham,760,106,2030,281
1,2,#Horatio_Ham,365,55,719,112
1,2,#Laertes_Ham,51,7,1012,132
1,2,#Marcellus_Ham,31,7,719,112
1,2,#Polonius_Ham,32,4,1012,132
1,2,#Voltemand_Ham,10,1,315,41
1,3,#Laertes_Ham,387,54,690,94
1,3,#Ophelia_Ham,141,21,1081,145
1,3,#Polonius_Ham,553,70,675,89
1,4,#Hamlet_Ham,492,68,675,96
1,4,#Horatio_Ham,171,26,713,102
1,4,#Marcellus_Ham,50,8,713,102
1,5,#Ghost_Ham,642,90,1001,143
1,5,#Hamlet_Ham,691,101,1449,212
1,5,#Horatio_Ham,87,15,599,93
1,5,#Marcellus_Ham,39,8,599,93
2,1,#Ophelia_Ham,231,28,392,51
2,1,#Polonius_Ham,654,92,950,134
2,1,#Reynaldo_Ham,65,14,558,83
2,2,#Claudius_Ham,281,39,1341,187
2,2,#Gertrude_Ham,138,21,1341,187
2,2,#Guildenstern_Ham,115,21,2793,381
2,2,#Hamlet_Ham,2252,292,3340,453
2,2,#PLAYERS.1_Ham,352,49,973,128
2,2,#Polonius_Ham,1048,145,2554,352
2,2,#Rosencrantz_Ham,326,48,2793,381
2,2,#Voltemand_Ham,149,22,198,30
3,1,#Claudius_Ham,287,41,1507,203
3,1,#Gertrude_Ham,53,8,325,47
3,1,#Guildenstern_Ham,36,5,213,30
3,1,#Hamlet_Ham,641,78,762,99
3,1,#Ophelia_Ham,225,35,1507,203
3,1,#Polonius_Ham,176,24,1507,203
3,1,#Rosencrantz_Ham,89,12,213,30
3,2,#Claudius_Ham,39,7,1275,187
3,2,#Gertrude_Ham,19,3,1275,187
3,2,#Guildenstern_Ham,143,23,1963,290
3,2,#Hamlet_Ham,1784,243,2948,420
3,2,#Horatio_Ham,48,9,2399,352
3,2,#Ophelia_Ham,90,18,1275,187
3,2,#PLAYERS.0.1_Ham,14,3,2809,405
3,2,#PLAYERS.King_Ham,337,44,877,121
3,2,#PLAYERS.Lucianus_Ham,40,7,176,29
3,2,#PLAYERS.Prologue_Ham,16,3,72,11
3,2,#PLAYERS.Queen_Ham,247,31,592,77
3,2,#Polonius_Ham,78,14,1392,207
3,2,#Rosencrantz_Ham,93,15,1963,290
3,3,#Claudius_Ham,388,50,790,103
3,3,#Guildenstern_Ham,25,4,207,28
3,3,#Hamlet_Ham,196,25,196,25
3,3,#Polonius_Ham,73,10,77,11
3,3,#Rosencrantz_Ham,108,14,207,28
3,4,#Gertrude_Ham,304,47,1741,240
3,4,#Ghost_Ham,38,6,267,39
3,4,#Hamlet_Ham,1347,178,1696,233
3,4,#Polonius_Ham,52,9,1741,240
4,1,#Claudius_Ham,261,34,352,46
4,1,#Gertrude_Ham,91,12,352,46
4,2,#ATTENDANTS.GUARDS_Ham,3,1,222,30
4,2,#Guildenstern_Ham,4,1,207,27
4,2,#Hamlet_Ham,158,21,224,31
4,2,#Rosencrantz_Ham,59,8,207,27
4,3,#Claudius_Ham,308,46,527,77
4,3,#Hamlet_Ham,193,27,278,44
4,3,#Rosencrantz_Ham,26,4,351,55
4,4,#Fortinbras_Ham,53,8,59,9
4,4,#Hamlet_Ham,365,48,451,60
4,4,#Rosencrantz_Ham,7,1,172,24
4,4,#SOLDIERS.FORTINBRAS.Captain_Ham,85,12,215,31
4,5,#ATTENDANTS.1_Ham,99,15,128,21
4,5,#Claudius_Ham,462,72,1345,204
4,5,#FOLLOWERS.LAERTES_Ham,8,2,29,5
4,5,#Gertrude_Ham,92,16,1585,245
4,5,#Horatio_Ham,15,3,502,79
4,5,#Laertes_Ham,336,51,801,124
4,5,#MESSENGERS.1_Ham,77,11,902,139
4,5,#Ophelia_Ham,496,75,653,100
4,6,#ATTENDANTS.0.1_Ham,10,2,14,3
4,6,#Horatio_Ham,237,28,287,35
4,6,#SAILORS.0.1_Ham,40,5,246,28
4,7,#Claudius_Ham,1068,146,1582,221
4,7,#Gertrude_Ham,152,22,243,35
4,7,#Laertes_Ham,326,47,1557,217
4,7,#MESSENGERS.2_Ham,36,6,52,11
5,1,#ATTENDANTS_Ham,1,1,637,96
5,1,#Claudius_Ham,62,10,637,96
5,1,#Doctor_Ham,90,14,637,96
5,1,#Gertrude_Ham,74,12,637,96
5,1,#Gravedigger_Ham,736,100,2264,319
5,1,#GravediggersCompanion_Ham,97,18,445,62
5,1,#Hamlet_Ham,1037,134,1812,255
5,1,#Horatio_Ham,54,12,1820,256
5,1,#Laertes_Ham,113,18,637,96
5,2,#AMBASSADORS_Ham,40,6,338,50
5,2,#ATTENDANTS.2_Ham,67,8,102,14
5,2,#ATTENDANTS_Ham,2,1,1419,211
5,2,#Claudius_Ham,203,28,1419,211
5,2,#Fortinbras_Ham,134,19,338,50
5,2,#Gertrude_Ham,53,7,1419,211
5,2,#Hamlet_Ham,1705,237,3148,450
5,2,#Horatio_Ham,352,57,3148,450
5,2,#Laertes_Ham,233,35,1419,211
5,2,#Osric_Ham,359,52,1885,273
1,1,#Ghost_Ham,0,0,216,34
1,4,#Ghost_Ham,0,0,389,55
2,2,#ATTENDANTS_Ham,0,0,1341,187
2,2,#Cornelius_Ham,0,0,198,30
2,2,#PLAYERS_Ham,0,0,912,118
3,1,#ATTENDANTS_Ham,0,0,213,30
3,2,#ATTENDANTS_Ham,0,0,1275,187
3,2,#PLAYERS_Ham,0,0,735,92
4,1,#Guildenstern_Ham,0,0,71,9
4,1,#Rosencrantz_Ham,0,0,71,9
4,3,#ATTENDANTS.GUARDS_Ham,0,0,312,48
4,3,#ATTENDANTS_Ham,0,0,300,43
4,3,#Guildenstern_Ham,0,0,312,48
4,4,#ATTENDANTS.GUARDS_Ham,0,0,172,24
4,4,#Guildenstern_Ham,0,0,172,24
4,4,#SOLDIERS.FORTINBRAS_Ham,0,0,59,9
4,6,#ATTENDANTS_Ham,0,0,287,35
4,6,#SAILORS_Ham,0,0,246,28
5,1,#Ophelia_Ham,0,0,637,96
5,2,#SOLDIERS.FORTINBRAS_Ham,0,0,338,50
