act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#ATTENDANTS.1_Cym,506,67,577,80
1,1,#ATTENDANTS.2_Cym,71,13,577,80
1,1,#Cymbeline_Cym,115,20,275,48
1,1,#Imogen_Cym,300,46,906,141
1,1,#Pisanio_Cym,70,10,176,26
1,1,#Posthumus_Cym,201,30,496,74
1,1,#Queen_Cym,220,35,399,61
1,2,#ATTENDANTS.CLOTEN.1_Cym,109,14,265,41
1,2,#ATTENDANTS.CLOTEN.2_Cym,98,17,265,41
1,2,#Cloten_Cym,58,10,265,41
1,3,#Imogen_Cym,255,34,339,49
1,3,#LADIES.IMOGEN_Cym,7,2,24,5
1,3,#Pisanio_Cym,77,13,339,49
1,4,#Frenchman_Cym,180,25,1386,181
1,4,#Iachimo_Cym,631,81,1370,178
1,4,#Philario_Cym,150,20,1386,181
1,4,#Posthumus_Cym,425,55,1157,150
1,5,#Cornelius_Cym,179,26,364,54
1,5,#LADIES.QUEEN.0.1_Cym,2,1,709,98
1,5,#Pisanio_Cym,21,3,465,61
1,5,#Queen_Cym,524,70,705,97
1,6,#Iachimo_Cym,1100,157,1590,235
1,6,#Imogen_Cym,539,83,1659,244
1,6,#Pisanio_Cym,20,4,338,55
2,1,#ATTENDANTS.CLOTEN.1_Cym,40,7,365,51
2,1,#ATTENDANTS.CLOTEN.2_Cym,211,30,477,65
2,1,#Cloten_Cym,226,28,365,51
2,2,#Iachimo_Cym,330,42,330,42
2,2,#Imogen_Cym,75,12,411,56
2,2,#LADIES.IMOGEN_Cym,6,2,57,9
2,3,#ATTENDANTS.CLOTEN.1_Cym,41,6,482,69
2,3,#ATTENDANTS.CLOTEN.2_Cym,4,1,482,69
2,3,#Cloten_Cym,502,71,1259,180
2,3,#Cymbeline_Cym,113,16,253,36
2,3,#Imogen_Cym,420,54,592,82
2,3,#LADIES.IMOGEN_Cym,47,10,70,15
2,3,#MESSENGERS.1_Cym,12,2,12,2
2,3,#MUSICIANS_Cym,44,9,136,20
2,3,#Pisanio_Cym,4,1,104,15
2,3,#Queen_Cym,72,10,253,36
2,4,#Iachimo_Cym,473,72,1077,166
2,4,#Philario_Cym,142,24,1282,195
2,4,#Posthumus_Cym,667,99,1257,190
2,5,#Posthumus_Cym,285,36,285,36
3,1,#Cloten_Cym,188,21,684,92
3,1,#Cymbeline_Cym,215,30,684,92
3,1,#Lucius_Cym,122,19,684,92
3,1,#Queen_Cym,159,22,684,92
3,2,#Imogen_Cym,482,59,517,64
3,2,#Pisanio_Cym,208,28,690,87
3,3,#Arviragus_Cym,82,11,673,84
3,3,#Belarius_Cym,759,92,917,115
3,3,#Guiderius_Cym,76,12,673,84
3,4,#Imogen_Cym,1003,135,1600,222
3,4,#Pisanio_Cym,597,87,1600,222
3,5,#ATTENDANTS.0.1_Cym,22,3,101,15
3,5,#Cloten_Cym,660,86,1209,172
3,5,#Cymbeline_Cym,197,29,430,64
3,5,#Lucius_Cym,59,10,134,22
3,5,#Pisanio_Cym,173,27,530,75
3,5,#Queen_Cym,234,33,571,84
3,6,#Arviragus_Cym,96,14,555,88
3,6,#Belarius_Cym,195,31,555,88
3,6,#Guiderius_Cym,59,10,555,88
3,6,#Imogen_Cym,438,60,649,94
3,7,#SENATORS.1_Cym,101,15,117,19
3,7,#SENATORS.2_Cym,1,1,117,19
3,7,#TRIBUNES.0.1_Cym,15,3,47,9
4,1,#Cloten_Cym,240,26,240,26
4,2,#Arviragus_Cym,583,93,1924,288
