node1,node2,n_lines,n_tokens
#Chorus_Rom,0.00.0001,14,106
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,33,254
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,33,254
#SERVANTS.CAPULET.Gregory_Rom,1.01.0003,25,149
#SERVANTS.CAPULET.Sampson_Rom,1.01.0003,25,149
#SERVANTS.MONTAGUE.1_Rom,1.01.0003,25,149
#SERVANTS.MONTAGUE.Abram_Rom,1.01.0003,25,149
#Benvolio_Rom,1.01.0004,8,36
#SERVANTS.CAPULET.Gregory_Rom,1.01.0004,8,36
#SERVANTS.CAPULET.Sampson_Rom,1.01.0004,8,36
#SERVANTS.MONTAGUE.1_Rom,1.01.0004,8,36
#SERVANTS.MONTAGUE.Abram_Rom,1.01.0004,8,36
#Benvolio_Rom,1.01.0005,7,56
#SERVANTS.CAPULET.Gregory_Rom,1.01.0005,7,56
#SERVANTS.CAPULET.Sampson_Rom,1.01.0005,7,56
#SERVANTS.MONTAGUE.1_Rom,1.01.0005,7,56
#SERVANTS.MONTAGUE.Abram_Rom,1.01.0005,7,56
#Tybalt_Rom,1.01.0005,7,56
#Benvolio_Rom,1.01.0006,2,16
#CITIZENS_Rom,1.01.0006,2,16
#SERVANTS.CAPULET.Gregory_Rom,1.01.0006,2,16
#SERVANTS.CAPULET.Sampson_Rom,1.01.0006,2,16
#SERVANTS.MONTAGUE.1_Rom,1.01.0006,2,16
#SERVANTS.MONTAGUE.Abram_Rom,1.01.0006,2,16
#Tybalt_Rom,1.01.0006,2,16
#Benvolio_Rom,1.01.0007,3,20
#CITIZENS_Rom,1.01.0007,3,20
#Capulet_Rom,1.01.0007,3,20
#LadyCapulet_Rom,1.01.0007,3,20
#SERVANTS.CAPULET.Gregory_Rom,1.01.0007,3,20
#SERVANTS.CAPULET.Sampson_Rom,1.01.0007,3,20
#SERVANTS.MONTAGUE.1_Rom,1.01.0007,3,20
#SERVANTS.MONTAGUE.Abram_Rom,1.01.0007,3,20
#Tybalt_Rom,1.01.0007,3,20
#Benvolio_Rom,1.01.0008,4,35
#CITIZENS_Rom,1.01.0008,4,35
#Capulet_Rom,1.01.0008,4,35
#LadyCapulet_Rom,1.01.0008,4,35
#LadyMontague_Rom,1.01.0008,4,35
#Montague_Rom,1.01.0008,4,35
