act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Gaunt_R2,55,8,1599,211
1,1,#HenryIV_1H4,466,62,1454,191
1,1,#Mowbray_R2,651,83,1454,191
1,1,#RichardII_R2,427,58,1599,211
1,2,#DuchessOfGloucester_R2,457,60,578,76
1,2,#Gaunt_R2,121,16,578,76
1,3,#Aumerle_R2,38,5,2400,316
1,3,#Gaunt_R2,506,64,2355,310
1,3,#HERALDS.1_R2,48,6,1874,248
1,3,#HERALDS.2_R2,48,7,1722,229
1,3,#HenryIV_1H4,607,78,2203,291
1,3,#LordMarshal_R2,202,25,2400,316
1,3,#Mowbray_R2,406,53,1534,205
1,3,#RichardII_R2,545,78,1874,248
1,4,#Aumerle_R2,116,17,483,66
1,4,#Bagot_R2,1,1,483,66
1,4,#Bushy_R2,26,5,80,13
1,4,#Green_R2,41,6,483,66
1,4,#RichardII_R2,302,40,483,66
2,1,#Gaunt_R2,833,111,1086,145
2,1,#Northumberland_R2,394,52,1214,158
2,1,#Queen_R2,6,1,1227,158
2,1,#RichardII_R2,315,41,1227,158
2,1,#Ross_R2,161,20,1839,237
2,1,#Willoughby_R2,86,11,1839,237
2,1,#York_R2,575,75,1687,223
2,2,#Bagot_R2,71,9,1155,157
2,2,#Bushy_R2,231,34,1155,157
2,2,#Green_R2,185,26,843,116
2,2,#Queen_R2,301,39,944,129
2,2,#SERVANTS.YORK.1_R2,43,5,184,24
2,2,#York_R2,324,44,396,53
2,3,#Berkeley_R2,69,8,843,105
2,3,#HenryIV_1H4,437,56,1377,175
2,3,#Hotspur_R2,171,23,1223,155
2,3,#Northumberland_R2,275,35,1377,175
2,3,#Ross_R2,17,2,926,116
2,3,#Willoughby_R2,16,2,926,116
2,3,#York_R2,392,49,731,92
2,4,#Salisbury_R2,71,9,192,24
2,4,#WelshCaptain_R2,121,15,136,17
3,1,#Bushy_R2,15,2,274,37
3,1,#Green_R2,17,2,274,37
3,1,#HenryIV_1H4,295,41,343,47
3,1,#York_R2,16,2,343,47
3,2,#Aumerle_R2,95,12,1744,226
3,2,#BishopOfCarlisle_R2,114,14,1744,226
3,2,#RichardII_R2,1165,150,1744,226
3,2,#Salisbury_R2,85,11,1263,163
3,2,#Scroop_R2,285,39,1032,134
3,3,#Aumerle_R2,23,4,1173,157
3,3,#HenryIV_1H4,391,55,1633,220
3,3,#Hotspur_R2,52,8,1481,200
3,3,#Northumberland_R2,226,30,1633,220
3,3,#RichardII_R2,839,110,1152,153
3,3,#York_R2,102,13,1633,220
3,4,#Gardener_R2,409,53,678,88
3,4,#LADIES.0.1_R2,27,6,835,112
3,4,#Queen_R2,346,45,797,108
3,4,#SERVANTS.GARDENER.1_R2,70,10,678,88
4,1,#AbbotOfWestminster_R2,71,10,2626,347
4,1,#Aumerle_R2,210,26,2626,347
4,1,#Bagot_R2,99,14,2519,332
4,1,#BishopOfCarlisle_R2,371,49,2626,347
4,1,#Fitzwater_R2,188,24,2522,333
4,1,#HenryIV_1H4,260,40,2522,333
4,1,#Hotspur_R2,43,5,2522,333
4,1,#LORDS.1_R2,43,5,2522,333
4,1,#Northumberland_R2,110,16,2522,333
4,1,#RichardII_R2,1081,136,1243,162
4,1,#Surrey_R2,75,10,2522,333
4,1,#York_R2,75,12,1646,218
5,1,#Northumberland_R2,59,7,434,53
5,1,#Queen_R2,257,32,834,104
5,1,#RichardII_R2,518,65,789,98
5,2,#Aumerle_R2,87,11,645,86
5,2,#DuchessOfYork_R2,350,45,960,129
5,2,#York_R2,523,73,900,122
5,3,#Aumerle_R2,107,13,987,131
5,3,#DuchessOfYork_R2,384,51,604,80
5,3,#HenryIV_1H4,393,55,1159,153
5,3,#Hotspur_R2,50,6,211,28
5,3,#York_R2,225,28,871,115
5,4,#Exton_R2,87,10,94,12
5,4,#SERVANTS.EXTON.0.1_R2,7,2,69,9
5,5,#Exton_R2,54,6,124,15
