act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Brakenbury_R3,55,7,574,78
1,1,#Clarence_3H6,162,23,574,78
1,1,#Hastings_3H6,71,10,165,23
1,1,#RichardIII_R3,951,126,1239,166
1,2,#GENTLEMEN.0.1_R3,13,2,1770,246
1,2,#LadyAnne_R3,862,123,1759,244
1,2,#RichardIII_R3,1183,159,1809,251
1,3,#Buckingham_R3,100,13,2457,326
1,3,#Catesby_R3,16,3,30,5
1,3,#Dorset_R3,23,3,2588,343
1,3,#Grey_R3,69,8,2588,343
1,3,#Hastings_3H6,32,4,2263,301
1,3,#MURDERERS.1_R3,50,6,138,19
1,3,#MURDERERS.2_R3,5,1,138,19
1,3,#QueenElizabeth_3H6,390,51,2588,343
1,3,#QueenMargaret_1H6,998,133,1584,209
1,3,#RichardIII_R3,999,131,2524,335
1,3,#Rivers_3H6,112,17,2588,343
1,3,#Stanley_R3,60,8,2457,326
1,4,#Brakenbury_R3,125,18,167,25
1,4,#Clarence_3H6,1112,143,2031,282
1,4,#Jailer_R3,68,8,755,102
1,4,#MURDERERS.1_R3,413,66,1483,209
1,4,#MURDERERS.2_R3,431,63,1457,207
2,1,#Buckingham_R3,101,13,1119,144
2,1,#Dorset_R3,31,4,1064,137
2,1,#EdwardIV_3H6,524,67,1064,137
2,1,#Hastings_3H6,21,3,1064,137
2,1,#QueenElizabeth_3H6,55,7,1064,137
2,1,#RichardIII_R3,322,42,767,97
2,1,#Rivers_3H6,28,3,1064,137
2,1,#Stanley_R3,37,5,328,40
2,2,#Buckingham_R3,190,25,425,56
2,2,#ClarencesBoy_R3,181,22,1141,150
2,2,#ClarencesDaughter_R3,58,8,1141,150
2,2,#Dorset_R3,53,7,891,116
2,2,#DuchessOfYork_R3,337,45,1141,150
2,2,#Hastings_3H6,4,1,353,47
2,2,#QueenElizabeth_3H6,159,20,891,116
2,2,#RichardIII_R3,157,20,425,56
2,2,#Rivers_3H6,100,14,891,116
2,3,#CITIZENS.1_R3,65,8,399,51
2,3,#CITIZENS.2_R3,104,13,399,51
2,3,#CITIZENS.3_R3,230,30,356,45
2,4,#Archbishop_R3,78,11,592,80
2,4,#DuchessOfYork_R3,216,27,592,80
2,4,#MESSENGERS.X.1_R3,61,8,274,40
2,4,#QueenElizabeth_3H6,90,14,592,80
2,4,#York_R3,147,20,592,80
3,1,#Buckingham_R3,440,58,1580,203
3,1,#Cardinal_R3,74,9,927,119
3,1,#Catesby_R3,42,5,1497,193
3,1,#EdwardV_R3,346,43,1181,153
3,1,#Hastings_3H6,43,6,734,95
3,1,#MayorOfLondon_R3,9,1,1044,135
3,1,#RichardIII_R3,434,57,1580,203
3,1,#York_R3,192,24,448,58
3,2,#Buckingham_R3,53,7,90,12
3,2,#Catesby_R3,117,15,504,61
3,2,#Hastings_3H6,556,69,984,124
3,2,#MESSENGERS.X.2_R3,118,16,254,35
3,2,#Pursuivant_R3,20,3,105,13
3,2,#SirJohn_R3,16,2,44,5
3,2,#Stanley_R3,108,13,198,23
3,3,#Grey_R3,41,5,197,26
3,3,#Ratcliffe_R3,16,2,197,26
3,3,#Rivers_3H6,131,18,197,26
3,3,#Vaughan_R3,9,1,197,26
3,4,#BishopOfEly_R3,47,7,553,69
3,4,#Buckingham_R3,92,11,505,63
3,4,#Hastings_3H6,389,49,861,109
3,4,#Lovell_R3,7,1,861,109
3,4,#Ratcliffe_R3,19,3,861,109
3,4,#RichardIII_R3,252,31,342,42
3,4,#Stanley_R3,55,7,639,80
3,5,#Buckingham_R3,284,39,759,104
3,5,#Lovell_R3,13,2,650,87
3,5,#MayorOfLondon_R3,69,9,426,58
3,5,#RichardIII_R3,450,62,816,112
3,6,#Scrivener_R3,116,14,116,14
3,7,#BISHOPS_R3,1,1,1154,154
3,7,#Buckingham_R3,1160,156,1834,243
3,7,#CITIZENS_R3,1,1,1454,193
3,7,#Catesby_R3,110,15,1324,176
3,7,#MayorOfLondon_R3,37,5,1454,193
3,7,#RichardIII_R3,577,74,1583,210
4,1,#Brakenbury_R3,45,6,139,17
4,1,#Dorset_R3,15,2,842,110
4,1,#DuchessOfYork_R3,128,18,842,110
4,1,#LadyAnne_R3,322,40,842,110
4,1,#QueenElizabeth_3H6,242,31,842,110
4,1,#Stanley_R3,90,13,616,81
4,2,#ATTENDANTS.0.1_R3,36,6,296,44
4,2,#Buckingham_R3,196,29,502,70
4,2,#Catesby_R3,9,1,437,62
4,2,#RichardIII_R3,616,82,887,123
4,2,#Stanley_R3,20,3,559,75
4,2,#Tyrrel_R3,45,6,132,17
4,3,#Ratcliffe_R3,27,4,99,14
4,3,#RichardIII_R3,189,26,272,38
4,3,#Tyrrel_R3,223,31,275,39
4,4,#Catesby_R3,65,9,2562,347
4,4,#DuchessOfYork_R3,413,58,1485,198
4,4,#MESSENGERS.1_R3,33,5,315,42
4,4,#MESSENGERS.2_R3,23,3,282,37
4,4,#MESSENGERS.3_R3,47,7,259,34
4,4,#MESSENGERS.4_R3,78,10,167,21
4,4,#QueenElizabeth_3H6,1187,154,3365,446
4,4,#QueenMargaret_1H6,753,97,1003,131
4,4,#Ratcliffe_R3,65,9,838,114
4,4,#RichardIII_R3,1467,201,3188,429
4,4,#Stanley_R3,135,17,343,44
4,5,#SirChristopher_R3,58,8,157,21
4,5,#Stanley_R3,99,13,157,21
5,1,#Buckingham_R3,219,28,228,30
5,1,#Sheriff_R3,9,2,228,30
5,2,#Blunt_R3,19,2,189,25
5,2,#HenryVII_R3,147,20,189,25
5,2,#Herbert_R3,10,1,189,25
5,2,#Oxford_3H6,13,2,189,25
