node,node_type
#ATTENDANTS.GAUNT_R2,character
#ATTENDANTS.HENRY_R2,character
#ATTENDANTS_R2,character
#AbbotOfWestminster_R2,character
#Aumerle_R2,character
#Bagot_R2,character
#Berkeley_R2,character
#BishopOfCarlisle_R2,character
#Bushy_R2,character
#DuchessOfGloucester_R2,character
#DuchessOfYork_R2,character
#Exton_R2,character
#Fitzwater_R2,character
#Gardener_R2,character
#Gaunt_R2,character
#Green_R2,character
#Groom_R2,character
#HERALDS.1_R2,character
#HERALDS.2_R2,character
#HERALDS.X_R2,character
#HenryIV_1H4,character
#Hotspur_R2,character
#Jailer_R2,character
#LADIES.0.1_R2,character
#LADIES_R2,character
#LORDS.1_R2,character
#LORDS_R2,character
#LordMarshal_R2,character
#Mowbray_R2,character
#Northumberland_R2,character
#OFFICERS.0.1_R2,character
#OFFICERS.0_R2,character
#OFFICERS_R2,character
#Queen_R2,character
#RichardII_R2,character
#Ross_R2,character
#SERVANTS.EXTON.0.1_R2,character
#SERVANTS.EXTON_R2,character
#SERVANTS.GARDENER.1_R2,character
#SERVANTS.GARDENER.2_R2,character
#SERVANTS.YORK.1_R2,character
#SOLDIERS.HENRY_R2,character
#SOLDIERS.RICHARD_R2,character
#Salisbury_R2,character
#Scroop_R2,character
#Surrey_R2,character
#WelshCaptain_R2,character
#Willoughby_R2,character
#York_R2,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
1.04,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
4.01,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
5.05,text_unit
5.06,text_unit
