node,node_type
#ATTENDANTS.ALCIBIADES_Tim,character
#ATTENDANTS.TIMON.0.1_Tim,character
#ATTENDANTS.TIMON_Tim,character
#ATTENDANTS_Tim,character
#Alcibiades_Tim,character
#Apemantus_Tim,character
#BANDITS.1_Tim,character
#BANDITS.2_Tim,character
#BANDITS.3_Tim,character
#Cupid_Tim,character
#FRIENDS.0.1_Tim,character
#FRIENDS.0.2_Tim,character
#FRIENDS.0.3_Tim,character
#FRIENDS.0.4_Tim,character
#FRIENDS.0_Tim,character
#FRIENDS.Lucius_Tim,character
#FRIENDS.Lucullus_Tim,character
#FRIENDS.Sempronius_Tim,character
#FRIENDS.Ventidius_Tim,character
#FRIENDS_Tim,character
#Flavius_Tim,character
#Fool_Tim,character
#Jeweler_Tim,character
#LADIES.0.1_Tim,character
#LADIES_Tim,character
#LORDS.0.1_Tim,character
#LORDS.0.2_Tim,character
#LORDS.0.3_Tim,character
#LORDS_Tim,character
#MESSENGERS.X.1_Tim,character
#MESSENGERS.X.2_Tim,character
#MESSENGERS.X.3_Tim,character
#Merchant_Tim,character
#OldMan_Tim,character
#Painter_Tim,character
#Phrynia_Tim,character
#Poet_Tim,character
#SENATORS.0.1_Tim,character
#SENATORS.0.2_Tim,character
#SENATORS.0.3_Tim,character
#SENATORS.1_Tim,character
#SENATORS.2_Tim,character
#SENATORS.3_Tim,character
#SENATORS.4_Tim,character
#SENATORS.X_Tim,character
#SENATORS_Tim,character
#SERVANTS.Caphis_Tim,character
#SERVANTS.Hortensius_Tim,character
#SERVANTS.ISIDORE.1_Tim,character
#SERVANTS.LUCIUS.1_Tim,character
#SERVANTS.LUCULLUS.1_Tim,character
#SERVANTS.Page_Tim,character
#SERVANTS.Philotus_Tim,character
#SERVANTS.TIMON.0.1_Tim,character
#SERVANTS.TIMON.0.2_Tim,character
#SERVANTS.TIMON.0.3_Tim,character
#SERVANTS.TIMON.0_Tim,character
#SERVANTS.TIMON.1_Tim,character
#SERVANTS.TIMON.2_Tim,character
#SERVANTS.TIMON.3_Tim,character
#SERVANTS.TIMON.Flaminius_Tim,character
#SERVANTS.TIMON.Lucilius_Tim,character
#SERVANTS.TIMON.Servilius_Tim,character
#SERVANTS.TIMON.X.1_Tim,character
#SERVANTS.TIMON.X.2_Tim,character
#SERVANTS.TIMON_Tim,character
#SERVANTS.Titus_Tim,character
#SERVANTS.VARRO.1_Tim,character
#SERVANTS.VARRO.2_Tim,character
#SOLDIERS.1_Tim,character
#SOLDIERS_Tim,character
#STRANGERS.1_Tim,character
#STRANGERS.2_Tim,character
#STRANGERS.3_Tim,character
#Timandra_Tim,character
#Timon_Tim,character
1.01,text_unit
1.02,text_unit
2.01,text_unit
2.02,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
3.05,text_unit
3.06,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
