act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
0,0,#Prologue_Tro,224,31,224,31
1,1,#Aeneas_Tro,30,5,93,14
1,1,#Pandarus_Tro,350,40,707,90
1,1,#Troilus_Tro,548,75,928,120
1,2,#Alexander_Tro,259,34,1299,189
1,2,#Boy_Tro,16,2,23,4
1,2,#Cressida_Tro,687,107,2147,302
1,2,#Pandarus_Tro,1185,159,1742,248
1,3,#Aeneas_Tro,444,59,745,99
1,3,#Agamemnon_Tro,481,66,2320,317
1,3,#Menelaus_Tro,2,1,2320,317
1,3,#Nestor_Tro,682,93,2920,399
1,3,#Ulysses_Tro,1311,180,2920,399
2,1,#Achilles_Tro,155,27,513,77
2,1,#Ajax_Tro,112,25,861,134
2,1,#Patroclus_Tro,11,3,513,77
2,1,#Thersites_Tro,583,79,779,123
2,2,#Cassandra_Tro,92,13,113,17
2,2,#Hector_Tro,530,75,1648,223
2,2,#Helenus_Tro,37,4,1648,223
2,2,#Paris_Tro,231,30,1648,223
2,2,#Priam_Tro,88,12,1648,223
2,2,#Troilus_Tro,670,89,1648,223
2,3,#Achilles_Tro,53,11,194,35
2,3,#Agamemnon_Tro,433,59,1453,206
2,3,#Ajax_Tro,190,26,1453,206
2,3,#Diomedes_Tro,29,5,1453,206
2,3,#Nestor_Tro,122,19,1453,206
2,3,#Patroclus_Tro,109,20,712,107
2,3,#Thersites_Tro,448,58,545,80
2,3,#Ulysses_Tro,556,80,1309,187
3,1,#Helen_Tro,187,29,789,117
3,1,#Pandarus_Tro,546,86,949,146
3,1,#Paris_Tro,196,25,789,117
3,1,#SERVANTS.PARIS.1_Tro,117,18,1046,158
3,2,#Cressida_Tro,528,69,1354,174
3,2,#Pandarus_Tro,455,58,1204,158
3,2,#SERVANTS.TROILUS.1_Tro,10,1,30,5
3,2,#Troilus_Tro,645,86,1605,209
3,3,#Achilles_Tro,511,74,2025,286
3,3,#Agamemnon_Tro,100,14,465,63
3,3,#Ajax_Tro,10,3,496,71
3,3,#Calchas_Tro,223,29,285,38
3,3,#Diomedes_Tro,14,2,285,38
3,3,#Menelaus_Tro,6,1,475,65
3,3,#Nestor_Tro,11,2,465,63
3,3,#Patroclus_Tro,196,32,2025,286
3,3,#Thersites_Tro,348,46,491,75
3,3,#Ulysses_Tro,922,124,1643,224
4,1,#Aeneas_Tro,141,20,389,55
4,1,#Deiphobus_Tro,5,1,618,85
4,1,#Diomedes_Tro,254,32,618,85
4,1,#Paris_Tro,218,32,618,85
4,2,#Aeneas_Tro,150,20,238,32
4,2,#Cressida_Tro,331,41,579,77
4,2,#Pandarus_Tro,237,33,704,93
4,2,#Troilus_Tro,139,21,451,62
4,3,#Paris_Tro,58,8,94,13
4,3,#Troilus_Tro,36,5,73,10
4,4,#Aeneas_Tro,63,10,801,110
4,4,#Cressida_Tro,171,25,1084,149
4,4,#Deiphobus_Tro,5,1,340,44
4,4,#Diomedes_Tro,98,12,270,33
4,4,#Pandarus_Tro,114,16,402,56
4,4,#Paris_Tro,14,3,421,55
4,4,#Troilus_Tro,689,93,1009,139
4,5,#ATTENDANTS.GREEK_Tro,3,1,2155,305
4,5,#Achilles_Tro,162,27,2155,305
4,5,#Aeneas_Tro,169,25,1664,232
4,5,#Agamemnon_Tro,264,38,2155,305
4,5,#Ajax_Tro,158,22,2155,305
4,5,#Cressida_Tro,72,11,399,58
4,5,#Diomedes_Tro,32,6,1880,262
4,5,#Hector_Tro,576,80,1664,232
4,5,#Menelaus_Tro,74,11,2155,305
4,5,#Nestor_Tro,214,29,2155,305
4,5,#Patroclus_Tro,41,7,2155,305
4,5,#Troilus_Tro,79,10,1798,250
4,5,#Ulysses_Tro,466,63,2289,323
5,1,#Achilles_Tro,161,23,451,71
5,1,#Agamemnon_Tro,26,4,97,18
5,1,#Ajax_Tro,13,2,157,28
5,1,#Diomedes_Tro,16,2,152,27
5,1,#Hector_Tro,24,6,157,28
5,1,#Menelaus_Tro,4,1,97,18
5,1,#Patroclus_Tro,47,10,320,48
5,1,#Thersites_Tro,449,54,737,102
5,1,#Troilus_Tro,5,1,152,27
5,1,#Ulysses_Tro,18,3,152,27
5,2,#Aeneas_Tro,25,3,56,8
5,2,#Calchas_Tro,6,2,1438,226
5,2,#Cressida_Tro,330,47,750,125
5,2,#Diomedes_Tro,169,31,752,129
5,2,#Thersites_Tro,144,22,1425,222
5,2,#Troilus_Tro,613,92,1365,215
5,2,#Ulysses_Tro,158,30,1365,215
5,3,#Andromache_Tro,113,15,620,88
5,3,#Cassandra_Tro,167,24,433,63
5,3,#Hector_Tro,258,35,740,105
5,3,#Pandarus_Tro,82,9,126,16
5,3,#Priam_Tro,51,8,280,41
5,3,#Troilus_Tro,213,32,660,92
5,4,#Diomedes_Tro,21,4,56,9
5,4,#Hector_Tro,20,3,34,5
5,4,#Thersites_Tro,225,29,279,38
5,4,#Troilus_Tro,13,2,56,9
5,5,#Achilles_Tro,27,4,27,4
5,5,#Agamemnon_Tro,63,11,290,45
5,5,#Ajax_Tro,4,1,4,1
5,5,#Diomedes_Tro,40,6,299,46
5,5,#Nestor_Tro,104,14,227,34
5,5,#SERVANTS.DIOMEDES.1_Tro,4,1,41,6
5,5,#Ulysses_Tro,89,14,128,21
5,6,#Achilles_Tro,47,6,51,7
5,6,#Ajax_Tro,34,5,84,12
5,6,#Diomedes_Tro,22,4,77,11
5,6,#Hector_Tro,79,12,169,23
5,6,#Troilus_Tro,71,8,95,12
5,7,#Achilles_Tro,61,8,61,8
5,8,#Bastard_Tro,14,3,74,11
5,8,#Thersites_Tro,90,12,99,14
5,9,#Achilles_Tro,127,16,142,18
5,9,#Hector_Tro,41,5,176,22
5,9,#MYRMIDONS.0.1_Tro,8,1,54,7
5,10,#Agamemnon_Tro,40,5,73,10
5,10,#Ajax_Tro,18,2,73,10
5,10,#Diomedes_Tro,8,1,73,10
5,10,#Nestor_Tro,2,1,73,10
5,10,#SOLDIERS_Tro,5,1,65,8
5,11,#Aeneas_Tro,30,4,276,36
5,11,#Antenor_Tro,4,1,276,36
5,11,#Deiphobus_Tro,4,1,276,36
5,11,#Pandarus_Tro,185,24,200,26
5,11,#Paris_Tro,4,1,276,36
5,11,#SOLDIERS.TROJAN_Tro,4,1,276,36
5,11,#Troilus_Tro,241,31,258,34
1,3,#ATTENDANTS.GREEK_Tro,0,0,2320,317
1,3,#Diomedes_Tro,0,0,2320,317
1,3,#Trumpeter_Tro,0,0,745,99
2,3,#Calchas_Tro,0,0,1453,206
3,1,#ATTENDANTS.TROJAN_Tro,0,0,789,117
4,1,#ATTENDANTS.GREEK_Tro,0,0,618,85
4,1,#Antenor_Tro,0,0,618,85
4,1,#SERVANTS.AENEAS.1_Tro,0,0,389,55
4,3,#Aeneas_Tro,0,0,94,13
4,3,#Antenor_Tro,0,0,94,13
4,3,#Deiphobus_Tro,0,0,94,13
4,3,#Diomedes_Tro,0,0,94,13
4,4,#Antenor_Tro,0,0,340,44
4,5,#ATTENDANTS.TROJAN_Tro,0,0,710,102
4,5,#Helenus_Tro,0,0,710,102
4,5,#Paris_Tro,0,0,710,102
4,5,#Trumpeter_Tro,0,0,2155,305
5,1,#Nestor_Tro,0,0,157,28
5,5,#Patroclus_Tro,0,0,14,2
5,5,#SOLDIERS.GREEK_Tro,0,0,14,2
5,6,#SOLDIERS.GREEK.1_Tro,0,0,32,4
5,7,#MYRMIDONS_Tro,0,0,61,8
5,8,#Menelaus_Tro,0,0,30,4
5,8,#Paris_Tro,0,0,30,4
5,9,#MYRMIDONS_Tro,0,0,142,18
5,9,#SOLDIERS.GREEK.1_Tro,0,0,176,22
5,10,#Menelaus_Tro,0,0,73,10
5,10,#SOLDIERS.GREEK_Tro,0,0,73,10
