act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#Hippolyta_MND,#ATTENDANTS_MND #Hippolyta_MND #Philostrate_MND #Theseus_MND,35,5
1,1,1,#Theseus_MND,#ATTENDANTS_MND #Hippolyta_MND #Philostrate_MND #Theseus_MND,73,11
1,1,2,#Theseus_MND,#ATTENDANTS_MND #Hippolyta_MND #Theseus_MND,29,4
1,1,3,#Demetrius_MND,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,13,2
1,1,3,#Egeus_MND,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,217,30
1,1,3,#Hermia_MND,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,101,13
1,1,3,#Lysander_MND,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,102,14
1,1,3,#Theseus_MND,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,366,50
1,1,4,#Hermia_MND,#Hermia_MND #Lysander_MND,168,22
1,1,4,#Lysander_MND,#Hermia_MND #Lysander_MND,245,31
1,1,5,#Helena_MND,#Helena_MND #Hermia_MND #Lysander_MND,142,19
1,1,5,#Hermia_MND,#Helena_MND #Hermia_MND #Lysander_MND,163,21
1,1,5,#Lysander_MND,#Helena_MND #Hermia_MND #Lysander_MND,48,7
1,1,6,#Lysander_MND,#Helena_MND #Lysander_MND,10,2
1,1,7,#Helena_MND,#Helena_MND,208,26
1,2,8,#Bottom_MND,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND,368,52
1,2,8,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND,7,1
1,2,8,#Flute_MND,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND,22,4
1,2,8,#Quince_MND,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND,341,46
1,2,8,#Snout_MND,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND,3,1
1,2,8,#Snug_MND,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND,20,2
1,2,8,#Starveling_MND,#Bottom_MND #Flute_MND #Quince_MND #Snout_MND #Snug_MND #Starveling_MND,3,1
2,1,9,#FAIRIES.TITANIA.1_MND,#FAIRIES.TITANIA.1_MND #RobinGoodfellow_MND,187,28
2,1,9,#RobinGoodfellow_MND,#FAIRIES.TITANIA.1_MND #RobinGoodfellow_MND,247,33
2,1,10,#Oberon_MND,#FAIRIES.OBERON_MND #FAIRIES.TITANIA.1_MND #FAIRIES.TITANIA_MND #Oberon_MND #RobinGoodfellow_MND #Titania_MND,106,16
2,1,10,#Titania_MND,#FAIRIES.OBERON_MND #FAIRIES.TITANIA.1_MND #FAIRIES.TITANIA_MND #Oberon_MND #RobinGoodfellow_MND #Titania_MND,545,73
2,1,11,#Oberon_MND,#FAIRIES.OBERON_MND #Oberon_MND #RobinGoodfellow_MND,221,29
2,1,11,#RobinGoodfellow_MND,#FAIRIES.OBERON_MND #Oberon_MND #RobinGoodfellow_MND,13,3
2,1,12,#Oberon_MND,#FAIRIES.OBERON_MND #Oberon_MND,93,12
2,1,13,#Demetrius_MND,#Demetrius_MND #FAIRIES.OBERON_MND #Helena_MND #Oberon_MND,190,23
2,1,13,#Helena_MND,#Demetrius_MND #FAIRIES.OBERON_MND #Helena_MND #Oberon_MND,274,32
2,1,14,#Helena_MND,#FAIRIES.OBERON_MND #Helena_MND #Oberon_MND,18,2
2,1,15,#Oberon_MND,#FAIRIES.OBERON_MND #Oberon_MND,20,2
2,1,16,#Oberon_MND,#FAIRIES.OBERON_MND #Oberon_MND #RobinGoodfellow_MND,165,21
2,1,16,#RobinGoodfellow_MND,#FAIRIES.OBERON_MND #Oberon_MND #RobinGoodfellow_MND,13,2
2,2,17,#Titania_MND,#FAIRIES.TITANIA_MND #Titania_MND,67,8
2,2,18,#FAIRIES.TITANIA.0.1_MND,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA_MND #Titania_MND,44,8
2,2,18,#FAIRIES.TITANIA_MND,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA_MND #Titania_MND,60,14
2,2,19,#FAIRIES.TITANIA.0.2_MND,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #FAIRIES.TITANIA_MND #Titania_MND,10,2
2,2,20,#Oberon_MND,#FAIRIES.TITANIA.0.1_MND #FAIRIES.TITANIA.0.2_MND #Oberon_MND #Titania_MND,53,8
