act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#Boatswain_Tmp,4,1,21,4
1,1,1,#Shipmaster_Tmp,17,3,21,4
1,1,2,#Boatswain_Tmp,27,4,27,4
1,1,3,#Alonso_Tmp,10,2,140,20
1,1,3,#Antonio_Tmp,5,1,140,20
1,1,3,#Boatswain_Tmp,114,14,140,20
1,1,3,#Gonzalo_Tmp,11,3,140,20
1,1,4,#Gonzalo_Tmp,53,6,53,6
1,1,5,#Boatswain_Tmp,29,4,29,4
1,1,6,#Antonio_Tmp,17,3,92,14
1,1,6,#Boatswain_Tmp,36,5,92,14
1,1,6,#Gonzalo_Tmp,21,3,92,14
1,1,6,#SAILORS_Tmp,8,1,92,14
1,1,6,#Sebastian_Tmp,10,2,92,14
1,1,7,#Antonio_Tmp,22,3,48,7
1,1,7,#Boatswain_Tmp,6,1,48,7
1,1,7,#Gonzalo_Tmp,15,2,48,7
1,1,7,#Sebastian_Tmp,5,1,48,7
1,1,8,#Antonio_Tmp,6,1,30,4
1,1,8,#Gonzalo_Tmp,19,2,30,4
1,1,8,#Sebastian_Tmp,5,1,30,4
1,1,9,#Gonzalo_Tmp,33,4,33,4
1,2,10,#Miranda_Tmp,342,55,1540,223
1,2,10,#Prospero_Tmp,1198,168,1540,223
1,2,11,#Ariel_Tmp,448,68,959,139
1,2,11,#Prospero_Tmp,511,71,959,139
1,2,12,#Miranda_Tmp,20,4,76,14
1,2,12,#Prospero_Tmp,56,10,76,14
1,2,13,#Caliban_Tmp,4,1,17,3
1,2,13,#Prospero_Tmp,13,2,17,3
1,2,14,#Ariel_Tmp,6,1,15,3
1,2,14,#Prospero_Tmp,9,2,15,3
1,2,15,#Caliban_Tmp,230,31,479,69
1,2,15,#Miranda_Tmp,95,15,479,69
1,2,15,#Prospero_Tmp,154,23,479,69
1,2,16,#Ariel_Tmp,104,23,1020,162
1,2,16,#Ferdinand_Tmp,334,45,1020,162
1,2,16,#Miranda_Tmp,169,30,1020,162
1,2,16,#Prospero_Tmp,413,64,1020,162
2,1,17,#Adrian_Tmp,60,12,1233,201
2,1,17,#Alonso_Tmp,92,14,1233,201
2,1,17,#Antonio_Tmp,187,35,1233,201
2,1,17,#Francisco_Tmp,76,10,1233,201
2,1,17,#Gonzalo_Tmp,519,78,1233,201
2,1,17,#Sebastian_Tmp,299,52,1233,201
2,1,18,#Alonso_Tmp,28,4,108,17
2,1,18,#Antonio_Tmp,29,5,108,17
2,1,18,#Gonzalo_Tmp,22,3,108,17
2,1,18,#Sebastian_Tmp,29,5,108,17
2,1,19,#Antonio_Tmp,603,84,811,122
2,1,19,#Sebastian_Tmp,208,38,811,122
2,1,20,#Alonso_Tmp,35,7,246,37
2,1,20,#Antonio_Tmp,30,4,246,37
2,1,20,#Ariel_Tmp,71,11,246,37
2,1,20,#Gonzalo_Tmp,78,11,246,37
2,1,20,#Sebastian_Tmp,32,4,246,37
2,2,21,#Caliban_Tmp,144,17,144,17
2,2,22,#Trinculo_Tmp,239,25,239,25
2,2,23,#Caliban_Tmp,272,39,1144,152
2,2,23,#Stephano_Tmp,657,84,1144,152
2,2,23,#Trinculo_Tmp,215,29,1144,152
3,1,24,#Ferdinand_Tmp,121,16,121,16
3,1,25,#Ferdinand_Tmp,302,44,654,94
3,1,25,#Miranda_Tmp,327,45,654,94
3,1,25,#Prospero_Tmp,25,5,654,94
3,1,26,#Prospero_Tmp,35,5,35,5
3,2,27,#Caliban_Tmp,57,7,328,45
3,2,27,#Stephano_Tmp,141,20,328,45
3,2,27,#Trinculo_Tmp,130,18,328,45
3,2,28,#Ariel_Tmp,15,4,809,121
3,2,28,#Caliban_Tmp,428,57,809,121
3,2,28,#Stephano_Tmp,281,46,809,121
3,2,28,#Trinculo_Tmp,85,14,809,121
3,3,29,#Alonso_Tmp,60,7,149,22
3,3,29,#Antonio_Tmp,47,7,149,22
3,3,29,#Gonzalo_Tmp,30,5,149,22
3,3,29,#Sebastian_Tmp,12,3,149,22
3,3,30,#Alonso_Tmp,8,1,11,2
3,3,30,#Gonzalo_Tmp,3,1,11,2
3,3,31,#Alonso_Tmp,34,6,164,26
3,3,31,#Antonio_Tmp,28,4,164,26
3,3,31,#Gonzalo_Tmp,55,8,164,26
3,3,31,#Prospero_Tmp,19,4,164,26
3,3,31,#Sebastian_Tmp,28,4,164,26
3,3,32,#Alonso_Tmp,31,5,113,19
3,3,32,#Francisco_Tmp,3,1,113,19
3,3,32,#Gonzalo_Tmp,57,9,113,19
3,3,32,#Sebastian_Tmp,22,4,113,19
3,3,33,#Ariel_Tmp,240,32,240,32
3,3,34,#Prospero_Tmp,88,12,88,12
3,3,35,#Alonso_Tmp,63,8,77,10
3,3,35,#Gonzalo_Tmp,14,2,77,10
3,3,36,#Antonio_Tmp,4,1,15,3
3,3,36,#Sebastian_Tmp,11,2,15,3
3,3,37,#Adrian_Tmp,4,1,52,7
3,3,37,#Gonzalo_Tmp,48,6,52,7
4,1,38,#Ferdinand_Tmp,68,11,254,36
4,1,38,#Prospero_Tmp,186,25,254,36
4,1,39,#Ariel_Tmp,45,8,127,19
4,1,39,#Prospero_Tmp,82,11,127,19
4,1,40,#Ferdinand_Tmp,18,3,71,11
4,1,40,#Prospero_Tmp,53,8,71,11
4,1,41,#SPIRITS.Iris_Tmp,122,17,122,17
4,1,42,#SPIRITS.Ceres_Tmp,98,14,196,30
4,1,42,#SPIRITS.Iris_Tmp,98,16,196,30
4,1,43,#Ferdinand_Tmp,34,6,217,36
4,1,43,#Prospero_Tmp,39,7,217,36
4,1,43,#SPIRITS.Ceres_Tmp,57,10,217,36
4,1,43,#SPIRITS.Iris_Tmp,46,6,217,36
4,1,43,#SPIRITS.Juno_Tmp,41,7,217,36
4,1,44,#SPIRITS.Iris_Tmp,31,5,31,5
4,1,45,#Prospero_Tmp,29,4,29,4
4,1,46,#Ferdinand_Tmp,16,3,166,23
4,1,46,#Miranda_Tmp,16,3,166,23
4,1,46,#Prospero_Tmp,138,18,166,23
4,1,47,#Ariel_Tmp,147,21,199,29
4,1,47,#Prospero_Tmp,52,8,199,29
4,1,48,#Prospero_Tmp,43,6,43,6
4,1,49,#Prospero_Tmp,6,1,6,1
4,1,50,#Caliban_Tmp,160,21,455,64
4,1,50,#Stephano_Tmp,190,25,455,64
4,1,50,#Trinculo_Tmp,105,18,455,64
4,1,51,#Ariel_Tmp,5,1,15,3
4,1,51,#Prospero_Tmp,10,2,15,3
4,1,52,#Ariel_Tmp,3,1,70,11
4,1,52,#Prospero_Tmp,67,10,70,11
5,1,53,#Ariel_Tmp,121,20,273,41
5,1,53,#Prospero_Tmp,152,21,273,41
5,1,54,#Prospero_Tmp,202,25,202,25
5,1,55,#Ariel_Tmp,58,9,333,47
5,1,55,#Prospero_Tmp,275,38,333,47
5,1,56,#Alonso_Tmp,177,26,565,86
5,1,56,#Gonzalo_Tmp,27,5,565,86
5,1,56,#Prospero_Tmp,356,54,565,86
5,1,56,#Sebastian_Tmp,5,1,565,86
5,1,57,#Alonso_Tmp,102,19,366,60
5,1,57,#Ferdinand_Tmp,89,13,366,60
5,1,57,#Gonzalo_Tmp,108,16,366,60
5,1,57,#Miranda_Tmp,45,7,366,60
5,1,57,#Prospero_Tmp,18,4,366,60
5,1,57,#Sebastian_Tmp,4,1,366,60
5,1,58,#Alonso_Tmp,45,7,310,47
5,1,58,#Ariel_Tmp,14,3,310,47
5,1,58,#Boatswain_Tmp,137,19,310,47
5,1,58,#Gonzalo_Tmp,44,6,310,47
5,1,58,#Prospero_Tmp,70,12,310,47
5,1,59,#Prospero_Tmp,20,4,20,4
5,1,60,#Alonso_Tmp,49,6,354,48
5,1,60,#Antonio_Tmp,13,2,354,48
5,1,60,#Caliban_Tmp,56,7,354,48
5,1,60,#Prospero_Tmp,122,16,354,48
5,1,60,#Sebastian_Tmp,29,6,354,48
5,1,60,#Stephano_Tmp,43,6,354,48
5,1,60,#Trinculo_Tmp,42,5,354,48
5,1,61,#Alonso_Tmp,15,3,158,22
5,1,61,#Prospero_Tmp,143,19,158,22
6,0,62,#Prospero_Tmp,128,20,128,20
1,1,2,#SAILORS_Tmp,0,0,27,4
1,1,3,#Ferdinand_Tmp,0,0,140,20
1,1,3,#SAILORS_Tmp,0,0,140,20
1,1,3,#Sebastian_Tmp,0,0,140,20
1,1,4,#Alonso_Tmp,0,0,53,6
