node,node_type
#Antony_JC,character
#Artemidorus_JC,character
#Brutus_JC,character
#COMMONERS.Carpenter_JC,character
#COMMONERS.Cobbler_JC,character
#COMMONERS_JC,character
#Caesar_JC,character
#Calphurnia_JC,character
#Casca_JC,character
#Cassius_JC,character
#Cicero_JC,character
#CinnaPoet_JC,character
#Cinna_JC,character
#Decius_JC,character
#Flavius_JC,character
#Lepidus_JC,character
#Ligarius_JC,character
#Lucius_JC,character
#Marullus_JC,character
#Messenger_JC,character
#Metellus_JC,character
#Octavius_JC,character
#PETITIONERS_JC,character
#PLEBEIANS.0.1_JC,character
#PLEBEIANS.0.2_JC,character
#PLEBEIANS.0.3_JC,character
#PLEBEIANS.0.4_JC,character
#PLEBEIANS.0_JC,character
#PLEBEIANS_JC,character
#Pindarus_JC,character
#Poet_JC,character
#Popilius_JC,character
#Portia_JC,character
#Publius_JC,character
#SENATORS_JC,character
#SERVANTS.ANTONY.1_JC,character
#SERVANTS.CAESAR.1_JC,character
#SERVANTS.OCTAVIUS.1_JC,character
#SOLDIERS.ANTONY.0.1_JC,character
#SOLDIERS.ANTONY.0.2_JC,character
#SOLDIERS.ANTONY_JC,character
#SOLDIERS.BRUTUS.0.1_JC,character
#SOLDIERS.BRUTUS.0.2_JC,character
#SOLDIERS.BRUTUS.0.3_JC,character
#SOLDIERS.BRUTUS.Cato_JC,character
#SOLDIERS.BRUTUS.Claudius_JC,character
#SOLDIERS.BRUTUS.Clitus_JC,character
#SOLDIERS.BRUTUS.Dardanus_JC,character
#SOLDIERS.BRUTUS.Flavius_JC,character
#SOLDIERS.BRUTUS.Labeo_JC,character
#SOLDIERS.BRUTUS.Lucilius_JC,character
#SOLDIERS.BRUTUS.Messala_JC,character
#SOLDIERS.BRUTUS.Strato_JC,character
#SOLDIERS.BRUTUS.Titinius_JC,character
#SOLDIERS.BRUTUS.Varro_JC,character
#SOLDIERS.BRUTUS.Volumnius_JC,character
#SOLDIERS.BRUTUS_JC,character
#SOLDIERS.CASSIUS_JC,character
#Soothsayer_JC,character
#Trebonius_JC,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
5.05,text_unit
