source,target,key,n_lines,n_tokens,edge_index,edge_type
#RichardIII_R3,1.01.0001,0,42,307,1,active
#RichardIII_R3,1.01.0002,0,2,13,2,active
1.01.0002,#Brakenbury_R3,0,2,13,2,passive
1.01.0002,#Clarence_3H6,0,2,13,2,passive
1.01.0002,#GUARDS_R3,0,2,13,2,passive
#Clarence_3H6,1.01.0002,0,3,16,3,active
1.01.0002,#Brakenbury_R3,1,3,16,3,passive
1.01.0002,#GUARDS_R3,1,3,16,3,passive
1.01.0002,#RichardIII_R3,0,3,16,3,passive
#RichardIII_R3,1.01.0002,1,1,3,4,active
1.01.0002,#Brakenbury_R3,2,1,3,4,passive
1.01.0002,#Clarence_3H6,1,1,3,4,passive
1.01.0002,#GUARDS_R3,2,1,3,4,passive
#Clarence_3H6,1.01.0002,1,2,5,5,active
1.01.0002,#Brakenbury_R3,3,2,5,5,passive
1.01.0002,#GUARDS_R3,3,2,5,5,passive
1.01.0002,#RichardIII_R3,1,2,5,5,passive
#RichardIII_R3,1.01.0002,2,5,40,6,active
1.01.0002,#Brakenbury_R3,4,5,40,6,passive
1.01.0002,#Clarence_3H6,2,5,40,6,passive
1.01.0002,#GUARDS_R3,4,5,40,6,passive
#Clarence_3H6,1.01.0002,2,10,82,7,active
1.01.0002,#Brakenbury_R3,5,10,82,7,passive
1.01.0002,#GUARDS_R3,5,10,82,7,passive
1.01.0002,#RichardIII_R3,2,10,82,7,passive
#RichardIII_R3,1.01.0002,3,9,75,8,active
1.01.0002,#Brakenbury_R3,6,9,75,8,passive
1.01.0002,#Clarence_3H6,3,9,75,8,passive
1.01.0002,#GUARDS_R3,6,9,75,8,passive
#Clarence_3H6,1.01.0002,3,5,39,9,active
1.01.0002,#Brakenbury_R3,7,5,39,9,passive
1.01.0002,#GUARDS_R3,7,5,39,9,passive
1.01.0002,#RichardIII_R3,3,5,39,9,passive
#RichardIII_R3,1.01.0002,4,8,57,10,active
1.01.0002,#Brakenbury_R3,8,8,57,10,passive
1.01.0002,#Clarence_3H6,4,8,57,10,passive
1.01.0002,#GUARDS_R3,8,8,57,10,passive
#Brakenbury_R3,1.01.0002,0,4,29,11,active
1.01.0002,#Clarence_3H6,5,4,29,11,passive
1.01.0002,#GUARDS_R3,9,4,29,11,passive
1.01.0002,#RichardIII_R3,4,4,29,11,passive
#RichardIII_R3,1.01.0002,5,9,75,12,active
1.01.0002,#Brakenbury_R3,9,9,75,12,passive
1.01.0002,#Clarence_3H6,6,9,75,12,passive
1.01.0002,#GUARDS_R3,10,9,75,12,passive
#Brakenbury_R3,1.01.0002,1,1,9,13,active
1.01.0002,#Clarence_3H6,7,1,9,13,passive
1.01.0002,#GUARDS_R3,11,1,9,13,passive
1.01.0002,#RichardIII_R3,5,1,9,13,passive
#RichardIII_R3,1.01.0002,6,4,25,14,active
1.01.0002,#Brakenbury_R3,10,4,25,14,passive
1.01.0002,#Clarence_3H6,8,4,25,14,passive
1.01.0002,#GUARDS_R3,12,4,25,14,passive
#Brakenbury_R3,1.01.0002,2,2,17,15,active
1.01.0002,#Clarence_3H6,9,2,17,15,passive
1.01.0002,#GUARDS_R3,13,2,17,15,passive
1.01.0002,#RichardIII_R3,6,2,17,15,passive
#Clarence_3H6,1.01.0002,4,1,8,16,active
1.01.0002,#Brakenbury_R3,11,1,8,16,passive
1.01.0002,#GUARDS_R3,14,1,8,16,passive
1.01.0002,#RichardIII_R3,7,1,8,16,passive
#RichardIII_R3,1.01.0002,7,7,50,17,active
1.01.0002,#Brakenbury_R3,12,7,50,17,passive
1.01.0002,#Clarence_3H6,10,7,50,17,passive
1.01.0002,#GUARDS_R3,15,7,50,17,passive
#Clarence_3H6,1.01.0002,5,1,8,18,active
1.01.0002,#Brakenbury_R3,13,1,8,18,passive
1.01.0002,#GUARDS_R3,16,1,8,18,passive
1.01.0002,#RichardIII_R3,8,1,8,18,passive
#RichardIII_R3,1.01.0002,8,3,19,19,active
1.01.0002,#Brakenbury_R3,14,3,19,19,passive
1.01.0002,#Clarence_3H6,11,3,19,19,passive
1.01.0002,#GUARDS_R3,17,3,19,19,passive
#Clarence_3H6,1.01.0002,6,1,4,20,active
1.01.0002,#Brakenbury_R3,15,1,4,20,passive
1.01.0002,#GUARDS_R3,18,1,4,20,passive
1.01.0002,#RichardIII_R3,9,1,4,20,passive
#RichardIII_R3,1.01.0003,0,5,42,21,active
#Hastings_3H6,1.01.0004,0,1,8,22,active
1.01.0004,#RichardIII_R3,0,1,8,22,passive
#RichardIII_R3,1.01.0004,0,3,21,23,active
1.01.0004,#Hastings_3H6,0,3,21,23,passive
#Hastings_3H6,1.01.0004,1,3,24,24,active
1.01.0004,#RichardIII_R3,1,3,24,24,passive
#RichardIII_R3,1.01.0004,1,3,26,25,active
1.01.0004,#Hastings_3H6,1,3,26,25,passive
#Hastings_3H6,1.01.0004,2,2,15,26,active
1.01.0004,#RichardIII_R3,2,2,15,26,passive
#RichardIII_R3,1.01.0004,2,1,3,27,active
1.01.0004,#Hastings_3H6,2,1,3,27,passive
#Hastings_3H6,1.01.0004,3,3,22,28,active
1.01.0004,#RichardIII_R3,3,3,22,28,passive
#RichardIII_R3,1.01.0004,3,5,36,29,active
1.01.0004,#Hastings_3H6,3,5,36,29,passive
#Hastings_3H6,1.01.0004,4,1,2,30,active
1.01.0004,#RichardIII_R3,4,1,2,30,passive
#RichardIII_R3,1.01.0004,4,1,8,31,active
1.01.0004,#Hastings_3H6,4,1,8,31,passive
#RichardIII_R3,1.01.0005,0,18,151,32,active
#LadyAnne_R3,1.02.0006,0,33,249,33,active
1.02.0006,#GENTLEMEN_R3,0,33,249,33,passive
1.02.0006,#GUARDS_R3,0,33,249,33,passive
1.02.0006,#HenryVI_1H6,0,33,249,33,passive
#RichardIII_R3,1.02.0007,0,1,10,34,active
1.02.0007,#GENTLEMEN_R3,0,1,10,34,passive
1.02.0007,#GUARDS_R3,0,1,10,34,passive
1.02.0007,#HenryVI_1H6,0,1,10,34,passive
1.02.0007,#LadyAnne_R3,0,1,10,34,passive
#LadyAnne_R3,1.02.0007,0,2,12,35,active
1.02.0007,#GENTLEMEN_R3,1,2,12,35,passive
1.02.0007,#GUARDS_R3,1,2,12,35,passive
1.02.0007,#HenryVI_1H6,1,2,12,35,passive
