node,node_type
#Baptista_Shr,character
#Bianca_Shr,character
#Biondello_Shr,character
#Curtis_Shr,character
#Gremio_Shr,character
#Grumio_Shr,character
#HUNTSMEN.0.1_Shr,character
#HUNTSMEN.0.2_Shr,character
#HUNTSMEN.0.3_Shr,character
#HUNTSMEN_Shr,character
#Haberdasher_Shr,character
#Hortensio_Shr,character
#Hostess_Shr,character
#Katherine_Shr,character
#Lord_Shr,character
#Lucentio_Shr,character
#Merchant_Shr,character
#Messenger_Shr,character
#Officer_Shr,character
#PLAYERS.0.1_Shr,character
#PLAYERS.0.2_Shr,character
#PLAYERS_Shr,character
#Page_Shr,character
#Petruchio_Shr,character
#SERVANTS.BAPTISTA.1_Shr,character
#SERVANTS.BAPTISTA_Shr,character
#SERVANTS.LORD.0.1_Shr,character
#SERVANTS.LORD.0.2_Shr,character
#SERVANTS.LORD.0.3_Shr,character
#SERVANTS.LORD.0_Shr,character
#SERVANTS.LORD_Shr,character
#SERVANTS.PETRUCHIO.0.2_Shr,character
#SERVANTS.PETRUCHIO.0.4_Shr,character
#SERVANTS.PETRUCHIO.Joseph_Shr,character
#SERVANTS.PETRUCHIO.Nathaniel_Shr,character
#SERVANTS.PETRUCHIO.Nicholas_Shr,character
#SERVANTS.PETRUCHIO.Peter_Shr,character
#SERVANTS.PETRUCHIO.Phillip_Shr,character
#SERVANTS.PETRUCHIO_Shr,character
#SERVANTS_Shr,character
#Sly_Shr,character
#Tailor_Shr,character
#Tranio_Shr,character
#Vincentio_Shr,character
#Widow_Shr,character
0.01,text_unit
0.02,text_unit
1.01,text_unit
1.02,text_unit
2.01,text_unit
3.01,text_unit
3.02,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
4.05,text_unit
5.01,text_unit
5.02,text_unit
