node1,node2,n_lines,n_tokens
#ATTENDANTS_R2,1.01.0001,20,145
#Gaunt_R2,1.01.0001,20,145
#LORDS_R2,1.01.0001,20,145
#RichardII_R2,1.01.0001,20,145
#ATTENDANTS_R2,1.01.0002,191,1454
#Gaunt_R2,1.01.0002,191,1454
#HenryIV_1H4,1.01.0002,191,1454
#LORDS_R2,1.01.0002,191,1454
#Mowbray_R2,1.01.0002,191,1454
#RichardII_R2,1.01.0002,191,1454
#DuchessOfGloucester_R2,1.02.0003,76,578
#Gaunt_R2,1.02.0003,76,578
#Aumerle_R2,1.03.0004,6,45
#LordMarshal_R2,1.03.0004,6,45
#Aumerle_R2,1.03.0005,19,152
#Gaunt_R2,1.03.0005,19,152
#HERALDS.1_R2,1.03.0005,19,152
#LORDS_R2,1.03.0005,19,152
#LordMarshal_R2,1.03.0005,19,152
#Mowbray_R2,1.03.0005,19,152
#OFFICERS_R2,1.03.0005,19,152
#RichardII_R2,1.03.0005,19,152
#Aumerle_R2,1.03.0006,186,1382
#Gaunt_R2,1.03.0006,186,1382
#HERALDS.1_R2,1.03.0006,186,1382
#HERALDS.2_R2,1.03.0006,186,1382
#HenryIV_1H4,1.03.0006,186,1382
#LORDS_R2,1.03.0006,186,1382
#LordMarshal_R2,1.03.0006,186,1382
#Mowbray_R2,1.03.0006,186,1382
#OFFICERS_R2,1.03.0006,186,1382
#RichardII_R2,1.03.0006,186,1382
#Aumerle_R2,1.03.0007,43,340
#Gaunt_R2,1.03.0007,43,340
#HERALDS.1_R2,1.03.0007,43,340
#HERALDS.2_R2,1.03.0007,43,340
#HenryIV_1H4,1.03.0007,43,340
#LORDS_R2,1.03.0007,43,340
#LordMarshal_R2,1.03.0007,43,340
#OFFICERS_R2,1.03.0007,43,340
#RichardII_R2,1.03.0007,43,340
#Aumerle_R2,1.03.0008,62,481
#Gaunt_R2,1.03.0008,62,481
#HenryIV_1H4,1.03.0008,62,481
#LordMarshal_R2,1.03.0008,62,481
#Aumerle_R2,1.04.0009,53,403
#Bagot_R2,1.04.0009,53,403
#Green_R2,1.04.0009,53,403
#RichardII_R2,1.04.0009,53,403
#Aumerle_R2,1.04.0010,13,80
#Bagot_R2,1.04.0010,13,80
#Bushy_R2,1.04.0010,13,80
#Green_R2,1.04.0010,13,80
#RichardII_R2,1.04.0010,13,80
