act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#COMMONERS.Carpenter_JC,#COMMONERS.Carpenter_JC #COMMONERS.Cobbler_JC #COMMONERS_JC #Flavius_JC #Marullus_JC,4,1
1,1,1,#COMMONERS.Cobbler_JC,#COMMONERS.Carpenter_JC #COMMONERS.Cobbler_JC #COMMONERS_JC #Flavius_JC #Marullus_JC,145,18
1,1,1,#Flavius_JC,#COMMONERS.Carpenter_JC #COMMONERS.Cobbler_JC #COMMONERS_JC #Flavius_JC #Marullus_JC,109,15
1,1,1,#Marullus_JC,#COMMONERS.Carpenter_JC #COMMONERS.Cobbler_JC #COMMONERS_JC #Flavius_JC #Marullus_JC,219,31
1,1,2,#Flavius_JC,#Flavius_JC #Marullus_JC,98,13
1,1,2,#Marullus_JC,#Flavius_JC #Marullus_JC,12,2
1,2,3,#Antony_JC,#Antony_JC #Brutus_JC #COMMONERS_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC #Soothsayer_JC,14,3
1,2,3,#Brutus_JC,#Antony_JC #Brutus_JC #COMMONERS_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC #Soothsayer_JC,9,1
1,2,3,#Caesar_JC,#Antony_JC #Brutus_JC #COMMONERS_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC #Soothsayer_JC,108,17
1,2,3,#Calphurnia_JC,#Antony_JC #Brutus_JC #COMMONERS_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC #Soothsayer_JC,3,1
1,2,3,#Casca_JC,#Antony_JC #Brutus_JC #COMMONERS_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC #Soothsayer_JC,12,2
1,2,3,#Cassius_JC,#Antony_JC #Brutus_JC #COMMONERS_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC #Soothsayer_JC,8,2
1,2,3,#Soothsayer_JC,#Antony_JC #Brutus_JC #COMMONERS_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC #Soothsayer_JC,11,3
1,2,4,#Brutus_JC,#Brutus_JC #Cassius_JC,367,49
1,2,4,#Cassius_JC,#Brutus_JC #Cassius_JC,859,109
1,2,5,#Antony_JC,#Antony_JC #Brutus_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC,16,3
1,2,5,#Brutus_JC,#Antony_JC #Brutus_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC,62,8
1,2,5,#Caesar_JC,#Antony_JC #Brutus_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC,179,22
1,2,5,#Cassius_JC,#Antony_JC #Brutus_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC,32,4
1,2,6,#Brutus_JC,#Brutus_JC #Casca_JC #Cassius_JC,66,9
1,2,6,#Casca_JC,#Brutus_JC #Casca_JC #Cassius_JC,540,63
1,2,6,#Cassius_JC,#Brutus_JC #Casca_JC #Cassius_JC,65,10
1,2,7,#Brutus_JC,#Brutus_JC #Cassius_JC,57,6
1,2,7,#Cassius_JC,#Brutus_JC #Cassius_JC,49,7
1,2,8,#Cassius_JC,#Cassius_JC,119,15
1,3,9,#Casca_JC,#Casca_JC #Cicero_JC,242,32
1,3,9,#Cicero_JC,#Casca_JC #Cicero_JC,62,9
1,3,10,#Casca_JC,#Casca_JC #Cassius_JC,146,20
1,3,10,#Cassius_JC,#Casca_JC #Cassius_JC,560,74
1,3,11,#Casca_JC,#Casca_JC #Cassius_JC #Cinna_JC,9,1
1,3,11,#Cassius_JC,#Casca_JC #Cassius_JC #Cinna_JC,103,13
1,3,11,#Cinna_JC,#Casca_JC #Cassius_JC #Cinna_JC,71,8
1,3,12,#Casca_JC,#Casca_JC #Cassius_JC,29,4
1,3,12,#Cassius_JC,#Casca_JC #Cassius_JC,67,8
2,1,13,#Brutus_JC,#Brutus_JC,38,5
2,1,14,#Brutus_JC,#Brutus_JC #Lucius_JC,17,2
2,1,14,#Lucius_JC,#Brutus_JC #Lucius_JC,8,2
2,1,15,#Brutus_JC,#Brutus_JC,206,27
2,1,16,#Brutus_JC,#Brutus_JC #Lucius_JC,25,3
2,1,16,#Lucius_JC,#Brutus_JC #Lucius_JC,41,6
2,1,17,#Brutus_JC,#Brutus_JC,111,16
2,1,18,#Brutus_JC,#Brutus_JC #Lucius_JC,8,1
2,1,18,#Lucius_JC,#Brutus_JC #Lucius_JC,6,1
2,1,19,#Brutus_JC,#Brutus_JC,61,9
2,1,20,#Brutus_JC,#Brutus_JC #Lucius_JC,10,4
2,1,20,#Lucius_JC,#Brutus_JC #Lucius_JC,51,7
2,1,21,#Brutus_JC,#Brutus_JC,65,10
2,1,22,#Brutus_JC,#Brutus_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Metellus_JC #Trebonius_JC,572,75
2,1,22,#Casca_JC,#Brutus_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Metellus_JC #Trebonius_JC,69,11
2,1,22,#Cassius_JC,#Brutus_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Metellus_JC #Trebonius_JC,261,40
2,1,22,#Cinna_JC,#Brutus_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Metellus_JC #Trebonius_JC,29,4
