node,node_type
#ATTENDANTS.PRINCE_Rom,character
#ATTENDANTS_Rom,character
#Apothecary_Rom,character
#Benvolio_Rom,character
#Boy_Rom,character
#CITIZENS.0.1_Rom,character
#CITIZENS_Rom,character
#Capulet_Rom,character
#Chorus_Rom,character
#Cousin_Rom,character
#FriarJohn_Rom,character
#FriarLawrence_Rom,character
#GUESTS_Rom,character
#Juliet_Rom,character
#LadyCapulet_Rom,character
#LadyMontague_Rom,character
#MASKERS_Rom,character
#MUSICIANS.0.1_Rom,character
#MUSICIANS.0.2_Rom,character
#MUSICIANS.0.3_Rom,character
#MUSICIANS_Rom,character
#Mercutio_Rom,character
#Montague_Rom,character
#Nurse_Rom,character
#Paris_Rom,character
#Petruchio_Rom,character
#PrinceEscalus_Rom,character
#Romeo_Rom,character
#SERVANTS.CAPULET.0.1_Rom,character
#SERVANTS.CAPULET.0.2_Rom,character
#SERVANTS.CAPULET.0.3_Rom,character
#SERVANTS.CAPULET.0_Rom,character
#SERVANTS.CAPULET.Gregory_Rom,character
#SERVANTS.CAPULET.Peter_Rom,character
#SERVANTS.CAPULET.Sampson_Rom,character
#SERVANTS.CAPULET.X.1_Rom,character
#SERVANTS.CAPULET.X.2_Rom,character
#SERVANTS.CAPULET_Rom,character
#SERVANTS.MONTAGUE.1_Rom,character
#SERVANTS.MONTAGUE.Abram_Rom,character
#SERVANTS.MONTAGUE.Balthasar_Rom,character
#SERVANTS.MONTAGUE_Rom,character
#SERVANTS.PARIS.1_Rom,character
#SERVANTS.TYBALT.1_Rom,character
#SERVANTS_Rom,character
#Tybalt_Rom,character
#WATCHMEN.0.1_Rom,character
#WATCHMEN.0.2_Rom,character
#WATCHMEN.0.3_Rom,character
#WATCHMEN_Rom,character
0.00.0001,text_unit
1.01.0002,text_unit
1.01.0003,text_unit
1.01.0004,text_unit
1.01.0005,text_unit
1.01.0006,text_unit
1.01.0007,text_unit
1.01.0008,text_unit
1.01.0009,text_unit
1.01.0010,text_unit
1.01.0011,text_unit
1.01.0012,text_unit
1.02.0013,text_unit
1.02.0014,text_unit
1.02.0015,text_unit
1.02.0016,text_unit
1.03.0017,text_unit
1.03.0018,text_unit
1.03.0019,text_unit
1.03.0020,text_unit
1.04.0021,text_unit
1.05.0022,text_unit
1.05.0023,text_unit
1.05.0024,text_unit
1.05.0025,text_unit
1.05.0026,text_unit
1.05.0027,text_unit
1.05.0028,text_unit
1.05.0029,text_unit
1.05.0030,text_unit
1.05.0031,text_unit
1.05.0032,text_unit
1.05.0033,text_unit
2.00.0034,text_unit
2.01.0035,text_unit
2.01.0036,text_unit
2.02.0037,text_unit
2.02.0038,text_unit
2.02.0039,text_unit
2.02.0040,text_unit
2.02.0041,text_unit
2.02.0042,text_unit
2.02.0043,text_unit
2.02.0044,text_unit
2.03.0045,text_unit
2.03.0046,text_unit
2.04.0047,text_unit
2.04.0048,text_unit
2.04.0049,text_unit
2.04.0050,text_unit
2.05.0051,text_unit
2.05.0052,text_unit
2.05.0053,text_unit
2.06.0054,text_unit
2.06.0055,text_unit
3.01.0056,text_unit
3.01.0057,text_unit
3.01.0058,text_unit
3.01.0059,text_unit
3.01.0060,text_unit
3.01.0061,text_unit
3.01.0062,text_unit
3.01.0063,text_unit
3.01.0064,text_unit
3.02.0065,text_unit
3.02.0066,text_unit
3.03.0067,text_unit
3.03.0068,text_unit
3.03.0069,text_unit
3.03.0070,text_unit
3.04.0071,text_unit
3.05.0072,text_unit
3.05.0073,text_unit
3.05.0074,text_unit
3.05.0075,text_unit
3.05.0076,text_unit
3.05.0077,text_unit
3.05.0078,text_unit
3.05.0079,text_unit
3.05.0080,text_unit
4.01.0081,text_unit
4.01.0082,text_unit
4.01.0083,text_unit
4.02.0084,text_unit
4.02.0085,text_unit
4.02.0086,text_unit
4.02.0087,text_unit
4.02.0088,text_unit
4.03.0089,text_unit
4.03.0090,text_unit
4.03.0091,text_unit
4.04.0092,text_unit
4.04.0093,text_unit
4.04.0094,text_unit
4.04.0095,text_unit
4.04.0096,text_unit
4.04.0097,text_unit
4.04.0098,text_unit
4.04.0099,text_unit
4.04.0100,text_unit
4.05.0101,text_unit
4.05.0102,text_unit
4.05.0103,text_unit
4.05.0104,text_unit
4.05.0105,text_unit
4.05.0106,text_unit
4.05.0107,text_unit
4.05.0108,text_unit
4.05.0109,text_unit
5.01.0110,text_unit
5.01.0111,text_unit
5.01.0112,text_unit
5.01.0113,text_unit
5.01.0114,text_unit
5.02.0115,text_unit
5.02.0116,text_unit
5.02.0117,text_unit
5.03.0118,text_unit
5.03.0119,text_unit
5.03.0120,text_unit
5.03.0121,text_unit
5.03.0122,text_unit
5.03.0123,text_unit
5.03.0124,text_unit
5.03.0125,text_unit
5.03.0126,text_unit
5.03.0127,text_unit
5.03.0128,text_unit
5.03.0129,text_unit
