xml:id,corresp
ATTENDANTS.ARRAGON_MV,#ATTENDANTS_MV
ATTENDANTS.BASSANIO.1_MV,#ATTENDANTS.BASSANIO_MV
ATTENDANTS.BASSANIO.2_MV,#ATTENDANTS.BASSANIO_MV
ATTENDANTS.BASSANIO.Leonardo_MV,#ATTENDANTS.BASSIANO_MV
ATTENDANTS.BASSANIO_MV,#ATTENDANTS_MV
ATTENDANTS.DUKE.0_MV,#ATTENDANTS.DUKE_MV
ATTENDANTS.DUKE_MV,#ATTENDANTS_MV
ATTENDANTS.MOROCCO_MV,#ATTENDANTS_MV
ATTENDANTS.PORTIA.Balthazar_MV,#ATTENDANTS.PORTIA_MV
ATTENDANTS.PORTIA.Stephano_MV,#ATTENDANTS.PORTIA_MV
ATTENDANTS.PORTIA_MV,#ATTENDANTS_MV
ATTENDANTS_MV,
Antonio_MV,
Arragon_MV,
Bassanio_MV,
Duke_MV,
Gratiano_MV,
Jailer_MV,
Jessica_MV,
LanceletGobbo_MV,
Lorenzo_MV,
MUSICIANS_MV,
Messenger_MV,
Morocco_MV,
Nerissa_MV,
OldGobbo_MV,
Portia_MV,
SERVANTS.1_MV,#SERVANTS_MV
SERVANTS.2_MV,#SERVANTS_MV
SERVANTS_MV,
Salarino_MV,
Salerio_MV,
Shylock_MV,
Solanio_MV,
Tubal_MV,
