xml:id,corresp
ATTENDANTS.GREEK_Tro,#ATTENDANTS_Tro
ATTENDANTS.TROJAN.0_Tro,#ATTENDANTS.TROJAN_Tro
ATTENDANTS.TROJAN_Tro,#ATTENDANTS_Tro
ATTENDANTS_Tro,
Achilles_Tro,
Aeneas_Tro,
Agamemnon_Tro,
Ajax_Tro,
Alexander_Tro,
Andromache_Tro,
Antenor_Tro,
Bastard_Tro,
Boy_Tro,
Calchas_Tro,
Cassandra_Tro,
Cressida_Tro,
Deiphobus_Tro,
Diomedes_Tro,
Hector_Tro,
Helen_Tro,
Helenus_Tro,
MYRMIDONS.0.1_Tro,#MYRMIDONS_Tro
MYRMIDONS_Tro,
Menelaus_Tro,
Nestor_Tro,
Pandarus_Tro,
Paris_Tro,
Patroclus_Tro,
Priam_Tro,
Prologue_Tro,
SERVANTS.AENEAS.1_Tro,#SERVANTS_Tro
SERVANTS.DIOMEDES.1_Tro,#SERVANTS_Tro
SERVANTS.PARIS.1_Tro,#SERVANTS_Tro
SERVANTS.TROILUS.1_Tro,#SERVANTS_Tro
SERVANTS_Tro,
SOLDIERS.GREEK.1_Tro,#SOLDIERS.GREEK_Tro
SOLDIERS.GREEK_Tro,#SOLDIERS_Tro
SOLDIERS.TROJAN_Tro,#SOLDIERS_Tro
SOLDIERS_Tro,
Thersites_Tro,
Troilus_Tro,
Trumpeter_Tro,
Ulysses_Tro,
