act,scene,stagegroup,stagegroup_raw,setting,onstage,speaker,n_lines,n_tokens
1,1,1,1,1,#ATTENDANTS_MND #Hippolyta_MND #Philostrate_MND #Theseus_MND,#Theseus_MND,6,43
1,1,1,1,2,#ATTENDANTS_MND #Hippolyta_MND #Philostrate_MND #Theseus_MND,#Hippolyta_MND,5,35
1,1,1,1,3,#ATTENDANTS_MND #Hippolyta_MND #Philostrate_MND #Theseus_MND,#Theseus_MND,5,30
1,1,2,2,4,#ATTENDANTS_MND #Hippolyta_MND #Theseus_MND,#Theseus_MND,4,29
1,1,3,3,5,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Egeus_MND,1,6
1,1,3,3,6,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Theseus_MND,1,8
1,1,3,3,7,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Egeus_MND,24,173
1,1,3,3,8,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Theseus_MND,7,54
1,1,3,3,9,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Hermia_MND,1,3
1,1,3,3,10,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Theseus_MND,3,19
1,1,3,3,11,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Hermia_MND,1,9
1,1,3,3,12,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Theseus_MND,1,8
1,1,3,3,13,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Hermia_MND,7,58
1,1,3,3,14,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Theseus_MND,14,102
1,1,3,3,15,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Hermia_MND,4,31
1,1,3,3,16,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Theseus_MND,8,56
1,1,3,3,17,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Demetrius_MND,2,13
1,1,3,3,18,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Lysander_MND,2,14
1,1,3,3,19,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Egeus_MND,4,31
1,1,3,3,20,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Lysander_MND,12,88
1,1,3,3,21,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Theseus_MND,16,119
1,1,3,3,22,#ATTENDANTS_MND #Demetrius_MND #Egeus_MND #Hermia_MND #Hippolyta_MND #Lysander_MND #Theseus_MND,#Egeus_MND,1,7
1,1,4,4,23,#Hermia_MND #Lysander_MND,#Lysander_MND,2,19
1,1,4,4,24,#Hermia_MND #Lysander_MND,#Hermia_MND,2,17
1,1,4,4,25,#Hermia_MND #Lysander_MND,#Lysander_MND,4,32
1,1,4,4,26,#Hermia_MND #Lysander_MND,#Hermia_MND,1,9
1,1,4,4,27,#Hermia_MND #Lysander_MND,#Lysander_MND,1,7
1,1,4,4,28,#Hermia_MND #Lysander_MND,#Hermia_MND,1,9
1,1,4,4,29,#Hermia_MND #Lysander_MND,#Lysander_MND,1,9
1,1,4,4,30,#Hermia_MND #Lysander_MND,#Hermia_MND,1,8
1,1,4,4,31,#Hermia_MND #Lysander_MND,#Lysander_MND,9,72
1,1,4,4,32,#Hermia_MND #Lysander_MND,#Hermia_MND,6,44
1,1,4,4,33,#Hermia_MND #Lysander_MND,#Lysander_MND,13,99
1,1,4,4,34,#Hermia_MND #Lysander_MND,#Hermia_MND,11,81
1,1,4,4,35,#Hermia_MND #Lysander_MND,#Lysander_MND,1,7
1,1,5,5,36,#Helena_MND #Hermia_MND #Lysander_MND,#Hermia_MND,1,5
1,1,5,5,37,#Helena_MND #Hermia_MND #Lysander_MND,#Helena_MND,14,106
1,1,5,5,38,#Helena_MND #Hermia_MND #Lysander_MND,#Hermia_MND,1,9
1,1,5,5,39,#Helena_MND #Hermia_MND #Lysander_MND,#Helena_MND,2,10
1,1,5,5,40,#Helena_MND #Hermia_MND #Lysander_MND,#Hermia_MND,1,9
1,1,5,5,41,#Helena_MND #Hermia_MND #Lysander_MND,#Helena_MND,1,8
1,1,5,5,42,#Helena_MND #Hermia_MND #Lysander_MND,#Hermia_MND,1,9
1,1,5,5,43,#Helena_MND #Hermia_MND #Lysander_MND,#Helena_MND,1,9
1,1,5,5,44,#Helena_MND #Hermia_MND #Lysander_MND,#Hermia_MND,1,8
1,1,5,5,45,#Helena_MND #Hermia_MND #Lysander_MND,#Helena_MND,1,9
1,1,5,5,46,#Helena_MND #Hermia_MND #Lysander_MND,#Hermia_MND,6,48
1,1,5,5,47,#Helena_MND #Hermia_MND #Lysander_MND,#Lysander_MND,6,44
