act,scene,stagegroup,stagegroup_raw,setting,onstage,speaker,n_lines,n_tokens
1,1,1,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,#Saturninus_Tit,8,57
1,1,1,1,2,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,#Bassianus_Tit,9,59
1,1,1,1,3,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,#Marcus_Tit,28,200
1,1,1,1,4,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,#Saturninus_Tit,1,9
1,1,1,1,5,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,#Bassianus_Tit,9,65
1,1,1,1,6,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,#Saturninus_Tit,7,57
1,1,1,1,7,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,#Bassianus_Tit,1,6
1,1,2,3,8,#Captain_Tit #ROMANS_Tit,#Captain_Tit,6,41
1,1,3,4,9,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,#Titus_Tit,26,195
1,1,3,4,10,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,#Lucius_Tit,6,45
1,1,3,4,11,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,#Titus_Tit,2,15
