xml:id,corresp
Antony_JC,
Artemidorus_JC,
Brutus_JC,
COMMONERS.Carpenter_JC,#COMMONERS_JC
COMMONERS.Cobbler_JC,#COMMONERS_JC
COMMONERS_JC,
Caesar_JC,
Calphurnia_JC,
Casca_JC,
Cassius_JC,
Cicero_JC,
CinnaPoet_JC,
Cinna_JC,
Decius_JC,
Flavius_JC,
Lepidus_JC,
Ligarius_JC,
Lucius_JC,
Marullus_JC,
Messenger_JC,
Metellus_JC,
Octavius_JC,
PETITIONERS_JC,
PLEBEIANS.0.1_JC,#PLEBEIANS_JC
PLEBEIANS.0.2_JC,#PLEBEIANS_JC
PLEBEIANS.0.3_JC,#PLEBEIANS_JC
PLEBEIANS.0.4_JC,#PLEBEIANS_JC
PLEBEIANS.0_JC,#PLEBEIANS_JC
PLEBEIANS_JC,
Pindarus_JC,
Poet_JC,
Popilius_JC,
Portia_JC,
Publius_JC,
SENATORS_JC,
SERVANTS.ANTONY.1_JC,#SERVANTS_JC
SERVANTS.CAESAR.1_JC,#SERVANTS_JC
SERVANTS.OCTAVIUS.1_JC,#SERVANTS_JC
SERVANTS_JC,
SOLDIERS.ANTONY.0.1_JC,#SOLDIERS.ANTONY_JC
SOLDIERS.ANTONY.0.2_JC,#SOLDIERS.ANTONY_JC
SOLDIERS.ANTONY_JC,#SOLDIERS_JC
SOLDIERS.BRUTUS.0.1_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.0.2_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.0.3_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Cato_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Claudius_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Clitus_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Dardanus_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Flavius_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Labeo_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Lucilius_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Messala_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Strato_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Titinius_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Varro_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS.Volumnius_JC,#SOLDIERS.BRUTUS_JC
SOLDIERS.BRUTUS_JC,#SOLDIERS_JC
SOLDIERS.CASSIUS_JC,#SOLDIERS_JC
SOLDIERS_JC,
Soothsayer_JC,
Trebonius_JC,
,
