xml:id,corresp
ATTENDANTS.0.1_Ado,#ATTENDANTS_Ado
ATTENDANTS_Ado,
Antonio_Ado,
Balthasar_Ado,
Beatrice_Ado,
Benedick_Ado,
Borachio_Ado,
Boy_Ado,
Claudio_Ado,
Conrade_Ado,
Dogberry_Ado,
DonJohn_Ado,
DonPedro_Ado,
FriarFrancis_Ado,
Hero_Ado,
Leonato_Ado,
LeonatosBrother_Ado,
MESSENGERS.DONPEDRO.1_Ado,#MESSENGERS_Ado
MESSENGERS.LEONATO.1_Ado,#MESSENGERS_Ado
MESSENGERS_Ado,
MUSICIANS.1_Ado,#MUSICIANS_ADO
MUSICIANS_Ado,
Margaret_Ado,
Sexton_Ado,
Son_Ado,
Ursula_Ado,
Verges_Ado,
WATCHMEN.1_Ado,#WATCHMEN_Ado
WATCHMEN.2_Ado,#WATCHMEN_Ado
WATCHMEN.Seacoal_Ado,#WATCHMEN_Ado
WATCHMEN_Ado,
