act,scene,stagegroup,stagegroup_raw,setting,onstage,speaker,n_lines,n_tokens
0,0,1,1,1,#Chorus_2H4,#Chorus_2H4,42,297
1,1,2,3,2,#LordBardolph_2H4,#LordBardolph_2H4,1,6
1,1,3,4,3,#LordBardolph_2H4 #Porter_2H4,#LordBardolph_2H4,1,4
1,1,3,4,4,#LordBardolph_2H4 #Porter_2H4,#Porter_2H4,1,6
1,1,3,4,5,#LordBardolph_2H4 #Porter_2H4,#LordBardolph_2H4,2,12
1,1,3,4,6,#LordBardolph_2H4 #Porter_2H4,#Porter_2H4,3,22
1,1,4,5,7,#LordBardolph_2H4 #Northumberland_R2 #Porter_2H4,#LordBardolph_2H4,1,4
1,1,5,6,8,#LordBardolph_2H4 #Northumberland_R2,#Northumberland_R2,5,36
1,1,5,6,9,#LordBardolph_2H4 #Northumberland_R2,#LordBardolph_2H4,2,9
1,1,5,6,10,#LordBardolph_2H4 #Northumberland_R2,#Northumberland_R2,1,4
1,1,5,6,11,#LordBardolph_2H4 #Northumberland_R2,#LordBardolph_2H4,11,83
1,1,5,6,12,#LordBardolph_2H4 #Northumberland_R2,#Northumberland_R2,2,12
1,1,5,6,13,#LordBardolph_2H4 #Northumberland_R2,#LordBardolph_2H4,3,26
1,1,6,7,14,#LordBardolph_2H4 #Northumberland_R2 #Travers_2H4,#Northumberland_R2,2,15
1,1,6,7,15,#LordBardolph_2H4 #Northumberland_R2 #Travers_2H4,#LordBardolph_2H4,3,23
1,1,6,7,16,#LordBardolph_2H4 #Northumberland_R2 #Travers_2H4,#Northumberland_R2,1,8
1,1,6,7,17,#LordBardolph_2H4 #Northumberland_R2 #Travers_2H4,#Travers_2H4,15,112
1,1,6,7,18,#LordBardolph_2H4 #Northumberland_R2 #Travers_2H4,#Northumberland_R2,4,19
1,1,6,7,19,#LordBardolph_2H4 #Northumberland_R2 #Travers_2H4,#LordBardolph_2H4,4,31
1,1,6,7,20,#LordBardolph_2H4 #Northumberland_R2 #Travers_2H4,#Northumberland_R2,2,14
1,1,6,7,21,#LordBardolph_2H4 #Northumberland_R2 #Travers_2H4,#LordBardolph_2H4,4,23
1,1,7,8,22,#LordBardolph_2H4 #Morton_2H4 #Northumberland_R2 #Travers_2H4,#LordBardolph_2H4,1,5
